lambda_z,sigma_z_kPa,lambda_theta,sigma_theta_kPa
1.446,10.584580024964975,1.9663224373904182,19.59172336824555
1.448,10.593900769578772,1.958048824438515,18.77435023643985
1.45,10.632594563790107,1.9624583952772365,18.782275427739734
1.452,10.639882734634302,1.97492656156508,18.7562011159636
1.454,10.678383830068052,1.9829887601131733,18.8158795495265
1.456,10.745216045042474,1.97685552230019,18.95422190370505
1.458,10.870223946103504,1.9772586260497869,19.446658993874333
1.46,10.926908450668316,1.96562601257902,19.6700499227744
1.462,11.020252205003814,1.9649195555068,19.9830318404873
1.464,11.155904117926315,1.96951576845564,20.7055425478854
1.466,11.302637443179755,1.9581349189478734,20.7924415053229
1.468,11.450325885123602,1.95238307116984,20.5712339113835
1.47,11.563472988641596,1.96084565359944,20.944569802585967
1.472,11.740198564100599,1.95666672822624,20.91296088281365
1.474,11.882757673272268,1.9683231507440968,20.994532190302767
1.476,11.984957072861508,1.95642623826381,20.384066363227
1.478,12.127490941753265,1.9628444903192765,19.75549487310057
1.48,12.284325494325804,1.94911055090322,19.37685640341405
1.482,12.42731364091781,1.9596555232461832,19.46533614402867
1.484,12.57157304715322,1.97221874664217,19.4607186826644
1.486,12.733266495004623,1.9600880083552081,18.80460196120812
1.488,12.925312486255283,1.9392451251449332,18.895608746191936
1.49,13.100651223415674,1.92430556555225,18.60729168352355
1.492,13.247198850710534,1.9530811518502167,19.555178335294933
1.494,13.431184356346069,1.95177704368567,20.3083920361045
1.497,13.64259846967029,1.9240049493128069,20.018831225651436
1.499,13.820775411391514,1.91823794479478,20.15350883981105
1.501,13.959195570249374,1.9230333137972069,20.4157178261076
1.503,14.12639721112679,1.91700358029617,20.4247789796787
1.505,14.351935295821342,1.9406625170486933,20.980545252947902
1.507,14.523904255250866,1.92639141385375,20.71927679546085
1.509,14.685419737446288,1.9348438589904269,20.489106235422966
1.511,14.859806316891312,1.93026134746608,19.8596586804054
1.513,15.105314507453492,1.9244233937130566,19.474512295808598
1.515,15.290246978007717,1.90738039852877,18.891588754350103
1.517,15.485784818975995,1.9092198947676666,18.46682042998877
1.519,15.719119217109906,1.91420733466979,18.3501857045577
1.521,16.002082138548744,1.9157135417607967,18.566484964151666
1.523,16.26593498703884,1.92436320314738,18.89571524911885
1.525,16.529771374817397,1.9284822897093334,19.200578629728966
1.527,16.799940959117208,1.9187906202117,19.4065397936838
1.529,17.072084068200734,1.9224328188492967,20.093033249897267
1.531,17.31670383238435,1.89412535515094,19.67383024821335
1.533,17.57201575345771,1.9047901010431634,20.247851876010333
1.535,17.86354629648101,1.93846118327303,21.2853709923287
1.537,18.19028620744482,1.8979247827814831,20.544746490596932
1.539,18.46265166831983,1.89122809268497,20.5975185338543
1.541,18.78190025676452,1.92601599422401,21.024303790593134
1.543,19.14768670896194,1.9280995082935,20.740726869941298
1.545,19.540920806470112,1.9218756868996234,20.36524164158263
1.547,19.882109794785823,1.93115073152048,20.1235396317833
1.549,20.289444857495045,1.90103895179087,19.076915270879734
1.551,20.730814742132388,1.90732054420738,18.84554448298265
1.553,21.19420831145548,1.8989915181134898,18.565787862300468
1.555,21.59711078492744,1.90055489397018,18.6130770903146
1.557,22.07113504880106,1.92752664096123,19.264239644927102
1.559,22.611401615306274,1.89181863578408,18.86072389404965
1.561,23.1266332410694,1.91359962499972,19.983734042387134
1.563,23.58012690820243,1.93528313476235,20.8802180586711
1.565,24.032390733576428,1.9102427530585366,20.544041165584833
1.567,24.526153703312378,1.89557380675436,20.58690739665125
1.569,25.029798203941763,1.9457177475750067,22.3395895579052
1.571,25.484231110362707,1.92901431054344,22.0732539491735
1.573,25.893422682489327,1.9128643563012233,21.30095980654927
1.575,26.27515225655564,1.90343510195238,20.93720196258695
1.577,26.64139067817341,1.9347471620022498,21.6413383627841
1.579,26.962991360566043,1.95752645868308,21.477735892756
1.581,27.241324402547903,1.9176889664121533,20.146826723405667
1.583,27.406898374956366,1.90774368517109,19.7767870351051
1.585,27.551311106772946,1.9319333869762165,19.986575997776868
1.587,27.639959476217243,1.93816518398091,19.88260964044095
1.589,27.682059728053755,1.92080356000404,19.4262716140128
