lambda_theta,sigma_theta_kPa,lambda_z,sigma_z_kPa
1.2543968618901855,1.1914980809656892,1.566,15.4594577797977
1.2560036269549586,1.2054320432708971,1.566,15.507808408192938
1.2576139779995523,1.2189849488333198,1.566,15.554365938184587
1.2592280896791883,1.2320922253443103,1.566,15.597613926213235
1.2608461366490897,1.2446893004952224,1.566,15.63603592871948
1.2624682935644798,1.25671160197741,1.566,15.668115502143909
1.2640947350805802,1.2680945574822269,1.566,15.692336202927121
1.265725708246419,1.2787755030931873,1.566,15.707491200479835
1.267362632718349,1.2887791008559617,1.566,15.71923450388308
1.2690051241071012,1.298222369356335,1.566,15.730082476193836
1.2706520210796386,1.3072221569908042,1.566,15.739893219843706
1.2723021623029234,1.315895312155865,1.566,15.748524837264297
1.2739543864439178,1.3243586832480119,1.566,15.75583543088721
1.2756075321695843,1.3327291186637418,1.566,15.76168310314405
1.2772604381468853,1.34112346679955,1.566,15.765925956466422
1.2789119430427833,1.3496585760519317,1.566,15.768422093285926
1.2805609512879386,1.3584446389623621,1.566,15.768956875694231
1.2822089447145846,1.3673313350041285,1.566,15.765063356113963
1.283856970309536,1.376213302342989,1.566,15.756414346101296
1.2855050114236115,1.3850929866045645,1.566,15.744135947150866
1.2871530514076295,1.3939728334144763,1.566,15.729354260757303
1.2888010736124091,1.4028552883983456,1.566,15.713195388415242
1.2904490613887687,1.4117427971817942,1.566,15.696785431619315
1.2920969980875274,1.4206378053904423,1.566,15.681250491864155
1.293744867059503,1.4295427586499119,1.566,15.667716670644399
1.2953926229699844,1.4384644467117613,1.566,15.65614576822543
1.2970401918061176,1.4474140834680391,1.566,15.643559214832159
1.2986876323737477,1.4563828613904555,1.566,15.630342079318558
1.3003350129218108,1.4653605463567478,1.566,15.61718686629217
1.301982401699243,1.474336904244653,1.566,15.604786080360547
1.303629866954979,1.4833017009319076,1.566,15.59383222613123
1.305277476937956,1.4922447022962484,1.566,15.585017808211772
1.3069252998971093,1.5011556742154124,1.566,15.579035331209713
1.3085734040813741,1.5100243825671362,1.566,15.576577299732602
1.310222290020805,1.5187898247614295,1.566,15.57971884112941
1.311872390855992,1.527401761565768,1.566,15.589867482145559
1.3135233022004884,1.5359102388036145,1.566,15.60544680287136
1.315174612205146,1.5443661882595874,1.566,15.624855004201082
1.3168259090208154,1.552820541718305,1.566,15.646490287029
1.318476780798348,1.5613242309643853,1.566,15.66875085224938
