lambda_z,sigma_z_kPa,lambda_theta,sigma_theta_kPa
1.466,11.998611150106743,1.95132000947981,4.500243634413675
1.468,12.08099726339468,1.9478595306245035,4.5996420689678565
1.47,12.177354276388446,1.9506916582421399,4.70502255681619
1.472,12.253882112154207,1.94906567370888,4.585690866174623
1.474,12.360160792569037,1.9444567784681,4.480114914560705
1.476,12.457167102110596,1.9496783164236369,4.625169949974897
1.478,12.564849475973654,1.94667360847642,4.45469304695016
1.48,12.645393888286627,1.9420979934686031,4.5180192637724765
1.482,12.735459220698324,1.94318954344216,4.45740039892733
1.484,12.817219048834351,1.9449334761397867,4.760414180715096
1.486,12.924039815882045,1.9494291514825899,4.6360555191234
1.488,13.020024798417802,1.94900982216039,4.530638783404069
1.49,13.116314482895842,1.95310751035887,4.591594744307045
1.492,13.185206002688536,1.94778008010326,4.61646311425505
1.494,13.273104567591048,1.937726928858365,4.62234267522899
1.497,13.376590450672342,1.9314163829668731,4.6520673102473
1.499,13.481204766599774,1.936139947192095,4.6945147034490144
1.501,13.551859453916602,1.9390262336444568,4.687162148542466
1.503,13.649539500455447,1.939127472689405,4.54526765738906
1.505,13.780862918134245,1.9423041020753367,4.55904387142628
1.507,13.899554349284033,1.939555773556555,4.58522736204433
1.509,13.977203425909597,1.9337310338054066,4.613868211714469
1.511,14.074884876358924,1.92377182769616,4.56643552504379
1.513,14.200545209918536,1.920890380089867,4.507715258153897
1.515,14.362380122806343,1.931276754472345,4.7044104404676546
1.517,14.481741388489672,1.9317667773736134,4.642676248281803
1.519,14.57619737733221,1.92433290770161,4.640007003585126
1.521,14.677382544696863,1.9174840482145366,4.4885992692926235
1.523,14.84397279294623,1.9146322659012451,4.685367250547605
1.525,14.981686584114364,1.9160908119789517,4.512630531980614
1.527,15.103680609418827,1.91006772405101,4.48358788547322
1.529,15.231775914318609,1.92022702961195,4.614593516099565
1.531,15.393124620800304,1.9128209732948864,4.530014093351967
1.533,15.53975144034215,1.905312005930145,4.382935770068585
1.535,15.682281814395449,1.8981231006555834,4.59086234838681
1.537,15.836487307094352,1.88899805440153,4.48640918158363
1.539,16.003471305623417,1.8914248981973965,4.475648949227103
1.541,16.16410647369674,1.88724953971401,4.5315501003706995
1.543,16.34485680779233,1.88261743288833,4.728289436826607
1.545,16.549109670841645,1.882941809853175,4.5274316035540405
1.547,16.74326849703012,1.8808359885262134,4.389134242181907
1.549,16.9506562985959,1.8798123049988749,4.52242059126395
1.551,17.1765478895053,1.8749129134012001,4.654834111969477
1.553,17.404945768134787,1.87283757656315,4.41269440527535
1.555,17.62755547691194,1.87404748099097,4.467628451266293
1.557,17.832558808397835,1.87147701959388,4.63768900723246
1.559,18.083356700237346,1.8658842922779166,4.481655658047196
1.561,18.348839369353946,1.861537064755645,4.415347503375955
1.563,18.646773027403924,1.8649459815333733,4.54012976101668
1.565,18.88487506099636,1.87683169866702,4.744104171491275
1.567,19.174031232614396,1.8733407821783266,4.605744762852113
1.569,19.496879412115344,1.852088327788025,4.56278782564418
1.571,19.78750848255709,1.8386577789506733,4.33693988239638
1.573,20.004886632340938,1.8430316712994501,4.494289087613925
1.575,20.22580369674807,1.8497710395958,4.438642177948516
1.577,20.419813258875088,1.8366116280306999,4.401873716671314
1.579,20.58991595492706,1.8334041977963231,4.3962609170897435
1.581,20.712454231046916,1.8462133841609298,4.56334078173594
1.583,20.827709940875064,1.8414994108314866,4.72337594450359
1.585,20.92438391509309,1.8607217273760002,4.38113343736162
1.587,20.972263650589586,1.86612551100791,4.6595595951825866
1.589,20.979203762600637,1.8673231087481148,4.707091826793739
