lambda_theta,sigma_theta_kPa,lambda_z,sigma_z_kPa
1.3721518483092137,0.918200416729963,1.417,8.71883677338956
1.3727067293762185,0.9722915532901156,1.417,8.71974714610449
1.373448742598615,1.0199669273617964,1.417,8.722302832183438
1.3743443801375346,1.0551236664753176,1.417,8.726240683527642
1.375360134154108,1.071658898160991,1.417,8.731297552038347
1.3765600846206363,1.0694878559878997,1.417,8.747359732545029
1.3780818622048852,1.0600067008455742,1.417,8.789390878506769
1.3798366475724992,1.0465407600879966,1.417,8.84662026229309
1.381728717876473,1.0320799688993798,1.417,8.907525712210987
1.383662350269801,1.0196142624639377,1.417,8.96058505656745
1.3855418219054763,1.0121335759658838,1.417,8.994276123669461
1.3873030669233344,1.0113084904718568,1.417,9.002589865582234
1.3890508452310553,1.0121319480649857,1.417,9.006934714834713
1.3908042386910442,1.0136847790438872,1.417,9.010935990579352
1.3925625870180076,1.015902708942286,1.417,9.014603157402039
1.3943252299266529,1.0187214632939072,1.417,9.017945679888658
1.396091507131686,1.022076767632475,1.417,9.020973022625096
1.3978607583478135,1.0259043474917144,1.417,9.023694650197246
1.3996323232897427,1.03013992840535,1.417,9.026120027190988
1.4014055416721796,1.0347192359071065,1.417,9.02825861819221
1.4031797532098318,1.0395779955307085,1.417,9.0301198877868
1.4049542976174048,1.0446519328098811,1.417,9.031713300560645
1.406728514609606,1.0498767732783485,1.417,9.033048321099631
1.4085017439011418,1.0551882424698358,1.417,9.034134413989648
1.4102733252067192,1.0605220659180674,1.417,9.034981043816579
1.4120425982410445,1.0658139691567683,1.417,9.035597675166315
1.4138089027188243,1.070999677719663,1.417,9.035993772624735
1.4155715783547653,1.0760149171404763,1.417,9.036178800777733
1.41733064025498,1.0808713448842069,1.417,9.036178793935516
1.4190886353294325,1.0858578222543744,1.417,9.036072719904741
1.4208459038320593,1.091005326962677,1.417,9.035873317698854
1.4226024684925531,1.0963086318126583,1.417,9.035584910888998
1.4243583520406082,1.1017625096078631,1.417,9.035211823046314
1.4261135772059164,1.1073617331518348,1.417,9.034758377741941
1.4278681667181718,1.1131010752481176,1.417,9.034228898547019
1.4296221433070673,1.1189753087002554,1.417,9.033627709032693
1.431375529702296,1.124979206311792,1.417,9.032959132770102
1.4331283486335515,1.1311075408862716,1.417,9.032227493330389
1.4348806228305266,1.1373550852272385,1.417,9.03143711428469
1.4366323750229149,1.143716612138236,1.417,9.030592319204152
1.4383836279404094,1.1501868944228089,1.417,9.029697431659914
1.4401344043127031,1.1567607048845003,1.417,9.028756775223117
1.4418847268694894,1.1634328163268548,1.417,9.0277746734649
1.4436346183404616,1.1701980015534164,1.417,9.02675544995641
1.4453841014553126,1.1770510333677289,1.417,9.025703428268782
1.4471331989437362,1.183986684573336,1.417,9.024622931973159
1.448881933535425,1.1909997279737823,1.417,9.023518284640684
1.4506303279600727,1.1980849363726112,1.417,9.022393809842496
1.4523784049473718,1.2052370825733674,1.417,9.021253831149737
