lambda_z,sigma_z_kPa,lambda_theta,sigma_theta_kPa
1.446,11.130978786669314,1.95028354048643,6.37936397808826
1.448,11.240863837116388,1.96139382555696,6.300041199215333
1.45,11.366807648650234,1.97661182142388,6.25769291531441
1.452,11.469847134009365,1.96175988800804,6.138864327174726
1.454,11.548575631184269,1.94767577381926,6.04689738988376
1.456,11.661713338488504,1.961493526096992,6.144824216454034
1.458,11.810851386162744,1.96731369677454,6.235518430152957
1.46,11.905226968178434,1.96149941737731,6.311516779232
1.462,11.986623024969843,1.9619073504252,6.301962054290976
1.464,12.067882444192662,1.95182994348823,6.422750157842035
1.466,12.197663634920254,1.9556461254617001,6.499758341609033
1.468,12.306263847429028,1.96142352271257,6.569687964285144
1.47,12.377536817914537,1.9508888832395,6.54503350334567
1.472,12.480887128929687,1.9643264258499,6.96101927767175
1.474,12.640817874818252,1.9634203372346797,6.874969685945203
1.476,12.775095573825736,1.95839035095589,6.9227455802625
1.478,12.868940911964865,1.97082806861782,6.965081955905833
1.48,12.97800968780471,1.94812785885843,6.87538684081295
1.482,13.091875613773583,1.96273405990529,7.030857883519467
1.484,13.21646374409291,1.94041385485566,6.880075066225761
1.486,13.341087121255962,1.96013055214026,7.023283349924147
1.488,13.438764014485093,1.96510500218997,6.94394005568036
1.49,13.585490671798146,1.96615472393764,7.28283728915138
1.492,13.679963695874248,1.95975255655207,7.08452763999534
1.494,13.783050052093742,1.9635465739725368,7.05971360226413
1.497,13.88555620945877,1.95864850656509,7.20243676284001
1.499,14.017828886168374,1.9595652548248566,6.894059499706137
1.501,14.1397512601091,1.93424466216805,6.549666681709574
1.503,14.243865000948798,1.9475981859904599,6.52674569177906
1.505,14.371812711154853,1.9579327046152,6.75411943255238
1.507,14.54604150255735,1.9351564201171698,6.244422177276896
1.509,14.690604000979755,1.93628488070719,6.29270134400617
1.511,14.817585359602889,1.9260654223756235,6.298115921001153
1.513,14.973634627423287,1.94151993646449,6.29719984028537
1.515,15.162188022247147,1.94439566679496,6.396128547376887
1.517,15.302860051334516,1.93202906480693,5.90955519476139
1.519,15.432281903431432,1.92914684611297,6.42502799335277
1.521,15.586958600493851,1.92940707511399,6.309031054331715
1.523,15.782848675349653,1.92835711240051,6.4523980672843875
1.525,15.96499707741459,1.92639025091252,6.5223579364047
1.527,16.137954063606333,1.93724338232336,6.636688895473154
1.529,16.332020061259424,1.92454973596289,6.4381743183549
1.531,16.564062114143695,1.9215335082299332,6.671994992064486
1.533,16.754054129749814,1.9254559123862,6.86969704335122
1.535,16.9590706664823,1.9382610753771734,6.950866797880347
1.537,17.166318907147534,1.91909515178669,6.65050820877069
1.539,17.39884390564178,1.91935036489337,7.0336700756017265
1.541,17.622221467619728,1.9166594425513,6.97010320637517
1.543,17.81355082957691,1.9171754615273569,6.9890005592271365
1.545,18.04999422449804,1.91657813156474,6.923751722251505
1.547,18.30586485200894,1.92258675057798,7.198544912151607
1.549,18.55956380467502,1.91590535154857,7.04384023275679
1.551,18.78853445720861,1.9207349435180268,6.898635324375573
1.553,19.089966864735498,1.91130414992627,7.030143275723325
1.555,19.40814262338261,1.91495699037319,7.080761663317894
1.557,19.690398431265038,1.91729971653461,6.94364676345992
1.559,19.969548737813728,1.9132318044470467,6.890008949950343
1.561,20.23845742660081,1.91269608918494,6.9120539493554
1.563,20.44985154109563,1.9057465385618,6.60531878097136
1.565,20.619263571127714,1.91632941264086,6.693353613169901
1.567,20.741863297313053,1.9112143275969666,6.606511809132506
1.569,20.836913509717732,1.90348163097491,6.49798188194611
1.571,20.914778082221655,1.9129062936613,6.404893422422954
1.573,20.987109042779956,1.90907059858126,6.446759235332027
1.575,21.014342435552887,1.89597533952789,6.6479339877696
1.577,21.025850550350988,1.89622135390741,6.48817914055181
