term_idx,term_name,w
0,I₁-3,0.02416080557
1,I₂-3,0.01554462464
4,<I₂-3>ln(1+<I₂-3>),0.01058333253
5,<I₄θ-1>,0.03011201964
6,<I₄z-1>,0.01951008639
7,<I₄D1-1>,0.0216926205
8,<I₄D2-1>,0.0216926205
13,(<I₄θ-1>)³,0.00582745967
35,<I₂-3>·<E_z>,0.01657035797
42,I₈D1D2,0.02015952762
