lambda_z,sigma_z_kpa
1.201,2.2388772761359905
1.2024411027568922,2.3213537040320107
1.203,2.2926017353983
1.2038822055137846,2.3749525226360184
1.205,2.395734877009437
1.2053233082706767,2.4395954684578602
1.206764411027569,2.5079090129633603
1.207,2.50644756176428
1.2082055137844612,2.576127742161025
1.209,2.635015393999293
1.2096466165413535,2.6357985772513857
1.211,2.778930696975202
1.2110877192982457,2.688595940158167
1.212528822055138,2.736165913726627
1.213,2.824778070446558
1.2139699248120301,2.7766892769482325
1.215,2.800746365657195
1.2154110275689223,2.807645300704893
1.2168521303258146,2.8297078275256577
1.217,2.814270196911633
1.2182932330827068,2.8441676633799142
1.219,2.856786284547482
1.2197343358395991,2.8574218084178
1.221,2.860409156593968
1.2211754385964912,2.870369667357989
1.2226165413533836,2.8838919751557848
1.223,2.8847796887551613
1.2240576441102757,2.8980725431600254
1.225,2.93451358386502
1.225498746867168,2.9130076068897193
1.2269398496240602,2.9322600620179373
1.227,2.929503652918021
1.2283809523809524,2.951301139813183
1.229,2.9233091115302847
1.2298220551378447,2.967771380220865
1.231,2.9660953295082098
1.2312631578947368,2.9811177241299327
1.2327042606516292,2.99472943960734
1.233,3.042718882981477
1.2341453634085213,3.0106003055677615
1.235,3.0273486342276605
1.2355864661654137,3.029085698327644
1.237,3.0307270816646446
1.2370275689223058,3.0503572415544795
1.2384686716791982,3.071009579931687
1.239,3.064829458893628
1.2399097744360903,3.0878175991937784
1.241,3.081674650359037
1.2413508771929824,3.1060494369840272
1.2427919799498748,3.130388395870869
1.243,3.1382206684940677
1.244233082706767,3.160349147437363
1.245,3.1768681213987118
1.2456741854636593,3.1925029435852093
1.247,3.194052220928598
1.2471152882205514,3.224940335020822
1.2485563909774438,3.257708681698108
1.249,3.2625924741302117
1.2499974937343359,3.2897642136858627
1.251,3.3392876015486843
1.2514385964912282,3.3231587327013044
1.2528796992481204,3.3566944900187092
1.253,3.3660376708203885
1.2543208020050125,3.3900545951370784
1.255,3.397037705065188
1.2557619047619049,3.419505148214605
1.257,3.459516376272711
1.257203007518797,3.445193457249692
1.2586441102756893,3.4670434234952445
1.259,3.4898868403545507
1.2600852130325815,3.4854318773996917
1.261,3.5052889195820156
1.2615263157894738,3.498882583002611
1.262967418546366,3.507982303846569
1.263,3.5324817001323394
1.2644085213032583,3.514746129283502
1.265,3.5457180507166015
1.2658496240601504,3.5212720206750765
1.267,3.5085408514821577
1.2672907268170426,3.527506515883941
1.268731829573935,3.5351053608768557
1.269,3.501837812853582
1.270172932330827,3.5435418110461248
1.271,3.5387294698774
1.2716140350877194,3.553088659866655
1.273,3.5533414197363244
1.2730551378446116,3.5637407940031145
1.274496240601504,3.5800242158215596
1.275,3.590090990140915
1.275937343358396,3.6016362080833764
1.277,3.628232341856669
1.2773784461152884,3.6265156312416806
1.2788195488721805,3.650716117111833
1.279,3.6255521111373876
1.2802606516290727,3.675038982696217
1.281,3.6708701982433185
1.281701754385965,3.6981238582084552
1.283,3.7460370197312147
1.2831428571428571,3.720749307626554
1.2845839598997495,3.7459810374492983
1.285,3.764955362217818
1.2860250626566416,3.7737468224300725
1.287,3.781159237708552
1.287466165413534,3.799066892511399
1.2889072681704261,3.8232266907857633
1.289,3.813075639421437
1.2903483709273185,3.845538043434487
1.291,3.874980132528584
1.2917894736842106,3.8690510521326678
1.293,3.8767683333969454
1.2932305764411027,3.8922643711326157
1.294671679197995,3.915365586086763
1.295,3.9221291570408803
1.2961127819548872,3.9410055035549076
1.297,3.968969145040332
1.2975538847117796,3.967948106880895
1.2989949874686717,3.994302758060321
1.299,3.982213420719939
1.300436090225564,4.021139452269123
1.301,4.0021229119524
1.3018771929824562,4.046164872916336
1.303,4.093852217418461
1.3033182957393485,4.070149325967138
1.3047593984962407,4.092967737886691
1.305,4.115479659444174
1.3062005012531328,4.11680806421214
1.307,4.128888209333891
1.3076416040100252,4.141906694534253
1.309,4.1632498478538285
1.3090827067669173,4.166050751096165
1.3105238095238096,4.185062064353319
1.311,4.182613036153578
1.3119649122807018,4.2024137802455614
1.313,4.21190093745741
1.3134060150375941,4.218492113751699
1.3148471177944863,4.235263630713248
1.315,4.263603796056841
1.3162882205513786,4.251121235753547
1.317,4.271043829513485
1.3177293233082708,4.267169409552278
1.319,4.265557854902853
1.3191704260651629,4.283351348376335
1.3206115288220552,4.295192627381341
1.321,4.296953246994481
1.3220526315789474,4.302918115121035
1.323,4.3156032281827645
1.3234937343358397,4.310935684333275
1.3249348370927319,4.319914689117545
1.325,4.343282442427654
1.3263759398496242,4.33161955829832
1.327,4.322476409532968
1.3278170426065163,4.344466449916667
1.329,4.338888167256804
1.3292581453634087,4.360049412061246
1.3306992481203008,4.376253071676181
1.331,4.351795264940816
1.332140350877193,4.392023149954799
1.333,4.3899970317721735
1.3335814536340853,4.412315362415241
1.335,4.446683021324606
1.3350225563909774,4.4406594620155575
1.3364636591478698,4.472735051390452
1.337,4.476179277546391
1.337904761904762,4.50712799417072
1.339,4.494155366748372
1.339345864661654,4.541181225644028
1.3407869674185464,4.5766025863561115
1.341,4.5950217741670905
1.3422280701754388,4.612194770560185
1.343,4.6507395203661375
1.343669172932331,4.648890127901109
1.345,4.676596252562364
1.345110275689223,4.684821215153056
1.3465513784461154,4.7201065773624595
1.347,4.739344530461847
1.3479924812030075,4.7521581160823425
1.349,4.795770411694491
1.3494335839598999,4.785370099207491
1.350874686716792,4.816439697961438
1.351,4.808487940832479
1.3523157894736841,4.846780790062126
1.353,4.839919638913617
1.3537568922305765,4.874826030143384
1.355,4.926648150131763
1.3551979949874688,4.902759338966321
1.356639097744361,4.929990713311603
1.357,4.94174068712606
1.358080200501253,4.959953505578554
1.359,4.9628204757870495
1.3595213032581455,4.99182294348758
1.3609624060150376,5.022384167760756
1.361,5.019816476508577
1.36240350877193,5.0489221363429
1.363,5.053722018235433
1.363844611528822,5.077054162738879
1.365,5.10968671804785
1.3652857142857142,5.107848077986311
1.3667268170426066,5.1419184743143855
1.367,5.153821106971975
1.3681679197994987,5.176954508601079
1.369,5.17636183920592
1.369609022556391,5.214367428698229
1.371,5.2283915054158605
1.3710501253132832,5.2527996072137055
1.3724912280701755,5.293003874515055
1.373,5.303388266650329
1.3739323308270677,5.334709606395783
1.375,5.369204314239296
1.37537343358396,5.37796846288059
1.3768145363408522,5.421689415896087
1.377,5.428769421592684
1.3782556390977443,5.4659245147768125
1.379,5.506913874021556
1.3796967418546366,5.5094555583379865
1.381,5.553503405924772
1.3811378446115288,5.552643417024454
1.3825789473684211,5.592643150326021
1.383,5.5942782046623485
1.3840200501253133,5.629632479726919
1.385,5.661154935343835
1.3854611528822056,5.662505725464359
1.3869022556390977,5.6931281256886095
1.387,5.725925645715221
1.38834335839599,5.720673682642241
1.389,5.747361584240826
1.3897844611528822,5.746466777416981
1.391,5.769767335103071
1.3912255639097744,5.771560823740117
1.3926666666666667,5.795391070978227
1.393,5.804541630346101
1.3941077694235589,5.816530262746305
1.395,5.803967650444122
1.3955488721804512,5.8378350824599075
1.3969899749373433,5.8617605172818665
1.397,5.854486658436907
1.3984310776942357,5.8904838519701785
1.399,5.904903350808482
1.3998721804511278,5.922080334205798
1.401,5.923499353421763
1.4013132832080202,5.956570933802404
1.4027543859649123,5.990195109823324
1.403,5.978195829285775
1.4041954887218044,6.023166813256363
1.405,6.068541191855033
1.4056365914786968,6.056737198408025
1.407,6.114325853527336
1.407077694235589,6.092101031383796
1.4085187969924813,6.125644492243171
1.409,6.122389630544277
1.4099598997493734,6.155675234429058
1.411,6.181956539897896
1.4114010025062658,6.180979861470697
1.412842105263158,6.203454357137127
1.413,6.235515740507495
1.4142832080200503,6.223677676738519
1.415,6.233088237539952
1.4157243107769424,6.246205026885362
1.417,6.257020396562556
1.4171654135338345,6.272752030932997
1.4186065162907269,6.298532387854088
1.419,6.292331982497748
1.420047619047619,6.322955603543879
1.421,6.300573531651661
1.4214887218045114,6.349996434865631
1.4229298245614035,6.381757405844506
1.423,6.393150098234594
1.4243709273182958,6.415660466199405
1.425,6.439204094490773
1.425812030075188,6.450713875224053
1.427,6.468494214759356
1.4272531328320803,6.488807892189764
1.4286942355889725,6.529662436709011
1.429,6.538271903674645
1.4301353383458646,6.5687201294278275
1.431,6.5854764102202505
1.431576441102757,6.608963781953867
1.433,6.6388695028317
1.433017543859649,6.649706782166802
1.4344586466165414,6.690791327637727
1.435,6.710191812486744
1.4358997493734336,6.731223423183379
1.437,6.779609409336353
1.437340852130326,6.774517468360689
1.438781954887218,6.822015843161956
1.439,6.822454395622636
1.4402230576441104,6.872781751578732
1.441,6.862734165753223
1.4416641604010025,6.924666539615145
1.443,6.949336229989099
1.4431052631578947,6.976714229913439
1.444546365914787,7.028118701858225
1.445,7.051530075933655
1.4459874686716792,7.080664370893507
1.447,7.142385083754756
1.4474285714285715,7.134857417371293
1.4488696741854636,7.189411081600708
1.449,7.2145529101883845
1.450310776942356,7.24029149419289
1.451,7.267954290613751
1.4517518796992481,7.284546141901501
1.453,7.32844284061901
1.4531929824561405,7.320765679369168
1.4546340852130326,7.353820854700631
1.455,7.394575418801928
1.4560751879699247,7.3871727621276975
1.457,7.4281754003732345
1.457516290726817,7.423158602391647
1.4589573934837092,7.458866965339954
1.459,7.422237656802818
1.4603984962406016,7.492664491573252
1.461,7.469586427875164
1.4618395989974937,7.524654357873094
1.463,7.565896651912751
1.463280701754386,7.557896684410226
1.4647218045112782,7.594320065108524
1.465,7.619529873717283
1.4661629072681706,7.636217477566804
1.467,7.653018213189713
1.4676040100250627,7.6767281706204455
1.4690451127819548,7.714548639132412
1.47,7.739274520841034
1.4704862155388472,7.749866816532128
1.4719273182957393,7.786301313265819
1.472,7.801709813966617
1.4733684210526317,7.819920372329163
1.474,7.828357488605638
1.4748095238095238,7.851345685207735
1.476,7.882819480688011
1.4762506265664161,7.883275659014282
1.4776917293233083,7.913402089917984
1.478,7.950396016330126
1.4791328320802006,7.939559858336194
1.48,7.934819666558212
1.4805739348370928,7.964539629800334
1.482,7.998913774571967
1.482015037593985,7.991223632236551
1.4834561403508773,8.020113547277711
1.484,8.035554650887757
1.4848972431077694,8.048901774941529
1.486,8.034007973278454
1.4863383458646617,8.080909781089881
1.4877794486215539,8.116822350148286
1.488,8.097566624222987
1.4892205513784462,8.15542686898591
1.49,8.18560934054517
1.4906616541353384,8.199441585444502
1.492,8.226309736279823
1.4921027568922307,8.249192771215503
1.4935438596491228,8.302531502368288
1.494,8.291232700686939
1.494984962406015,8.356787660185608
1.496,8.403718696895481
1.4964260651629073,8.411762650457948
1.4978671679197995,8.46922302199479
1.498,8.488234665900904
1.4993082706766918,8.52839082650117
1.5,8.54414708793939
1.500749373433584,8.588574699006756
1.502,8.636800446184205
1.5021904761904763,8.650842113410286
1.5036315789473684,8.711434119656497
1.504,8.734150354865609
1.5050726817042608,8.769560925586806
1.506,8.786365775132092
1.506513784461153,8.826140777843124
1.507954887218045,8.881829336472862
1.508,8.909821381989639
1.5093959899749374,8.9337054045641
1.51,8.991813412305719
1.5108370927318295,8.980622560255977
1.512,9.025141359021738
1.5122781954887219,9.024687948129209
1.513719298245614,9.067067728184306
1.514,9.089026422972557
1.5151604010025064,9.103409394158097
1.516,9.130270882181984
1.5166015037593985,9.136589426141441
1.518,9.157539193867116
1.5180426065162909,9.169097461718378
1.519483709273183,9.202633528794152
1.52,9.214099314831572
1.5209248120300751,9.23609815537376
1.522,9.25737805112552
1.5223659147869675,9.271654345498346
1.5238070175438596,9.308514888916868
1.524,9.302709069070742
1.525248120300752,9.347788789276944
1.526,9.355817991194534
1.526689223057644,9.388935771993005
1.528,9.42959308025314
1.5281303258145364,9.435931073989423
1.5295714285714286,9.485820712507746
1.53,9.481295956769054
1.531012531328321,9.538867647189287
1.532,9.542357287577746
1.532453634085213,9.594886009227734
1.5338947368421052,9.651890686457639
1.534,9.663442274851956
1.5353358395989976,9.707346600806774
1.536,9.74015233474858
1.5367769423558897,9.762944794518171
1.538,9.831806755684491
1.538218045112782,9.819241083178028
1.5396591478696742,9.873419380526986
1.54,9.90711900235112
1.5411002506265665,9.921584869148873
1.542,9.952465791873065
1.5425413533834587,9.966788453164972
1.543982456140351,10.009202001020423
1.544,10.019463509178765
1.5454235588972431,10.049501218859993
1.546,10.072798279283047
1.5468646616541353,10.089022959380856
1.548,10.113879085894242
1.5483057644110276,10.129507751533398
1.5497468671679198,10.168911721828815
1.55,10.163797340949833
1.5511879699248121,10.207860941986453
1.552,10.229309283865515
1.5526290726817042,10.248080948520547
1.554,10.295025738947954
1.5540701754385964,10.289556933774875
1.5555112781954887,10.333151712575582
1.556,10.335005811641096
1.556952380952381,10.379617326018717
1.558,10.407273068972891
1.5583934837092732,10.42929531662484
1.5598345864661654,10.483006078531082
1.56,10.468943181274735
1.5612756892230577,10.537333392401806
1.562,10.539368682944303
1.5627167919799498,10.593489298943036
1.564,10.640656658735933
1.5641578947368422,10.650970562642552
1.5655989974937343,10.709790334887952
1.566,10.756628942575635
1.5670401002506265,10.769509001211569
1.568,10.811903288985407
1.5684812030075188,10.828678882986182
1.5699223057644112,10.886177404828716
1.57,10.889775266502028
1.5713634085213033,10.94234568828691
1.572,10.976336035379989
1.5728045112781954,10.995952536103381
1.574,11.038422442072502
1.5742456140350878,11.049488008707964
1.57568671679198,11.102891572586195
1.576,11.103322657771143
1.5771278195488723,11.155237428192248
1.578,11.195543543212366
1.5785689223057644,11.206330249169168
1.58,11.266886998258343
1.5800100250626565,11.258193498355716
1.5814511278195489,11.310288182954473
1.582,11.328059391102608
1.5828922305764412,11.361729466269033
1.584,11.3948660546655
1.5843333333333334,11.410618288206923
1.5857744360902255,11.4618628802977
1.586,11.477386728134753
1.5872155388471179,11.5169064867555
1.588,11.53967692534935
1.58865664160401,11.576130169235649
1.59,11.589784040904423
1.5900977443609023,11.637733143635804
1.5915388471177945,11.700483956117662
1.592,11.703187473368803
1.5929799498746866,11.762655123958222
1.594,11.824415330179976
1.594421052631579,11.825107008098291
1.5958621553884713,11.889416710667568
1.596,11.918794462059607
1.5973032581453634,11.955920809474055
1.598,12.002557376897357
1.5987443609022556,12.019869329369962
1.6,12.069898417658685
1.600185463659148,12.080692736753853
1.60162656641604,12.140040408944625
1.602,12.149842327158114
1.6030676691729324,12.199177441234717
1.604,12.232303968153094
1.6045087719298246,12.258253992452756
1.6059498746867167,12.316326388826125
1.606,12.311993995153607
1.607390977443609,12.37312057817834
1.608,12.407494718002148
1.6088320802005014,12.42891516756274
1.61,12.496496252375342
1.6102731829573935,12.485430125141542
1.6117142857142857,12.541082422596332
1.612,12.559234581656373
1.613155388471178,12.59965862559973
1.614,12.609823428425194
1.6145964912280701,12.661968477899368
1.616,12.701168720997519
1.6160375939849625,12.728169131065178
1.6174786967418546,12.793336664700162
1.618,12.771876861728954
1.6189197994987468,12.859581515832616
1.62,12.913876757923159
1.6203609022556391,12.929491768184711
1.6218020050125315,13.005922376518832
1.622,13.054222700331753
1.6232431077694236,13.091495209520888
1.624,13.114315440228665
1.6246842105263157,13.19201509891991
1.626,13.208322129439455
1.626125313283208,13.308845290619374
1.6275664160401002,13.435937909372203
1.628,13.357222681885027
1.6290075187969926,13.572444958891937
1.63,13.586361109605125
1.6304486215538847,13.722754321891315
1.6318897243107768,13.882874722563038
1.632,13.90629475533939
1.6333308270676692,14.048197904146813
1.634,14.171905756566293
1.6347719298245615,14.215089038486525
1.636,14.423188942687288
1.6362130325814537,14.381186006502029
1.6376541353383458,14.5403249241016
1.638,14.621927562106801
1.6390952380952382,14.685304123998748
1.64,14.77464834583312
1.6405363408521303,14.817024700232116
1.6419774436090226,14.930172100122952
1.642,14.969726156226365
1.6434185463659148,15.028040448172174
1.644,15.139829551248967
1.644859649122807,15.114976834894478
1.646,15.264618956826702
1.6463007518796993,15.194400281872369
1.6477418546365916,15.270840328278895
1.648,15.290568184932392
1.6491829573934838,15.339266919845272
1.65,15.349073742196389
1.6506240601503759,15.399955133146316
1.652,15.416096024317726
1.6520651629072682,15.454609348711886
1.6535062656641604,15.505272968460837
1.654,15.547317018136562
1.6549473684210527,15.557631869671006
1.656,15.62341906187158
1.6563884711779449,15.608964425260773
1.657829573934837,15.657335457635266
1.658,15.691124421910281
1.6592706766917293,15.710393748827462
1.66,15.743646440200138
1.6607117794486217,15.766857226519265
1.662,15.785239434189227
1.6621528822055138,15.83040154379448
1.663593984962406,15.89918540489666
1.664,15.810442391031273
1.6650350877192983,15.976410837979747
1.666,15.979420581210988
1.6664761904761904,16.06587177378459
1.6679172932330828,16.170009254024492
1.668,16.162849621562646
1.669358395989975,16.287449155788956
1.67,16.299444519364098
1.670799498746867,16.422633607132074
1.672,16.501919936768346
1.6722406015037594,16.57322874210237
1.6736817042606518,16.731595289025005
1.674,16.73236038850373
1.675122807017544,16.88509774507376
1.676,16.931441266398267
1.676563909774436,17.031974775307106
1.678,17.252573479709387
1.6780050125313284,17.176663148549295
1.6794461152882205,17.320583195870405
1.68,17.523395047583676
1.6808872180451129,17.459153819358704
1.682,17.55358214093334
1.682328320802005,17.590279662821622
1.6837694235588971,17.713526320448263
1.684,17.69938912785277
1.6852105263157895,17.82555537770245
1.686,17.90679212731746
1.6866516290726818,17.92995893849266
1.688,18.017375792506687
1.688092731829574,18.034500818371498
1.689533834586466,18.14507156497577
1.69,18.165801431779578
1.6909749373433585,18.257547113791556
1.692,18.362147001402494
1.6924160401002506,18.36987321560143
1.693857142857143,18.47973826660234
1.694,18.486549097472867
1.695298245614035,18.586105421393114
1.696,18.619198105348918
1.6967393483709272,18.68465923575423
1.698,18.82386788418443
1.6981804511278196,18.77342085806163
1.699621553884712,18.861890903881342
1.7,18.956752111785487
1.701062656641604,18.953586259103883
1.702,19.00344633720041
1.7025037593984962,19.048020981398267
1.7039448621553883,19.145704240889437
1.704,19.061982114867003
1.7053859649122807,19.24089667602614
1.706,19.238427316458598
1.706827067669173,19.339190560531424
1.708,19.394385810342463
1.7082681704260652,19.447945646072412
1.7097092731829573,19.574470021990344
1.71,19.604560247053893
1.7111503759398496,19.718610879520064
1.712,19.757604316703627
1.712591478696742,19.870175058107947
1.714,19.955914065112626
1.7140325814536341,20.025530927278666
1.7154736842105263,20.190807438011614
1.716,20.22869384790106
1.7169147869674184,20.363274489142338
1.718,20.5106003923084
1.7183558897243107,20.545650797093778
1.719796992481203,20.72984384849394
1.72,20.72264786906939
1.7212380952380952,20.917930907184566
1.722,21.02538358151485
1.7226791979949874,21.108241675057272
1.724,21.322288030453972
1.7241203007518797,21.30538182670775
1.725561403508772,21.510462049693523
1.726,21.516602624687852
1.7270025062656642,21.724815772205577
1.728,21.7889974300661
1.7284436090225563,21.943116130270514
1.7298847117794485,22.184957505909285
1.73,22.152872695085744
1.7313258145363408,22.443909859244748
1.732,22.516698036423175
1.7327669172932332,22.721808457882034
1.734,22.81297436294483
1.7342080200501253,23.008614760884058
1.7356491228070174,23.307379772874903
1.736,23.406999320268547
1.7370902255639098,23.60791938610621
1.738,23.879466660283498
1.7385313283208021,23.905898159437243
1.7399724310776943,24.201355912694346
1.74,24.239359023570007
1.7414135338345864,24.498096539447364
1.742,24.69103931862432
1.7428546365914785,24.776944124320202
1.744,25.032037190919215
1.744295739348371,25.045345694317888
1.7457368421052633,25.305814792340566
1.746,25.328426071900886
1.7471779448621554,25.568503209235246
1.748,25.69686179328625
1.7486190476190475,25.830694499518337
1.75,26.070180040506052
1.7500601503759399,26.103378546516204
1.7515012531328322,26.38444165398453
1.752,26.402061452188885
1.7529423558897244,26.672348872265225
1.754,26.819170112038776
1.7543834586466165,26.960289464407047
1.7558245614035086,27.260325635336876
1.756,27.33627001155321
1.757265664160401,27.568828532660085
1.758,27.761599387647127
1.7587067669172933,27.895457509693188
