model,r2_circumferential,r2_axial,mse_circumferential,mse_axial,loss,aic,bic
"a: NeoHookean+4Fib (no rec, no disp)",0.7832444868995456,0.9624192695338053,14.05137035923884,3.0284882520327057,17.079858611271547,11779.633930695307,12083.132171740262
"b: Quad+4Fib (no rec, no disp)",0.7865129512648281,0.9587481071249587,13.83948922807114,3.3243332792201583,17.163822507291297,11803.82335200599,12119.967353094484
"c: Quad+4Fib (rec, no disp)",0.7896872701894143,0.9606753329463856,13.633711159455048,3.169025474214729,16.802736633669777,11716.28745887511,12032.431459963604
"d: Quad+4Fib (no rec, disp)",0.7858159157225522,0.9594106261876771,13.884675181673778,3.270943385694929,17.15561856736871,11805.8550436509,12134.644804782934
"e: Quad+4Fib (rec, disp)",0.7899991109535276,0.9606570793446111,13.613495802498326,3.170496462613457,16.78399226511178,11715.692157344094,12044.481918476129
f: Combined Eq (Quad+4Fib+rec+disp+cross),0.8575538061476611,0.9682598052439978,9.234202154551562,2.5578216746545324,11.792023829206094,10278.381957637195,10657.754758943389
g: Combined Eq (Quad+4Fib+no rec+no disp+cross),0.8873762773914784,0.9718123650185997,7.30093373392125,2.2715343830409798,9.57246811696223,9415.854550311993,9782.581591574648
