term_idx,term_name,w
0,I₁-3,0.01521845346
1,I₂-3,0.01522927018
2,<E_θ>,0.01510642388
3,<E_z>,0.01539311647
4,<I₂-3>ln(1+<I₂-3>),0.01522274047
5,<I₄θ-1>,0.01510642559
6,<I₄z-1>,0.01539310768
7,<I₄D1-1>,0.01525525489
8,<I₄D2-1>,0.01525525489
13,(<I₄θ-1>)³,0.01511938477
22,exp(<I₄z-1>)-1,0.01548736464
35,<I₂-3>·<E_z>,0.01526682037
42,I₈D1D2,0.01969936279
