lambda_z,sigma_z_kPa,lambda_theta,sigma_theta_kPa
1.387,9.088086497363959,1.40939346401997,5.021197091407005
1.389,9.17213252600143,1.4292394392359633,5.158956056451263
1.391,9.261940785695485,1.40811638013517,5.14049711871476
1.393,9.333730010805027,1.4061088085695033,5.224390070890746
1.397,9.420732083906767,1.40833155554854,5.100424750722495
1.399,9.503684608451124,1.4058855996296,5.290971064065494
1.401,9.60414625794232,1.40672197631467,5.07265549376101
1.403,9.689653912464449,1.4274950020001735,5.1886884309829
1.405,9.75228898123819,1.47049326539585,5.47256211735268
1.407,9.809747038440682,1.40545331589814,5.14464203668449
1.409,9.892779974783224,1.4056311332637,5.21845215916884
1.413,9.991737453404175,1.4128703119148536,5.212875977721754
1.415,10.07806891734155,1.4133731441705,5.225717490065805
1.417,10.181632209045544,1.44381307858671,5.480654626693074
1.419,10.28928394993104,1.40782332667228,5.26452986593032
1.421,10.389151060890095,1.4480560331983032,5.46420293124011
1.423,10.467685502319531,1.40686051889703,5.28989233424679
1.425,10.576051290979525,1.4300340186325267,5.4544820333081505
1.429,10.681749537772586,1.40639638323123,5.14697828459846
1.431,10.783996677373683,1.40766024307968,5.193423747952786
1.433,10.883802710216628,1.41001495236244,5.21615087594206
1.435,10.982284356893588,1.4235589662262436,5.310647925010779
1.437,11.067537709484451,1.45996644146505,5.63481331034201
1.439,11.158007010062526,1.4068687723043631,5.284898344544117
1.441,11.24546555361197,1.41085748086893,5.41403057328561
1.443,11.333183240685686,1.4596731822042635,5.797814881662364
1.446,11.403346075404208,1.40800557144863,5.1209700384959
1.448,11.473479507084122,1.4071914040081068,5.08106980811749
1.45,11.588613054627004,1.40604973259453,5.25659826066821
1.452,11.684879645366504,1.4029434567512469,5.407691279342333
1.454,11.80272945579514,1.39983693239004,5.223784486129925
1.456,11.910166099072292,1.4041483900652034,5.253697292493173
1.458,11.9788191967021,1.39787831806725,5.19083414758551
1.46,12.063863691942899,1.4004448583992801,5.489463948914633
1.464,12.126878045622501,1.39870254315557,5.418140612378585
1.466,12.219363855308364,1.3989213413993398,5.402666870019247
1.468,12.303611392881509,1.40246614629695,5.52643326218385
1.47,12.405308842863901,1.4013211028078734,5.431924452038037
1.472,12.527446957050687,1.40246500438641,5.4794460564655445
1.474,12.595104187673805,1.3962493892090302,5.23869204421858
1.476,12.669523802525573,1.39608485746291,5.25437456182532
1.478,12.778738374347617,1.3988077013539832,5.349805808241286
1.482,12.897791922858657,1.40588513921973,5.32423597536996
1.484,12.973851760609364,1.3967307380328167,5.234321776102637
1.486,13.053311327957463,1.39656407413186,5.20109945245793
1.488,13.171006209991706,1.3995021130049767,5.293966006676273
1.49,13.236719334433833,1.39770045437249,5.29037738426055
1.492,13.349139220788436,1.3963885620814598,5.37767252251643
1.494,13.481232969726998,1.42851383268163,5.591230929519661
1.496,13.557380865077553,1.39409064508075,5.39763689441775
1.5,13.689858374895554,1.38492391221052,5.15775690060179
1.502,13.805646593745449,1.39439979386524,5.4687112552961965
1.504,13.918758808520813,1.39390297433435,5.3985435960468795
1.506,14.055446562362492,1.39356917501837,5.365977612835416
1.508,14.16293631641275,1.38588137086843,5.25641741072316
1.51,14.292066965917623,1.3850569488449,5.23241940294901
1.512,14.414698548561088,1.38652067303887,5.356124248820866
1.516,14.526774954332994,1.38503365793842,5.282022897064866
1.518,14.66370302435217,1.38780263344565,5.4184194032912
1.52,14.765305540312314,1.38615977885682,5.46432603383138
1.522,14.883825567571519,1.38794696748777,5.380046841954585
1.524,15.045720092479858,1.38728362372518,5.49352274899253
1.526,15.18189817931762,1.3859667087442,5.36562705332346
1.528,15.280269753087966,1.3867724925094198,5.5444771884790205
1.53,15.436294482521776,1.38496513930217,5.56721166825298
1.534,15.57948988463348,1.38298249881144,5.573476875074573
1.536,15.710903634366177,1.38313383180061,5.27099949110267
1.538,15.847975683123842,1.38605982308529,5.53923058419108
1.54,16.001585193206715,1.38359845711198,5.6492848566276
1.542,16.11913696723865,1.3896224501648498,5.750484513130253
1.544,16.2587333541591,1.38504043290021,5.62309608155908
1.546,16.41208476086284,1.38159918453558,5.472621443919029
1.548,16.554758760105635,1.37766700447562,5.50135071414757
1.552,16.687262723991413,1.37192246676217,5.5640951560764265
1.554,16.811589948252287,1.37517460371102,5.347892444411684
1.556,16.95972625845495,1.37091350036843,5.45326206304222
1.558,17.117473583724557,1.37677661857365,5.46422309387152
1.56,17.2596744178884,1.37022999085739,5.560979822324444
1.562,17.445905591567325,1.36988775573341,5.5390200085428045
1.564,17.59375283434791,1.36872860268966,5.239555619156341
1.568,17.747850410398186,1.37571447401577,5.3958745445734
1.57,17.93076612666284,1.3691687356675797,5.515693210224939
1.572,18.09006117660592,1.36735544021315,5.52534376813472
1.573,18.24074876959079,1.3677549029458398,5.4195384026482
1.575,18.39899038216673,1.3674106356098,5.97961678149054
1.577,18.56265266971311,1.36608651127648,5.665738953917674
1.579,18.718928967515335,1.3659049422708,5.453619878503375
1.581,18.89126401525123,1.3604976763542502,5.394838622366064
1.585,19.0906734597676,1.39793753047885,5.82823441200252
1.587,19.25117941357321,1.3596246841204398,5.54484836404929
1.589,19.439035110343152,1.36368654722596,5.44457065312978
1.591,19.630721993142146,1.3540320708529403,5.345809142758147
1.593,19.816643901229316,1.37945897634763,5.843493539334645
1.595,20.005810213518988,1.35219539476818,5.563676492502986
1.597,20.20854590436516,1.35233864135626,5.44861927722659
1.601,20.420475315217537,1.3540938169910202,5.375376883698067
1.603,20.617331393151563,1.35831674269015,5.574573644246035
1.605,20.814947160612448,1.3511113196346,5.5453174962894565
1.607,21.033437999299608,1.35141615296047,5.70759064313499
1.609,21.23530874606423,1.34436949840041,5.280363951309083
1.611,21.47772480245821,1.34418428745912,5.50227325503049
1.613,21.70536313958433,1.3459593846128197,5.588516793165163
1.615,21.971257914502388,1.34201539888756,5.35912682581988
1.619,22.218562664835908,1.34000886821206,5.4040106874023595
1.621,22.48533903907894,1.33965893958942,5.50799012417724
1.623,22.767879111540203,1.3345682091118103,5.665346654555646
1.625,23.03304109952952,1.33340041984258,5.46689850343984
1.627,23.309722945209227,1.3348483972964302,5.596192390531717
1.629,23.617501473504053,1.32762897421082,5.3603942976022445
1.631,23.91636062564922,1.32842336532841,5.478089422404274
1.635,24.199794766316995,1.31953876439269,5.61326567506752
1.637,24.432681843533675,1.32115200629229,5.50671969128527
1.639,24.644352887162878,1.32538181343756,5.671982614529741
1.641,24.82809176019523,1.31439080322206,5.391083268933749
1.643,24.995751487390137,1.32189642447522,5.56898639997859
1.645,25.12321321855168,1.31286810315543,5.526520674112443
1.647,25.240703378622637,1.30399448427845,5.28111463068826
1.649,25.315325734058362,1.30151069531483,5.26944998779053
1.653,25.377596254911452,1.29867390530162,5.352987152022836
1.655,25.39671098529842,1.29979732372841,5.50876214767315
