lambda_z,sigma_z_kPa,lambda_theta,sigma_theta_kPa
1.23,4.533631904010391,1.42737746012598,4.5585476368342075
1.232,4.526763868272077,1.4620268370628,4.84027660748979
1.234,4.526621714246408,1.52445155658337,5.48092717405581
1.236,4.55910028765803,1.428178191154937,4.66806598393217
1.238,4.6041239557215246,1.43392451372359,4.79090050871002
1.24,4.671393073389072,1.4273116026972765,4.687606219154159
1.242,4.706320795295687,1.42908382709046,4.561212724602
1.244,4.7281600438032285,1.4243988774785867,4.59145817840665
1.246,4.77199572453937,1.43003190211938,4.659503941552154
1.25,4.823905874230755,1.47169367851774,5.056346894092973
1.252,4.879043742372076,1.4259074270181,4.61377131194438
1.254,4.962150483339759,1.4275068299970168,4.6505684065959025
1.256,5.010296115345276,1.42023165807161,4.591602942519565
1.258,5.092069215514385,1.4243671438800798,4.70340864320822
1.26,5.157764431116681,1.43307426458223,4.91470069940302
1.262,5.215894116997148,1.5040130611070568,5.437838615023094
1.266,5.291196191516893,1.4248090047283,4.723975175099319
1.268,5.383354845297839,1.4846416588142468,5.198561208337433
1.27,5.459173122157754,1.4328406717122,4.5414420852055
1.272,5.5175925693620345,1.4277178441814034,4.705730710686243
1.274,5.6182519169437395,1.42352987685026,4.75322898321426
1.276,5.676324301694353,1.4722877117142168,5.10937212716267
1.278,5.7499878778087785,1.42032617243539,4.669624838651719
1.282,5.815710140799611,1.4185523206306965,4.632847514499377
1.284,5.8670635558484525,1.41931657566427,4.89789631280512
1.286,5.9207140242289515,1.4182631675988466,4.7309731597259495
1.288,5.965611630293177,1.41858556839402,4.797524098748385
1.29,6.024840293349525,1.4220431970589866,4.792472334903223
1.292,6.090570892037615,1.42577326832443,4.86042122504996
1.294,6.1708364408655845,1.43878987103443,4.959203543993813
1.298,6.240009745882962,1.47635209941653,5.17662124146782
1.3,6.3323789789451626,1.4190742313860634,4.711696816284039
1.302,6.410611668514304,1.42005140693462,4.9493048049345
1.304,6.489266851103789,1.42778107520102,4.917005740270247
1.306,6.552860671930475,1.43907268073436,4.953930633657825
1.308,6.625467699483388,1.4399689789931702,5.06826942298679
1.31,6.68006927798752,1.41625700432381,4.84870766819934
1.314,6.745878473424341,1.4349318724734266,4.778120720763483
1.316,6.797630518735061,1.41571473238882,4.723095387524535
1.318,6.840272980115856,1.4162471029386465,4.748456311332937
1.319,6.903243188362908,1.41535925038782,4.90175462339493
1.321,6.926870404460242,1.4165493646183236,4.850774887137949
1.323,7.004318245656657,1.42070412371951,5.02387121320998
1.325,7.065722889559632,1.4232084288523168,4.858570796339843
1.327,7.136796831505524,1.42505267514971,4.741651369342415
1.331,7.201204486636007,1.46736433782584,5.179376619259734
1.333,7.239472828911633,1.41577010615911,4.88733532193535
1.335,7.305490767496775,1.4242466753014467,5.062709773629213
1.337,7.376614375244036,1.43441466996373,4.982196258906869
1.339,7.4600061048808275,1.41498853560066,4.8546621033601065
1.341,7.537887622902856,1.41573279045558,4.88162303940241
1.343,7.625310279661571,1.4155432821248832,4.899531114246257
1.345,7.682912637349397,1.41200778152407,4.958955262648455
1.349,7.759385364482439,1.4157958591743398,4.956963680951337
1.351,7.863079135061687,1.4162076227786,5.05519485658375
1.353,7.921125620619014,1.41919399326061,4.94534339306212
1.355,7.995270938234282,1.41675505142618,5.0148307618964605
1.357,8.068161859341279,1.42602812482581,5.10139578690163
1.359,8.131767616723575,1.41088789559902,4.67812532035222
1.361,8.212660466265332,1.4178706497831468,5.041891639730037
1.365,8.301776923076575,1.41047054931419,4.977982811837225
1.367,8.413189222076815,1.4433329432512834,5.323190364086243
1.369,8.497368868341246,1.41314805158151,4.78655771504304
1.371,8.558726337056205,1.445379616968517,5.35354865686307
1.373,8.645686409144254,1.50175816570113,5.551790394062889
1.375,8.723417216043146,1.41649853844885,5.062915677175327
1.379,8.792617651721319,1.41259957414523,5.1146433519497645
1.381,8.880611497472199,1.4282411029260966,5.15587515647096
1.383,8.94835248443943,1.45211035764735,5.51378583386197
1.385,9.01572298554582,1.4101955668074169,5.092111242445894
