lambda_z,sigma_z_kPa,lambda_theta,sigma_theta_kPa
1.181,2.3777728376217673,0.9820851375479814,0.4728887240979864
1.183,2.394907332684062,0.9861077784759875,0.521456042170967
1.185,2.3920162999364556,1.0049745211859433,0.6080836568766463
1.187,2.399480945626144,1.01424819762222,0.5611627227288161
1.19,2.4576246340892025,1.0221890380724967,0.5642521945569551
1.192,2.4963421535069563,1.0063170423264451,0.5547773265772825
1.194,2.5406017103246383,0.9893032160845308,0.5081210102322556
1.196,2.57266573009658,0.98101178220231,0.6327757013921624
1.198,2.565498116155603,0.953330427199047,0.42130802913719934
1.2,2.59728678496732,0.997746634980648,0.5131434813670385
1.202,2.641707682922385,1.0254330729852101,0.506522864396743
1.206,2.6887152720664522,1.022410013414295,0.7206556185005695
1.208,2.7541762319232266,0.9965687197516854,0.49057748711391796
1.21,2.782218311022271,0.949819016722232,0.425454921448241
1.212,2.7951828798033893,0.9229317547577857,0.4516503652954123
1.214,2.8576020621420204,0.9441025857556204,0.4455136813395555
1.216,2.951702353382238,1.0064370943678846,0.57403187224009
1.218,3.0152542189341567,0.9952572924843466,0.4851644324857425
1.222,3.0806040208712258,0.9878601617016224,0.5245408143070537
1.224,3.1574124471611085,0.970776735699398,0.528957188608791
1.226,3.217916664535091,0.9497559734450903,0.4342384084527517
1.228,3.29688475420407,0.9201214824664995,0.5438332576602876
1.23,3.3453612149166227,0.914017915862821,0.395991827664804
1.232,3.405056084248021,0.9052782173403859,0.43127388567512903
1.234,3.480091863781624,0.8919369576276069,0.425377102075479
1.238,3.4977619312995625,0.89130511656655,0.38285008080057203
1.24,3.5594491128698693,0.8893304534311833,0.330428306877604
1.242,3.6472832241760096,0.8878644227371786,0.39565388217997655
1.244,3.731022005323175,0.8912318576336693,0.44439101347913296
1.246,3.8106064697399407,0.9385302446201844,0.49161525062751055
1.248,3.8643669299601497,0.9939089550360256,0.49451874444200933
1.25,3.928240186230386,0.936924546904745,0.45897990678830347
1.252,4.000917130571191,0.8715147259831877,0.37872364946969433
1.256,4.045074515438722,0.8823897928879255,0.4300244101682825
1.258,4.12790800910609,0.870812703050925,0.4415139742505267
1.26,4.201765355712374,0.870639141671903,0.3992859754347305
1.262,4.232935732672311,0.9756464935616981,0.580207032016975
1.264,4.241599865445035,0.9498995991077814,0.5204466738318325
1.266,4.294027616485879,0.8979707423360493,0.4283439970443337
1.27,4.3941378409777885,0.89297984668561,0.42828907590606746
1.272,4.4682459511478285,0.8614024061289577,0.409607113138487
1.274,4.528932321395011,0.8613943260093015,0.394660718583444
1.276,4.558194760566447,0.8745976973652695,0.46088137164524695
1.278,4.613457748851348,0.896405985161659,0.409266442770936
1.28,4.676630383825454,0.8821617224822896,0.438912916780007
1.282,4.741717925685177,0.8606300068131605,0.3811789823548325
1.286,4.833715406905128,0.8530482498606644,0.346363148036291
1.288,4.875063714010584,0.8563483163745296,0.3120466275162405
1.29,4.9083959183797425,0.8595161755837041,0.35354257229606195
1.292,4.92591443271793,0.8528152962972195,0.387507142268225
1.294,4.9967254490386726,0.9199633466037653,0.4836710781037487
1.296,5.074741999633568,0.9031011188338376,0.4048499401928285
1.298,5.136473637268491,0.8720909291686306,0.4061599406794533
1.302,5.199927474709389,0.8762119581880106,0.46535827709750555
1.304,5.252996600097985,0.8608105159082524,0.43049853861225934
1.306,5.305285306707697,0.8854071631613515,0.40938512311085695
1.308,5.3655584790974435,0.8954192288083881,0.3732779068150884
1.31,5.424733473091287,0.8649472489178465,0.414688597524605
1.312,5.506714022631197,0.83818382712813,0.4047642153671987
1.314,5.549591265627313,0.836607418337852,0.31826182716831
1.318,5.592048550914877,0.877347366894515,0.41707771901549767
1.319,5.641068561146361,0.8760980637853459,0.45873065602625296
1.321,5.691486405426645,0.8505045058984954,0.395465252459633
1.323,5.754276495690701,0.8541218334454215,0.461333294797507
1.325,5.818778823000481,0.862973224552455,0.435493549954119
1.327,5.847854158009295,0.855387258235193,0.392220084436732
1.329,5.899862108038466,0.8440640221066339,0.39386485431862467
1.331,5.935529366884717,0.8485114503309601,0.3922655334044745
1.333,5.99891177161226,0.8413320608269287,0.377513752950573
1.337,6.052216984918779,0.8493416425754254,0.3715971402131225
1.339,6.112699789198593,0.8479835824689029,0.40616735038348
1.341,6.190323318952769,0.8321285548951955,0.3786439724401375
1.343,6.257917785396018,0.8291600159852773,0.35080318223170837
1.345,6.333409125761114,0.8399889459746115,0.363500312477277
1.347,6.393816335652068,0.8458375831578077,0.38976225570314366
1.349,6.460638964616433,0.8348076946123035,0.350248211747258
1.353,6.525926387460581,0.866442730124855,0.379541313253404
1.355,6.585146955507426,0.8568528600370465,0.33582530351155204
1.357,6.672208903192997,0.8145718210264793,0.37413977554164496
1.359,6.722322222323317,0.828019378541879,0.3952924799693145
1.361,6.800496788676721,0.8403073669938971,0.41411568145846767
1.363,6.861225143755528,0.8415133873098299,0.4075174173142905
1.367,6.9012223948340266,0.842768107558462,0.3972942556229253
1.369,6.995764395630504,0.8390108452508115,0.398842288160847
1.371,7.096115405415619,0.8359044852141376,0.36691605497862206
1.373,7.180137385435273,0.8965184710540754,0.4771775568100495
1.375,7.281802730967129,0.9053474097144164,0.5700354120327287
1.377,7.3463139929585495,0.8620738060362745,0.500123766242057
1.379,7.42737947664158,0.8313218824769549,0.3837828349037827
1.381,7.484568613682707,0.826053149207299,0.375151448405638
1.385,7.565756765144869,0.8595570459190774,0.442571979021764
1.387,7.656345707393496,0.87606239856406,0.47118449055711653
1.389,7.703657466755281,0.8497609354664694,0.4948863537621276
1.391,7.76851207775031,0.8391656836848664,0.41072109790696953
1.393,7.8380411954645375,0.827744140238987,0.36448627325764665
1.395,7.886146048948441,0.834332104927894,0.400639357802056
1.397,7.956709086676722,0.834203670630432,0.370195629543161
1.401,8.014980544804049,0.8288962397408625,0.358235597046847
1.403,8.076220544737637,0.8471962645033964,0.43469718164355736
1.405,8.153178847896772,0.8416138187320885,0.43772797454381196
1.407,8.25454109773062,0.830806433318842,0.4028631713157183
1.409,8.33771990485033,0.8422656526261805,0.392451228321465
1.411,8.414233911916828,0.8317151296235323,0.353176842711267
1.413,8.508236973481063,0.827122917477005,0.43108583137768197
1.417,8.579940207665592,0.844353420372013,0.38724424573242766
1.419,8.66650541178462,0.8399149192144375,0.395157770859467
1.421,8.731564311708555,0.8349282668174833,0.3944286546640037
1.423,8.800002904123744,0.831747127519019,0.325429992112949
1.425,8.879113335064773,0.872137921422767,0.5433835665051766
1.427,8.958595021457983,0.882910692190998,0.5192278992650174
1.429,9.042856982486633,0.8468519510962537,0.4733819222415567
1.431,9.124428839509765,0.828932688198448,0.4141996943948985
1.435,9.183690139965107,0.8500227721590022,0.431788165089295
1.437,9.247871980194239,0.8607559063224665,0.5309048401959515
1.439,9.321117653374897,0.8826471953405917,0.47189229945981764
1.441,9.41160999192136,0.8623116950952701,0.4519503715949355
1.443,9.543533958673066,0.8475564628354461,0.39122420641903927
1.445,9.628901246926203,0.85812732475479,0.44789946680639603
1.446,9.726741048128954,0.8507879967261127,0.4397041184244783
1.45,9.828952251428445,0.8493338096679245,0.4539259030580045
1.452,9.899199724448366,0.873146628977925,0.447201325104614
1.454,9.978001988506357,0.852055759156673,0.4339491330708925
1.456,10.078750293280526,0.825368400401311,0.4035793545829893
1.458,10.160650959709425,0.8252506035220579,0.397375930840637
1.46,10.26389342404781,0.8252627236791557,0.4225281504581104
1.462,10.361348843567079,0.8363929986235065,0.40789604678045455
1.464,10.426701317018864,0.8491533540526364,0.3995424077072663
1.468,10.524925897460234,0.8649406203928195,0.4555584452875095
1.47,10.630185387612896,0.8583894760587013,0.47175929645462666
1.472,10.735961894832768,0.8633590719942885,0.5272618247156615
1.474,10.833186719039103,0.8862102991212657,0.496077510834039
1.476,10.926789632473383,0.8752299812276415,0.47571332491040197
1.478,11.011686466826,0.8460229234036221,0.4276525817615413
1.48,11.120563113773736,0.8669728238640485,0.517765580109625
1.482,11.25811597144758,0.871011936367721,0.46093506214298036
1.486,11.385497587802623,0.8703346091218516,0.48936459115406294
1.488,11.461765892492,0.8762499101211323,0.501756630599193
1.49,11.543489720440036,0.8918735913953425,0.5722039880347225
1.492,11.641870729600566,0.8595296865143677,0.4706968938990406
1.494,11.756914222280825,0.8367012435928445,0.4794251210466005
1.496,11.87063649327464,0.8643201304173114,0.432265234491329
1.498,11.985720308044414,0.8477803965837221,0.44091692847026953
1.5,12.100690459203769,0.8566353370182643,0.44772335165320304
1.504,12.181696899522493,0.8681786343249556,0.3917041896115895
1.506,12.294868274327335,0.867129515908209,0.551081647328945
1.508,12.38920947545158,0.848544758960596,0.47002898881962996
1.51,12.477631540693471,0.8437670448399537,0.4484111362077223
1.512,12.57842749728645,0.8630980990427165,0.4296907103104215
1.514,12.668721487132109,0.9086379912465711,0.5951326943463663
1.516,12.76706774932571,0.8784717818613375,0.586737443827539
1.518,12.862695836575888,0.8593102281201134,0.4872346095837423
1.522,12.968515030327158,0.8824353122021055,0.5102623889477285
1.524,13.086705295243982,0.8534004844837623,0.548164513483937
1.526,13.20192345558654,0.827049304533091,0.4626558928013125
1.528,13.322130276797026,0.842136974233989,0.45902442020889334
1.53,13.431155226795411,0.8443882014318256,0.5011186345598655
1.532,13.527642818000013,0.859329073121113,0.491930204100089
1.534,13.630653118165686,0.866522877091594,0.5414901273895141
1.536,13.743216729840391,0.8729712567483716,0.42604912519071264
1.54,13.867896465332601,0.8698648893461716,0.48429295742928247
1.542,13.975508362277578,0.8390957661607437,0.48090853922673293
1.544,14.08588742333814,0.826001324572371,0.43252768440253353
1.546,14.215219357086653,0.83831439530318,0.41867775696205967
1.548,14.328244653076117,0.850204068560285,0.4196379061151905
1.55,14.461806894682875,0.8903741367365253,0.6162670165330509
1.552,14.599465689267898,0.8771244017102211,0.484811566316924
1.554,14.716130670738963,0.876534020282866,0.5420703587853304
1.558,14.841036808649616,0.863965362060706,0.5221203900025695
1.56,14.975665513902856,0.8379903431406556,0.43725825962463166
1.562,15.114319064833781,0.8621466059437445,0.508184517284615
1.564,15.255522071888942,0.8410418663597067,0.5004830404751687
1.566,15.409214128411799,0.8323721626513475,0.4929558258868005
1.568,15.53520818176464,0.8422612097243903,0.46882058860005366
1.57,15.66785375994525,0.85481959240238,0.431240999068161
1.573,15.816717791592176,0.886768943756539,0.5827018689006017
1.575,15.969736685330457,0.8615000359827261,0.5138761712365936
1.577,16.082412477149937,0.832881684086933,0.469753850306099
1.579,16.20647583550431,0.850362071230933,0.46470495461391204
1.581,16.34730722970502,0.8652400401915036,0.531618304539902
1.583,16.5140923184238,0.8667413318356235,0.5803452313361155
1.585,16.650296162277773,0.8337981898194493,0.46789068778618464
1.587,16.79978314537227,0.8374186489061065,0.483701473426269
1.591,16.931733356092625,0.8428986684433286,0.47200130551262
1.593,17.051306088556284,0.8587091170895604,0.5978826463716009
1.595,17.217355319798674,0.8661506892664773,0.529149169675276
1.597,17.36861220355352,0.8385393587069174,0.5380910410292785
1.599,17.488103618203684,0.86156493395953,0.5870953270664704
