lambda_z,sigma_z_kPa,lambda_theta,sigma_theta_kPa
1.258,5.796132174309751,1.5166681316149302,7.448071676911359
1.26,5.770053862493243,1.47721203013242,7.12819223610599
1.262,5.76210090814138,1.4669036218710334,7.175387164106716
1.264,5.772896178439987,1.49239665453808,7.37082973555221
1.266,5.783965416864544,1.4755359094458165,7.109950545574811
1.268,5.834297978858106,1.46211641842856,6.974489962872905
1.27,5.870626484735015,1.4617792168484633,6.855409457224007
1.272,5.948495052620162,1.46253747519305,7.11506105244108
1.276,6.023152039716997,1.4640510947399932,6.98639543536359
1.278,6.108348857120839,1.47170319483225,7.17457375394063
1.28,6.181287411902446,1.46577886134094,6.868863266011481
1.282,6.2920265295153355,1.46669771342809,7.016770722759976
1.284,6.360621306321527,1.5087747575944432,7.532879904590236
1.286,6.435288039254559,1.46119664726463,7.02304347177623
1.288,6.486169292738874,1.4635908486059035,7.0538571767683536
1.292,6.547636723113171,1.47214583077222,7.21407446323991
1.294,6.625949754745787,1.4714725690011632,7.10622327807301
1.296,6.70197798145155,1.56289701877152,8.41116130482256
1.298,6.7792555130690175,1.5521470313674832,8.140574116145666
1.3,6.857892802044847,1.49520286380618,7.5391956086668
1.302,6.926906838288191,1.4748799394642533,7.339466283015867
1.304,7.0006908543433335,1.50611189839937,7.688375999673131
1.306,7.090236864914646,1.4927609589695898,7.81318930718194
1.31,7.159678769521498,1.46549553566009,7.36393134387907
1.312,7.212161794901276,1.46970543248354,7.195267238002853
1.314,7.298301662090559,1.468672141557225,7.3388230893748005
1.316,7.350169354158429,1.4654004138968435,7.217390935712366
1.318,7.409988887008187,1.465704255806545,7.31782938892615
1.319,7.460858254493232,1.4677119635639435,7.4612326985307
1.321,7.480696155553622,1.46607642854778,7.4119198875427745
1.325,7.510380904825946,1.4638696248649499,7.226751852866474
1.327,7.5563679013453715,1.46460752893778,7.08724903917436
1.329,7.623188459463016,1.4651809270952734,7.42690615911528
1.331,7.7060627873262995,1.46572626058438,7.54145067454504
1.333,7.782808221789202,1.465670831114,7.47774570775423
1.335,7.85011097291641,1.466432913864395,7.469490198712846
1.337,7.941361652428189,1.4687207835350433,7.428862558532191
1.341,8.014751821465921,1.4710847403441,7.416728642535235
1.343,8.093595320251831,1.4676468224724166,7.46875596301792
1.345,8.153840415666915,1.4661442788847099,7.43961497601733
1.347,8.207149060974606,1.4717230381972566,7.38448673641999
1.349,8.267294227931796,1.4692107868350899,7.607213746145045
1.351,8.340842518637519,1.4757355039539701,7.55252913724345
1.353,8.4314233583591,1.5143377169942251,7.7681092597711245
1.357,8.51677085757634,1.4916929760288333,7.803639114042153
1.359,8.621899124991605,1.46563580212541,7.63095478680753
1.361,8.674068844446754,1.4672335708518534,7.467345907178757
1.363,8.781038721971873,1.48295590768978,7.728419130557925
1.365,8.864253747407309,1.4894458574094702,7.778389538750837
1.367,8.931585436021066,1.47696395119707,7.713400041784305
1.369,9.032544143153576,1.4681725232813034,7.549843642576239
1.371,9.133275022029936,1.46680074616241,7.57197386252873
1.375,9.23430583433209,1.4742513466334668,7.62839869877665
1.377,9.324842984525109,1.47475489043554,7.72329024988035
1.379,9.42104474289071,1.4734641262978665,7.9069658382156005
1.381,9.51261773163715,1.473068988889195,7.741563348335005
1.383,9.629436414382441,1.4679446798624565,7.6418106808521
1.385,9.690981743395955,1.466570848702825,7.73136298139646
1.387,9.783672832010808,1.4827336933469832,7.867474420602587
1.391,9.874078707067156,1.48117998722438,7.773066035030045
1.393,9.96984971264005,1.4713683866145433,7.759424931665859
1.395,10.086713600255019,1.470943075064455,7.736646186362905
1.397,10.148787763973468,1.4688879886087867,7.898171056393129
1.399,10.235416688807131,1.46924947694917,8.05733926528486
1.401,10.333493877718794,1.4704791443035201,7.896789116435323
1.403,10.426952388490061,1.48958356468609,8.08946115334951
1.407,10.496451981438657,1.4855610578074703,7.954331284546512
1.409,10.60445665519633,1.48002258380113,8.068438026064724
1.411,10.67624709745257,1.4741960022457168,8.0993021059534
1.413,10.795462723624398,1.471166339831305,7.85301934459228
1.415,10.887126078523632,1.4730152209000167,7.947791419771227
1.417,10.987341536476734,1.471093488756795,7.8191339131855155
1.419,11.074745697162797,1.4709071740521233,8.09003291507211
1.421,11.17556792590974,1.4704491453769801,7.974416114051495
1.425,11.269856179742288,1.5107453255931433,8.435654405206352
1.427,11.350475595975341,1.498575776213785,8.119256310682015
1.429,11.450582845882378,1.4649530104633801,7.641324989664938
1.431,11.517300275273703,1.4629744707466399,7.91800119813654
1.433,11.624779036062682,1.4684779467096434,7.972636774152391
1.435,11.723222429245327,1.46744824312567,8.090413659743856
1.437,11.803320228747651,1.46614793834361,7.915948402443483
1.439,11.89239601566651,1.4840847140709301,8.20134699246914
1.443,11.958890478612547,1.4795629994642632,8.249808477769356
1.445,12.060529874138094,1.47239864317324,8.17458952318443
1.446,12.142457871388043,1.4660039101415265,8.05119927310385
1.448,12.22665749059664,1.461180858256365,8.14567612297714
1.45,12.34013647209312,1.46605425049413,8.299960066022484
1.452,12.416077266192135,1.465156977382605,8.016127484015104
1.456,12.512392241732122,1.4823181377678267,8.33421498155868
1.458,12.608321273500435,1.4862383967578299,8.322478739527146
1.46,12.712992717206447,1.4661361938434068,8.038231395293044
1.462,12.826131685927159,1.46472646906706,8.203622605623991
