lambda_z,sigma_z_kPa,lambda_theta,sigma_theta_kPa
1.464,12.913251384186998,1.4650461395834833,8.096713533322001
1.466,13.006521635624294,1.4641471362533052,8.20587640969655
1.468,13.10813957861501,1.4647629407003133,8.24427401864448
1.47,13.2182174527516,1.463321403458425,8.150135045479484
1.474,13.309892759474948,1.4619259540857568,8.097871124803815
1.476,13.400046704149265,1.4606187641455102,8.256675698342844
1.478,13.524097394947024,1.4609350267558066,8.256430979740186
1.48,13.632762643291757,1.46190012546612,8.270139207928004
1.482,13.738502132476967,1.4625398827598033,8.232215223203864
1.484,13.87225426956826,1.4621242400732,8.194705351430141
1.486,13.99242593683135,1.4606804961897168,8.390677177705813
1.488,14.104970547982331,1.45983149818482,8.271406231004079
1.492,14.251662856168808,1.4593496514390134,8.228657627739807
1.494,14.398754055390725,1.4602843892719148,8.323787545796506
1.496,14.511239454619425,1.4608941145942798,8.333245338341252
1.498,14.599178290960925,1.485660934060005,8.79620551779613
1.5,14.7283538201271,1.4770979794123533,8.517579410910768
1.502,14.871815187269407,1.461125434361505,8.12064378412715
1.504,15.001490918961656,1.4605171046069698,8.550970765436293
1.506,15.120749802066278,1.4677389485664851,8.795747730068424
1.51,15.237978493207253,1.4656566739875567,8.60966004065854
1.512,15.374500892734037,1.46064743618278,8.23458442325
1.514,15.5387457819059,1.46114492393735,8.351855596260243
1.516,15.689010951617417,1.46158790009073,8.40931662278227
1.518,15.810577665206399,1.4610582837076,8.481306490598577
1.52,15.92137354720612,1.461068419702375,8.45105258767778
1.522,16.060821651828054,1.46156411851275,8.40716378245301
1.524,16.19737011404075,1.4594133729280099,8.565933488201114
1.528,16.355047666012048,1.4573527494348102,8.552405903726429
1.53,16.4820192707241,1.45717235235222,8.517012113621975
1.532,16.615536723334003,1.45688363739076,8.431405696235737
1.534,16.75721049783564,1.45770128525781,8.527112859655125
1.536,16.933258079336607,1.4574928069327633,8.463281888864076
1.538,17.099519876577986,1.45798563694323,8.79268017858397
1.54,17.226549874759243,1.46052835815908,8.523830471547706
1.542,17.392292065418985,1.45923942203803,8.62736282343321
1.546,17.55075184213814,1.45722784470624,8.635580495773716
1.548,17.74223701165189,1.45844684381812,8.569119137066945
1.55,17.88663239675595,1.4582089312570332,8.705543443338643
1.552,18.051764610476276,1.459372795716975,8.65514466585132
1.554,18.221503348251044,1.4590263204800733,8.60789688293349
1.556,18.398349570974993,1.457789905789645,8.72021695490458
1.558,18.58689870532524,1.45811685280273,8.829908194172857
1.56,18.741027752114345,1.457176285491185,8.801509540764474
1.564,18.870522250926516,1.4576666879299267,8.876211051723054
1.566,19.033833463738013,1.458638945043965,9.033350637689669
1.568,19.228523744021626,1.4533570954542068,8.59120093767415
1.57,19.425763636701454,1.472619015137155,8.983070478773826
1.572,19.60883247221439,1.4622262454465764,8.799260493118503
1.573,19.784994140026395,1.447874872350515,8.90004622841515
1.575,19.98696823209952,1.4481729750380368,8.75471454509352
1.577,20.210626654508125,1.4470145897154851,8.653685188220486
1.581,20.427273326192104,1.4466922832148565,8.81939122145713
1.583,20.596462167474233,1.4463688860641901,8.678083238950435
1.585,20.775357214756205,1.4469617330660467,8.483305480168644
1.587,20.97977605116416,1.44663768705984,8.520993882412832
1.589,21.167313855459543,1.4443725834367702,8.62114225599291
1.591,21.39151340159158,1.4442368362309699,8.669862039861854
1.593,21.606239486010626,1.4460411743385,8.79852124576491
1.595,21.841110094842126,1.4464435445987451,8.690385249614526
1.599,22.07318517965678,1.4462771615165835,8.66594963305753
1.601,22.306214760268468,1.44748636939415,8.73347808892178
1.603,22.56792469151465,1.4455166430015265,8.829426039229354
1.605,22.80396089761385,1.4516229638502,8.919057674859804
1.607,23.0666222051408,1.4441571946625598,8.828933708796585
1.609,23.367470688201326,1.435482449764385,8.78042079609235
1.611,23.651674771061632,1.4341850847459199,9.093736257750287
1.613,23.9594180338895,1.43299514793372,8.713087917764113
1.617,24.24374218945293,1.4321514050580768,8.837098601911256
1.619,24.5451205591861,1.4336291995723398,8.809084589949869
1.621,24.891223657239088,1.4337590243296165,8.935408578389316
1.623,25.222267295565317,1.4326758974575,8.670238419546425
1.625,25.516781147755697,1.4287891459870832,8.828190813077446
1.627,25.757507145803714,1.4256566826240848,8.977820172260984
1.629,26.012427011935635,1.4674685880960234,9.45069362517614
1.633,26.220184931631195,1.4563490766421698,9.320021517918011
1.635,26.39840467481757,1.42328766125846,8.79688118982201
1.637,26.560366925721148,1.4220139450421652,8.787019027878815
1.639,26.66980483666914,1.4190143489907634,8.904844157109757
1.641,26.752912178335883,1.41312624044634,8.70678886671457
1.643,26.815285297848728,1.40966709078481,8.940385049577614
1.645,26.835330067196946,1.41055105863287,8.77190658563519
