term_idx,term_name,w
0,I₁-3,0.6250448339
1,I₂-3,0.2276184567
4,<I₂-3>ln(1+<I₂-3>),0.01190483362
5,<I₄θ-1>,0.0527490338
6,<I₄z-1>,2.581010857
7,<I₄D1-1>,0.2201622756
8,<I₄D2-1>,0.2201622756
13,(<I₄θ-1>)³,0.0004649641054
35,<I₂-3>·<E_z>,0.6895955334
42,I₈D1D2,3.029628573
