model,r2_circumferential,r2_axial,mse_circumferential,mse_axial,loss,aic,bic
"a: NeoHookean+4Fib (no rec, no disp)",0.7472548421233568,0.9918093179487256,1.2548425292975751,0.024247445121863467,0.9271200171101721,953.3365058416412,1248.8076708192093
"b: Quad+4Fib (no rec, no disp)",0.7671330235027431,0.9754986346108488,1.1504363057989462,0.07253309418740483,0.8674172857588581,801.064634579504,1108.847098097804
"c: Quad+4Fib (rec, no disp)",0.7732756123222926,0.9744080845765299,1.1209743260942404,0.0757615252196753,0.8458901446636049,725.5388818528987,1033.3213453711987
"d: Quad+4Fib (no rec, disp)",0.821761062934627,0.9819291854259957,0.9708412959345741,0.05349628784850317,0.66339853552597,187.75271938374095,507.84648144277304
"e: Quad+4Fib (rec, disp)",0.7760645080523003,0.9700568057653366,1.1070311134322415,0.08864291818839908,0.83912169174411,726.4471723085666,1046.5409343675988
f: Combined Eq (Quad+4Fib+rec+disp+cross),0.7908219249664058,0.977473214875054,1.0793809463381896,0.06668760704783502,0.779580994517167,604.8632903294117,1004.9804929032018
g: Combined Eq (Quad+4Fib+no rec+no disp+cross),0.7853042922409926,0.9844023005075292,1.0925120478897181,0.0461749534536211,0.7942809690020161,578.3575696056578,966.1634736387159
