term_idx,term_name,w
0,I₁-3,0.07005330025
1,I₂-3,0.4908507818
2,<E_θ>,0.01167798874
3,<E_z>,0.009616701314
4,<I₂-3>ln(1+<I₂-3>),0.009529647515
5,<I₄θ-1>,0.01112344172
6,<I₄z-1>,0.009626474458
7,<I₄D1-1>,0.02659765863
8,<I₄D2-1>,0.02659765863
13,(<I₄θ-1>)³,0.002247540154
22,exp(<I₄z-1>)-1,0.009570350036
35,<I₂-3>·<E_z>,0.003194529153
42,I₈D1D2,0.1383750652
