model,r2_circumferential,r2_axial,mse_circumferential,mse_axial,loss,aic,bic
Base,0.9099258932960204,0.997101847286291,17.687174361696595,0.17316767435743005,17.860342036054025,7134.619269250347,7436.185125957575
Base + Tweak,0.9462779877999797,0.996682338515136,10.548987179697091,0.19823376488117275,10.747220944578267,6075.764531456294,6899.271294002955
