term_idx,term_name,w
0,I₁-3,0.8282638634
1,I₂-3,0.1502681708
2,<E_θ>,0.01924949524
3,<E_z>,0.3524100509
4,<I₂-3>ln(1+<I₂-3>),0.01416748303
5,<I₄θ-1>,0.01541256988
6,<I₄z-1>,0.3527033976
7,<I₄D1-1>,0.03606087495
8,<I₄D2-1>,0.03606087495
13,(<I₄θ-1>)³,0.0007255182312
22,exp(<I₄z-1>)-1,0.03693885657
35,<I₂-3>·<E_z>,0.8792142004
42,I₈D1D2,0.8545194191
