term_idx,term_name,w
0,I₁-3,0.6618938055
1,I₂-3,0.1517155617
2,<E_θ>,0.02981115682
3,<E_z>,1.296528697
4,<I₂-3>ln(1+<I₂-3>),0.009464430053
5,<I₄θ-1>,0.01933191928
6,<I₄z-1>,1.299507267
7,<I₄D1-1>,0.2218878308
8,<I₄D2-1>,0.2218878308
13,(<I₄θ-1>)³,0.0004969566289
22,exp(<I₄z-1>)-1,0.1189952821
35,<I₂-3>·<E_z>,0.7200167267
42,I₈D1D2,2.99382079
