sigma_theta_kPa,lambda_theta
0.0,0.38039677554438855
0.105384844370629,0.522224305731545
0.160389281281435,0.554602420181372
0.161629825284833,0.554724916630725
0.266079625067071,0.611731111628349
0.267108632369386,0.6118536080777021
0.349353266532945,0.652583535346631
0.349565768519887,0.6527060317959841
0.484961648480576,0.695014757895316
0.521053923526382,0.720454127288703
0.528017456496229,0.720576623738056
0.606776287849853,0.752116530643218
0.61663408304619,0.7522390270925711
0.668150809616341,0.771809276105353
0.680214469146747,0.771931772554706
0.780972632010129,0.802525575069074
0.854276564498611,0.828400721951132
0.931335029828364,0.854122574496212
1.03155366272485,0.879931234087983
1.16442967807028,0.907884319124244
1.22727360599276,0.929340961879312
1.28933578422409,0.95585538866511
1.32723727885508,0.955977885114463
1.40153051414685,0.976342738492807
1.43166836280819,0.97646523494216
1.53975623581263,0.99960587267193
1.62475538371716,1.02399843965731
1.63590246717305,1.0241209361066632
1.72239934339642,1.04841846773285
2.00290253650847,1.09998770926588
2.12470873099844,1.12336635606969
2.15571891456233,1.1234888525190432
2.28489381457976,1.1511727094624
2.43406566810828,1.1512952059117532
2.87914394634031,1.23320364415928
2.9789396496504,1.26029508125351
3.13633003429559,1.28893529321146
3.2847620083614,1.289057789660813
3.44553080655887,1.3166828741284
3.44799612625446,1.3168053705777532
3.60581607359015,1.34810124165128
3.73058288938109,1.37651375970863
4.03275967054754,1.38664716518797
4.10669367162436,1.386769661637323
4.20272299145702,1.42285636141181
4.46979547205938,1.422978857861163
4.59182916485698,1.43934255023915
4.67402922189232,1.45912672349612
4.9622786094564,1.47691102194784
5.0646188371397,1.483773173951205
5.27022934418175,1.4838956704005581
5.74731680493725,1.50654531172464
6.01807630590718,1.51911110413354
6.34506455745123,1.519233600582893
6.5219074358229,1.5382658390609
6.76387278172588,1.5383883355102532
6.78775845387033,1.54074293768156
6.79265683625972,1.5408654341309131
7.79646443221915,1.54995661738873
8.35830112612308,1.56080730731984
8.78661816772528,1.5609298037691932
8.90511286897603,1.57041017232649
9.65948667747359,1.5705326687758432
9.77016976221962,1.57863265928594
10.4070018245154,1.5787551557352932
11.4111921329839,1.58588942116045
11.6736594743187,1.58780530683004
12.1153170346107,1.587927803279393
12.1836220197256,1.5912254807160848
12.3446153549752,1.591347977165438
12.3700578894029,1.59204616027045
12.4773287937654,1.592182891048465
12.5650036779404,1.5923053874978181
12.581426953879,1.5935046620812268
12.6144842514382,1.59362715853058
12.6769155677876,1.593749654979933
12.7104750627356,1.5938721514292862
12.7458407577362,1.594416444699955
12.7518742918227,1.594538941149308
12.7733037254319,1.5946614375986612
12.8161166326124,1.5947839340480143
12.8208976534366,1.5949064304973675
12.9726399111135,1.5950289269467206
12.9884186233734,1.5951514233960737
12.9968803505619,1.5952739198454269
13.0224982034336,1.59539641629478
13.1095600203109,1.5955189127441332
13.1297172229021,1.5956414091934863
13.155810203257,1.5957639056428394
13.2198134241699,1.5958864020921926
13.3251156878297,1.5960088985415457
13.3314630041685,1.5961313949908988
13.3687499016125,1.596253891440252
13.371241669952,1.5963763878896051
13.4113327310911,1.5964988843389583
13.4263649652854,1.5966213807883114
13.443468136488,1.5967438772376645
13.6399065491036,1.5968663736870177
13.6659443594857,1.5969888701363708
13.6858553607042,1.597111366585724
13.8503363794346,1.597233863035077
14.1370757274625,1.5973563594844302
14.259802605328,1.5974788559337834
14.2757322169201,1.5976013523831365
14.3293071060968,1.5977238488324896
14.4959234908232,1.59819867920395
14.5861250645216,1.5983211756533031
14.5942684508417,1.59860869848629
14.654014874711,1.5990186992830797
14.8741201561399,1.5999479229328462
15.0471384804068,1.6000704193821993
15.1945537341383,1.6001929158315524
15.3741567687663,1.6003154122809056
15.3913133670137,1.6004379087302587
15.4173769899761,1.6005604051796118
15.5914429235512,1.600682901628965
15.7116876127793,1.6027249150041227
16.0647378494778,1.6028474114534759
16.0826134934657,1.602969907902829
16.1937707022339,1.6030924043521821
16.2438956605364,1.6032149008015353
16.277038982569,1.6033373972508884
16.4688047844952,1.6034598937002416
16.7334948044924,1.6035823901495947
16.7459028392294,1.6037048865989478
16.7998582109742,1.603827383048301
16.8443767174379,1.603949879497654
17.125769494532,1.6040723759470072
17.1923477571161,1.6041948723963604
17.2051077790151,1.6043173688457135
17.3119294777375,1.6044398652950667
17.4147216652117,1.6045623617444198
17.4890562200853,1.6047225944233858
17.9100734617821,1.604845090872739
18.0281771458406,1.604967587322092
