sigma_theta_kPa,lambda_theta
18.1269437173215,1.6050900837714452
18.1703639793326,1.6052125802207984
18.1812228706229,1.6053350766701515
18.187179355408,1.6054575731195047
18.2047855309699,1.6055800695688578
18.4210725482223,1.605702566018211
18.7408376752151,1.605825062467564
18.9320830131057,1.6059475589169172
18.9956593566808,1.6060700553662703
19.0555429932959,1.6061925518156235
19.2015549688712,1.6063150482649766
19.2055504809128,1.6064375447143298
19.2446421807578,1.606560041163683
19.2561457127859,1.606682537613036
19.4251096538278,1.6068050340623892
19.632045389685,1.6069275305117423
19.668564368049,1.6070500269610954
19.7037441627815,1.6071725234104486
19.7156809113137,1.6072950198598017
19.7487003574359,1.6074175163091549
19.8723158097403,1.607540012758508
19.906990666063,1.6076625092078611
19.9549577083715,1.6077850056572143
20.1010682806586,1.6079075021065674
20.1089844287833,1.6080299985559205
20.5064920623213,1.6081524950052737
20.5330377678971,1.6082749914546268
20.6176346985726,1.60839748790398
20.6672456415575,1.608519984353333
20.7836546187422,1.6086424808026862
21.0636653872537,1.6087649772520394
21.0836317868993,1.6088874737013925
21.1977271814501,1.6090099701507456
21.3314275401015,1.6091324666000988
21.3763211240028,1.609254963049452
21.4317990450214,1.609377459498805
21.4943514853249,1.6094999559481582
21.5947499863548,1.6096224523975113
21.6765042133334,1.6097449488468645
21.7651061929119,1.6098674452962176
21.8416020131401,1.6099899417455708
21.9716470882849,1.610112438194924
22.0284293011973,1.610234934644277
22.4123912962781,1.6103574310936302
22.6125069115762,1.6104799275429833
22.6830927920735,1.6106024239923364
22.7046057344634,1.6107249204416896
22.7548346258855,1.6108474168910427
22.791281707853,1.6109699133403959
22.8283051532055,1.611092409789749
22.8475131374823,1.6112149062391021
23.1640890287458,1.6113374026884553
23.24861838249,1.6114598991378084
23.2831370885854,1.6115823955871615
23.2907636525372,1.6117048920365147
