sigma_theta_kPa,lambda_theta
0.0,0.35812728414801276
0.1304748519177623,0.5020746302117616
0.2609497038355246,0.5788964959976184
0.39142455575328694,0.6306459773308478
0.5218994076710493,0.6780221049990635
0.6523742595888116,0.723890240257368
0.7828491115065739,0.7569525691338034
0.9133239634243362,0.7872849584050641
1.0437988153420985,0.8248728189487373
1.1742736672598608,0.8607486326376097
1.3047485191776231,0.8845126597509783
1.4352233710953854,0.8984818392054548
1.5656982230131478,0.9268505571674027
1.69617307493091,0.9648279705640578
1.8266479268486724,0.990033239715547
1.9571227787664347,1.0164676612516772
2.087597630684197,1.0374060059370995
2.2180724826019595,1.0557515535630646
2.3485473345197216,1.0724669268161884
2.4790221864374837,1.0863802895930024
2.6094970383552463,1.1100815857620154
2.739971890273009,1.1248402917516898
2.870446742190771,1.1454198326583416
3.000921594108533,1.1613779170759693
3.1313964460262955,1.1639789108384992
3.261871297944058,1.1848278156285903
3.39234614986182,1.20487398808674
3.5228210017795822,1.215127637310911
3.6532958536973448,1.229008148501431
3.7837707056151073,1.2393114919757309
3.9142455575328694,1.2487509591318178
4.0447204094506315,1.262011098723468
4.175195261368394,1.2795483249734882
4.305670113286157,1.2982851384324166
4.436144965203919,1.307376631421834
4.566619817121681,1.3204083284824522
4.697094669039443,1.3335849403974132
4.827569520957206,1.3448759303256836
4.9580443728749675,1.3503608126393158
5.08851922479273,1.3649931539237936
5.2189940767104925,1.365053054002717
5.349468928628255,1.3655909003993183
5.479943780546018,1.3819508620945586
5.610418632463779,1.3853970294789768
5.740893484381542,1.3892420977089046
5.871368336299304,1.3930871659388324
6.001843188217066,1.3969322341687602
6.1323180401348285,1.4146594539477375
6.262792892052591,1.4160740533739604
6.393267743970354,1.4161226591846097
6.523742595888116,1.4213281876718256
6.654217447805878,1.4336994878860037
6.78469229972364,1.4435238056139619
6.915167151641403,1.4543251371099752
7.0456420035591645,1.4624331565370388
7.176116855476927,1.4624526387861212
7.3065917073946895,1.4624721210352036
7.437066559312452,1.462491603284286
7.567541411230215,1.4625110855333685
7.698016263147976,1.462530567782451
7.828491115065739,1.4629710020391442
7.958965966983501,1.4739554637682708
8.089440818901263,1.479097185067793
8.219915670819026,1.4791579518973628
8.350390522736788,1.4826566935148062
8.48086537465455,1.4894476366224267
8.611340226572313,1.494155285587396
8.741815078490076,1.4960695867329747
8.872289930407838,1.4978631927714976
9.002764782325599,1.497895404894166
9.133239634243361,1.4979276170168343
9.263714486161124,1.4979598291395027
9.394189338078887,1.5003012328139493
9.524664189996649,1.5085465249209242
9.655139041914412,1.5085704535347466
9.785613893832174,1.508594382148569
9.916088745749935,1.5086183107623914
10.046563597667697,1.508642239376214
10.17703844958546,1.5086661679900364
10.307513301503223,1.5176375012394827
10.437988153420985,1.5240589363675376
10.568463005338748,1.5256960366795094
10.69893785725651,1.527333136991481
10.829412709174273,1.5289702373034528
10.959887561092035,1.5306073376154246
11.090362413009796,1.532244437927396
11.220837264927559,1.5346742095071297
11.351312116845321,1.5377963293742658
11.481786968763084,1.5409184492414019
11.612261820680846,1.5440405691085377
11.742736672598609,1.5448904120544615
11.873211524516371,1.544913389292213
12.003686376434132,1.5449363665299642
12.134161228351894,1.5449593437677156
12.264636080269657,1.5449823210054667
12.39511093218742,1.54781374883326
12.525585784105182,1.554819864047117
12.656060636022945,1.5548533642880562
12.786535487940707,1.5548868645289953
12.91701033985847,1.5549203647699346
13.047485191776232,1.557540906611292
13.177960043693993,1.5575893182299363
13.308434895611756,1.5576377298485806
13.438909747529518,1.5577080228685045
13.56938459944728,1.5581531928761327
13.699859451365043,1.560223231862877
13.830334303282806,1.5622932708496216
13.960809155200568,1.564363309836366
14.091284007118329,1.5665154954981166
14.221758859036091,1.5673767334258362
14.352233710953854,1.5679401924021534
14.482708562871617,1.568466010665805
14.613183414789379,1.5706435639864218
14.743658266707142,1.5708210552213637
14.874133118624904,1.5710700236587258
15.004607970542667,1.5712140880181966
15.13508282246043,1.5713903058270526
15.26555767437819,1.5719006573356398
15.396032526295953,1.572426116979575
15.526507378213715,1.5725314044789978
15.656982230131478,1.5749891152498694
15.78745708204924,1.5752509154770897
15.917931933967003,1.5752894130753863
16.048406785884765,1.5753279106736828
16.178881637802526,1.5762960829032824
16.30935648972029,1.5763999353980234
16.43983134163805,1.5764860229653181
16.570306193555815,1.5767929106739689
16.700781045473576,1.5770177437263313
16.831255897391337,1.5770870082668977
16.9617307493091,1.5771102776536128
17.092205601226862,1.5771335470403278
17.222680453144626,1.577156816427043
17.353155305062387,1.5771800858137581
17.48363015698015,1.5774674933129909
17.614105008897912,1.5781769873779166
17.744579860815676,1.5783652409021955
17.875054712733437,1.5784610742672325
18.005529564651198,1.5785837111108572
18.136004416568962,1.5788049109717481
18.266479268486723,1.5790099171618535
18.396954120404487,1.5793308361236464
18.527428972322248,1.5796517550854394
18.657903824240012,1.5809579364189608
18.788378676157773,1.581126840660973
18.918853528075534,1.5812138411784626
19.049328379993298,1.581283715113102
19.17980323191106,1.581415460419416
19.310278083828823,1.5816297709864073
19.440752935746584,1.5818145798118022
19.57122778766435,1.5818816625429042
19.70170263958211,1.5819468735100934
19.83217749149987,1.5820052936492335
19.962652343417634,1.5822326736648242
20.093127195335395,1.5825374755365411
20.22360204725316,1.582633715275894
20.35407689917092,1.5829128758319506
20.484551751088684,1.5829701244785785
20.615026603006445,1.583022901570248
20.74550145492421,1.5833052752755072
20.87597630684197,1.583359762264447
21.00645115875973,1.5834151890106212
21.136926010677495,1.583482269741593
21.267400862595256,1.5836659486753033
21.39787571451302,1.5839594160624613
21.52835056643078,1.584118232783971
21.658825418348545,1.5843050626523958
21.789300270266306,1.584409384726884
21.91977512218407,1.584446473821175
22.05024997410183,1.5844835629154657
22.180724826019592,1.5845541564159613
22.311199677937356,1.584794429853268
22.441674529855117,1.585086145268968
22.57214938177288,1.5851822860823177
22.702624233690642,1.5852446039706367
22.833099085608406,1.5853353273490522
22.963573937526167,1.5855170394290599
23.094048789443928,1.58560733815469
23.224523641361692,1.585794915778481
23.354998493279453,1.5859229292321346
23.485473345197217,1.5861385912612154
23.615948197114978,1.5861986928771645
23.746423049032742,1.586415047298321
23.876897900950503,1.5867431973148358
24.007372752868264,1.5869998416070654
24.137847604786028,1.5871042039745225
24.26832245670379,1.587151714339705
24.398797308621553,1.587296372396529
24.529272160539314,1.587387464260701
24.65974701245708,1.587554742544344
24.79022186437484,1.587969459699462
24.920696716292603,1.5884432338021925
25.051171568210364,1.5887933698629815
25.181646420128125,1.5889460541264397
25.31212127204589,1.589048814329573
25.44259612396365,1.5896052246442471
25.573070975881414,1.5901832287621172
25.703545827799175,1.5902461016189609
25.83402067971694,1.590317209743072
25.9644955316347,1.5903935649268246
