sigma_theta_kPa,lambda_theta
0.0,0.4622562008742579
0.154335039299101,0.4814996736203061
0.165469562945439,0.5005359059163761
0.183663407940797,0.5193648977624681
0.187090103039266,0.5379866491585817
0.262871238508488,0.5564011601047173
0.275132521180756,0.5746084306008747
0.31359141509773,0.592608460647054
0.365309033956664,0.6104012502432551
0.377723152558928,0.627986799389478
0.4583082563058,0.6453651080857228
0.472225747079645,0.6625361763319895
0.530698754649365,0.6795000041282779
0.543666771224457,0.6962565914745882
0.617113518994577,0.7128059383709203
0.681637748982489,0.7291480448172543
0.70892864582257,0.7383387063325348
0.783296414115031,0.7550440791928286
0.866370616861059,0.7708888122789291
0.902037528251891,0.7863752779914321
0.981024013282235,0.8007242440941278
1.05478212697845,0.8172118762206148
1.06171563497646,0.8327458598437407
1.13496744064704,0.8483996278637371
1.1364978198018,0.8646815493049648
1.23530655481318,0.8800437297390465
1.3278449849061,0.8960431283553935
1.37960932354577,0.912342592585569
1.54827713112689,0.9289517645339278
1.70228992977095,0.94550224701343
1.73988749870856,0.9620149262285702
1.79614274340306,0.9798636563573515
1.8163999923888,0.9963335379101013
1.92167702832762,1.0126485698521368
2.05780243873592,1.029350320563012
2.25062291803426,1.0461327047808795
2.28540223207224,1.0627879149782584
2.41010395520145,1.0804307217082183
2.46758814377298,1.096675558820275
2.61588392991413,1.1132715389918617
2.82316271042148,1.1295626227918774
2.93609270739717,1.1457527286561984
3.11804424587082,1.1619186113572086
3.2175129841123,1.1765106092899895
3.23687485684365,1.1919402795750567
3.37395517064743,1.208219383465308
3.42719490187722,1.2232191818235478
3.67867595212019,1.2387033407813133
3.99472911839338,1.2527265291674987
4.14671719155487,1.2663301016521058
4.15959839555449,1.2798869126490688
4.34596214343561,1.2942852332756045
4.40428270897873,1.3073411408262072
4.67649457488394,1.3209042709995376
4.80244292500159,1.3330339985121573
4.9135221975712,1.3454568580141573
5.07887956829618,1.3582161092173726
5.34678702697941,1.3711376002376034
5.44053207512824,1.3833471965073112
5.49461168911348,1.394954575255975
6.02846612914057,1.4056819104812466
6.14071021900484,1.416184561583807
6.47086987903161,1.4251813522390067
6.63638832195871,1.4345093258177553
6.86739988913394,1.4436541876596627
6.99977444284647,1.4532084465066912
7.82348210880563,1.4618701081228016
8.01965392908457,1.4710114145066067
8.28374007662474,1.4792860690552918
8.55560156523952,1.4876401456667583
8.86392280428966,1.49592273426545
9.36211033711912,1.5033971324027098
9.5082988541736,1.5109814231308862
10.1789468924774,1.5176580344298265
10.3907988232041,1.5241693995706562
10.3991729742082,1.5296489347312896
11.1511926155214,1.5347981968089137
11.6470731197178,1.5398399807245033
12.3454894434308,1.5438777405819644
12.5184833281273,1.547674036274913
12.997515044599,1.5514148627170494
13.04689148911,1.5549871313905657
13.3783755082101,1.5577721431058147
13.5462829350289,1.5605964612701175
14.0710200620817,1.5627002893268738
14.1119802229601,1.5647235297536277
14.1557630805877,1.5663610335748208
14.2199267595244,1.5673622680670563
14.231064982365,1.5682494259566317
14.2525309922714,1.5685347250324493
14.2736936465239,1.5689730065862675
14.2819294895793,1.569198631603577
14.3762136721494,1.5694242566208867
14.4068537847852,1.5696498816381963
14.4168063786186,1.569875506655506
14.4577479363433,1.5701011316728155
14.4818576390393,1.5703267566901251
14.5227628323184,1.5705523817074347
14.5558887649637,1.5707780067247443
14.5907741171045,1.571003631742054
14.6082623318489,1.5712292567593635
14.7010896803624,1.5714548817766731
14.7868966626622,1.5716805067939827
14.8466208745215,1.5719061318112924
14.899496236344,1.572131756828602
15.0514729068255,1.5723573818459116
15.1275080760669,1.5725830068632212
15.1884174629138,1.5728086318805308
15.2462317324183,1.5730342568978404
15.2976646917044,1.57325988191515
15.4964890341191,1.5734855069324596
15.582064470565,1.5738227966772125
15.6403947699058,1.5742069701753352
15.6783845786038,1.5745751369795051
16.0952333855273,1.5749212440288758
16.1823354514747,1.5752392382626004
16.4247482782537,1.5756184640712942
16.4921082918043,1.5759855290166078
16.5157522007271,1.5763360805270252
16.5916214760992,1.5766364625973806
16.6349877157993,1.5769220916018258
16.7552577963082,1.5771522795630308
17.4449054486439,1.5773779045803404
17.457919831179,1.57760352959765
17.4744710480458,1.5778291546149597
17.5194318274912,1.5780547796322693
17.6011811215649,1.5782804046495789
17.6431986714255,1.5785060296668885
17.7641542106047,1.578731654684198
17.9437974439079,1.5789572797015077
18.0442679492006,1.5791829047188173
18.0971751344884,1.5794085297361269
18.1912189957324,1.5796341547534365
18.2624949636949,1.579859779770746
18.6026862426007,1.5800854047880557
18.6092759295446,1.5803110298053653
18.6542511328727,1.580536654822675
18.7130447820691,1.5807622798399845
18.8860690733041,1.5809879048572941
19.1157352285327,1.5812135298746037
19.1976632468325,1.5814391548919133
19.2297651661416,1.581664779909223
19.3832853838162,1.5818904049265325
19.4342881798803,1.5821160299438422
19.6735103709828,1.5823416549611518
19.9482046485987,1.5825672799784614
19.9568669095701,1.582792904995771
19.970437690637,1.5830185300130806
19.9976757333644,1.5832441550303902
20.1032061974285,1.5834697800476998
20.2784639544653,1.5836954050650094
20.3072314489625,1.583921030082319
20.3561988753807,1.5841466550996286
20.6602640940527,1.5843722801169382
20.6957876615321,1.5845979051342478
20.7021918800234,1.5848235301515574
20.996714998874,1.585049155168867
21.2359443228074,1.5852747801861766
21.2608012135922,1.5855004052034862
21.3438291636445,1.5857260302207958
21.3645887829585,1.5859516552381054
21.4360952849282,1.586177280255415
21.5580034208753,1.5864029052727247
21.6295658323573,1.5866285302900343
21.7356666008027,1.5868541553073439
22.1683457542364,1.5870797803246535
22.2094700254658,1.587305405341963
22.284877713799,1.5875310303592727
22.3882845986723,1.5877566553765823
22.3990822476569,1.5879822803938919
22.4670857029215,1.5882079054112015
22.7245988881759,1.588433530428511
22.8909367982191,1.5886591554458207
22.9405259246376,1.5888847804631303
23.1182435813084,1.58911040548044
23.1507262493139,1.5893360304977495
23.3404617165029,1.5895616555150591
23.3742873755053,1.5897872805323687
23.4365611852048,1.5900129055496783
23.7035702774879,1.590238530566988
23.7218504522734,1.5904641555842975
23.7788769979504,1.5906897806016072
23.8127501259357,1.5909154056189168
23.8709951283763,1.5911410306362264
23.9771106567655,1.591366655653536
24.0513734080305,1.5915922806708456
24.3891455522294,1.5918179056881552
24.4009385768351,1.5920435307054648
24.6304962841567,1.5922691557227744
24.6623218616962,1.592494780740084
24.6936200066939,1.5927204057573936
24.7467899451877,1.5929460307747032
24.7692288520124,1.5931716557920128
24.8413865756845,1.5933972808093224
24.8673956066668,1.593622905826632
24.8949964918773,1.5938485308439416
24.915883098941,1.5940741558612512
24.9495614291487,1.5942997808785608
24.9843528271762,1.5945254058958704
25.0518674312495,1.59475103091318
25.1428097058808,1.5949766559304897
25.3108721665224,1.5952022809477993
25.3296354624322,1.5954279059651089
25.3436027178724,1.5956535309824185
25.358383149021,1.595879155999728
25.4249437789646,1.5961047810170377
25.4548407974105,1.5963304060343473
25.4610653430522,1.5965560310516569
25.4656227490933,1.5967816560689665
25.468950718611,1.597007281086276
25.4990839466759,1.5972329061035857
25.7543241047498,1.5974585311208953
25.9644955316347,1.597684156138205
