sigma_theta_kPa,lambda_theta
0.0,0.3693224185443345
0.0782876738361248,0.491850290897916
0.20152120000243,0.564926401731148
0.22262180253223,0.5650513908101283
0.24760562871018,0.588812549680533
0.272514519679372,0.5889375387595133
0.327879114362079,0.628887898033138
0.381520977319064,0.6290128871121183
0.460501236014073,0.671361528007163
0.559098902201972,0.704422515552321
0.56541985988551,0.7045475046313013
0.631616357460817,0.733781043629914
0.644990668104896,0.7339060327088943
0.698404182872697,0.758040516180666
0.75305742863239,0.7581655052596463
0.918566142867235,0.815280496336821
0.918725339772411,0.8154054854158013
1.01823952009375,0.845830825272744
1.08846293527263,0.8459558143517243
1.17904403609812,0.871000404340029
1.18229314431885,0.8711253934190093
1.41263692003823,0.922034682115155
1.49217550420247,0.949237516570291
1.5225938491517,0.9493625056492713
1.5888881622477,0.973004168995611
1.6197477878708,0.9731291580745913
1.66673903864289,0.996157702470184
1.85449614984582,1.0230721803836
1.89293280060622,1.0231971694625803
2.00062075779743,1.04645172907383
2.20398476114524,1.07581464372855
2.43323232073225,1.12855795735339
2.45519950990527,1.1286829464323702
2.58751897095981,1.15399809495722
2.79467366967126,1.18173135643138
2.92077602559553,1.2066407562794
2.93319028687976,1.2067657453583802
3.07964201929247,1.23470842904344
3.26199221360496,1.2348334181224203
3.32728972939962,1.25527663997235
3.66693152092707,1.28873049032361
3.73754641221246,1.299958666028145
3.858539641931,1.3000836551071253
4.01235078010014,1.31118684173268
4.26611387609792,1.36704949140139
4.67083843531258,1.38988456138354
4.68381298652178,1.3900095504625203
4.77935202190344,1.41026614804864
4.83782994620917,1.4103911371276203
4.90887593342632,1.42738690983611
4.96080515882454,1.4275118989150903
5.47230527048188,1.44612780779698
5.60440014188473,1.46468027559851
5.84878960682865,1.4648052646774903
6.00634589220778,1.48249587698449
6.10020567401331,1.4826208660634703
6.27940391101598,1.50219609012737
6.76949006752297,1.5023210792063504
6.93515024421156,1.51910167667167
7.25235837405243,1.53720547866063
8.13655401460298,1.539670801666925
8.24412758520458,1.5397957907459052
8.30189496095403,1.54213612467322
8.97476457138564,1.55280951434187
9.43612512729629,1.56142083857303
10.2986985878175,1.5723439067862
10.8192020535431,1.5724688958651802
10.9070466149567,1.57820963689958
11.5526277570815,1.5783346259785602
11.6677048651814,1.5854343695989
12.2968805544086,1.5855593586778802
12.4071181621103,1.59197271490675
13.0800708441869,1.5920977039857303
13.1650630176782,1.59673741586684
13.5987593637367,1.59896000076649
13.6466601565215,1.5990849898454702
13.7120412782681,1.5992099789244505
13.8535961504071,1.600424187586758
13.8803550959406,1.6005491766657383
13.892300103333,1.6006741657447185
13.9084907673678,1.6007991548236988
13.9376585214935,1.6009241439026791
13.9496256802394,1.6010491329816594
13.9606106828601,1.6011741220606397
13.9633207389461,1.60129911113962
14.0211492207022,1.6014241002186003
14.1090990834546,1.6015490892975806
14.1768025364318,1.6016740783765608
14.2331173479435,1.6017990674555411
14.2462270395395,1.6019240565345214
14.2696270011666,1.6020490456135017
14.2748849609284,1.602174034692482
14.3301552641337,1.6022990237714623
14.3619636602446,1.6024240128504426
14.3728607918962,1.6025490019294228
14.4153654688324,1.6026739910084031
14.466423570247,1.6027989800873834
14.5918910397816,1.6029239691663637
14.7656304018156,1.60326801518824
14.8900600384854,1.60421988874216
14.9503567582208,1.6043448778211402
15.019109196926,1.6048222338974756
15.5306135313538,1.6049472229764559
15.5505738385081,1.6050722120554362
15.5804958954026,1.6051972011344164
15.5976455361821,1.6053221902133967
15.8481796252519,1.605447179292377
15.878717667399,1.6055721683713573
16.1878152943911,1.6062597261171199
16.2186044340463,1.6063847151961002
16.3108590202513,1.6075285015397134
16.6897883695834,1.6076534906186937
16.7081466126207,1.607778479697674
16.7263933707548,1.6079034687766542
16.7437317816799,1.6080284578556345
16.7814663438526,1.60870672869249
16.8410790594804,1.6088317177714704
16.8665111512848,1.6106775514603409
16.991221362726,1.6108025405393211
17.271408321586,1.6109275296183014
17.3282155505327,1.6110525186972817
17.4666782402485,1.611177507776262
17.7349562210914,1.6113024968552423
17.7894731729361,1.6114274859342226
17.8610611355839,1.6115524750132029
17.8675506851476,1.6116774640921832
17.8740826324047,1.6118024531711634
17.9974300474681,1.6119274422501437
18.0295973782989,1.612052431329124
18.6363595265626,1.6121774204081043
18.6840333358651,1.6123024094870846
18.7501642819086,1.6124273985660649
18.8083223425396,1.6125523876450452
18.8847357404844,1.6126773767240254
18.9977618309198,1.6128023658030057
19.0802183199724,1.612927354881986
19.2471891425171,1.6130523439609663
19.2975277748856,1.6131773330399466
19.3609422481257,1.6133023221189269
19.514117635878,1.6134273111979072
19.5679137080541,1.6135523002768875
19.5822026076456,1.6136772893558677
19.6427349889205,1.613802278434848
19.8933503340957,1.6139272675138283
19.9827754634856,1.6140522565928086
20.0155578422629,1.6141772456717889
20.2587015568996,1.6143022347507692
20.2990801836938,1.6144272238297495
20.3212786944269,1.6145522129087297
20.591347534739,1.61467720198771
20.6363882775124,1.6148021910666903
20.6680344098233,1.6149271801456706
20.8841010706284,1.615052169224651
20.8879016842056,1.6151771583036312
20.970664341931,1.6153021473826115
20.9782990476884,1.6154271364615918
21.2420566791136,1.615552125540572
21.2769010552136,1.6156771146195523
21.3810272250228,1.6158021036985326
