lambda_theta,sigma_theta_kPa,lambda_z,sigma_z_kPa,pressure_kPa,od_mm,length_mm,F_transducer_mN,F_vessel_mN
0.359924623115578,0,1.665,22.1978669296645,0.06852648,5.73,74.925,572.4141605,572.4141605
0.359924623115578,0,1.665,22.1978669296645,0.06852648,5.73,74.925,572.4141605,572.4141605
0.359924623115578,0,1.665,22.1978669296645,0.06626004,5.73,74.925,572.4141605,572.4141605
0.359924623115578,0,1.665,22.2374176947953,0.06626004,5.73,74.925,573.4340521,573.4340521
0.353957286432161,0,1.665,22.9935356623286,0.08505816,5.635,74.925,573.4340521,573.4340521
0.353957286432161,0,1.665,23.0128037686229,0.08505816,5.635,74.925,573.91457795,573.91457795
0.356407035175879,0,1.665,22.6975359205447,0.07172616,5.674,74.925,573.91457795,573.91457795
0.356407035175879,0,1.665,22.6428505393306,0.07172616,5.674,74.925,572.5318403,572.5318403
0.356407035175879,0,1.665,22.6428505393306,0.1686498,5.674,74.925,572.5318403,572.5318403
0.352701005025126,0,1.665,22.7766445146899,0.1686498,5.615,74.925,564.0000548,564.0000548
0.352701005025126,0,1.665,22.7766445146899,0.08772456,5.615,74.925,564.0000548,564.0000548
0.359924623115578,0,1.665,22.3408581574451,0.08772456,5.73,74.925,576.1014609,576.1014609
0.359924623115578,0,1.665,22.3408581574451,0.09305736,5.73,74.925,576.1014609,576.1014609
0.359924623115578,0,1.665,22.5758809733185,0.09305736,5.73,74.925,582.1619706,582.1619706
0.35571608040201,0,1.665,23.1132399194036,0.14785188,5.663,74.925,582.1619706,582.1619706
0.35571608040201,0,1.665,23.0345916736028,0.14785188,5.663,74.925,580.1810273,580.1810273
0.358542713567839,0,1.665,22.6728289934801,0.12558744,5.708,74.925,580.1810273,580.1810273
0.358542713567839,0,1.665,22.3474642016296,0.12558744,5.708,74.925,571.85518145,571.85518145
0.358542713567839,0,1.665,22.3474642016296,0.1479852,5.708,74.925,571.85518145,571.85518145
0.355025125628141,0,1.665,23.2048575352015,0.1479852,5.652,74.925,582.2011972,582.2011972
0.355025125628141,0,1.665,23.2048575352015,0.1513182,5.652,74.925,582.2011972,582.2011972
0.358982412060301,0,1.665,22.9690326825861,0.1513182,5.715,74.925,589.2031453,589.2031453
0.358982412060301,0,1.665,22.9690326825861,0.17918208,5.715,74.925,589.2031453,589.2031453
0.358982412060301,0,1.665,22.4135584226114,0.17918208,5.715,74.925,574.95408285,574.95408285
0.355653266331658,0,1.665,22.8351332871369,0.13651968,5.662,74.925,574.95408285,574.95408285
0.355653266331658,0,1.665,22.6364957873256,0.13651968,5.662,74.925,569.95269135,569.95269135
0.351570351758794,0,1.665,23.1653205209398,0.1679832,5.597,74.925,569.95269135,569.95269135
0.351570351758794,0,1.665,23.0748418864442,0.1679832,5.597,74.925,567.7265818,567.7265818
0.351570351758794,0,1.665,23.0748418864442,0.19158084,5.597,74.925,567.7265818,567.7265818
0.356218592964824,0,1.665,22.782511848565,0.19158084,5.671,74.925,575.454222,575.454222
0.356218592964824,0,1.665,22.782511848565,0.17024964,5.671,74.925,575.454222,575.454222
0.356092964824121,0,1.665,22.9745912217972,0.17024964,5.669,74.925,579.89663445,579.89663445
0.356092964824121,0,1.665,22.9745912217972,0.20984568,5.669,74.925,579.89663445,579.89663445
0.356092964824121,0,1.665,22.8386078127425,0.20984568,5.669,74.925,576.46430695,576.46430695
