lambda_theta,sigma_theta_kPa,lambda_z,sigma_z_kPa,stress_ratio_sigmaTheta_over_sigmaZ,pressure_kPa,od_mm,length_mm,F_transducer_mN,F_vessel_mN
0.811893083622229,0.0713897231790116,1.092,1.45639422092314,0.0490181313228235,0.152909649230769,7.57204195804196,24.024,51.8799216188811,53.1819848593197
0.814820870124575,0.0808608941992154,1.092,1.42737342899175,0.0566501327240854,0.130352234122435,7.58394924022289,24.024,50.9941630589119,52.1222557729722
0.817748656626922,0.0901429524142617,1.092,1.41511878463885,0.0636999193232157,0.121567601220754,7.59590985098722,24.024,50.6052391128443,51.6747627102635
0.820676443129268,0.0992283261833922,1.092,1.40964690145868,0.0703923273840509,0.118340063325364,7.60792007546761,24.024,50.4166111779262,51.4749503213793
0.823604229631614,0.108109443865849,1.092,1.40866780755981,0.0767458752770986,0.11877437133941,7.6199850849248,24.024,50.359835565979,51.439197531264
0.826532016133961,0.116778733820873,1.092,1.41076834325513,0.0827766900066836,0.121683586731913,7.63211556651992,24.024,50.3920032866115,51.515901116008
0.829459802636307,0.125228624407705,1.092,1.41392485386207,0.0885680904933875,0.125441423694082,7.64426849787171,24.024,50.4546688073484,51.6311648934212
0.832387589138653,0.133451543985589,1.092,1.42246219107694,0.0938172872521508,0.130727096750633,7.65654568867344,24.024,50.695835433482,51.9429160195774
0.835315375640999,0.141439920913765,1.092,1.4313150867803,0.0988181583636695,0.136102369729972,7.66883016666857,24.024,50.9474702540245,52.2661901430897
0.838243162143346,0.149186183551475,1.092,1.44016798248366,0.103589432181511,0.14147764270931,7.6811146446637,24.024,51.199105074567,52.5894642666019
0.841170948645692,0.15668276025796,1.092,1.44775875998461,0.108224356563124,0.151996941513321,7.69349636091628,24.024,51.3486834774027,52.8666506274968
0.844098735148038,0.163922079392464,1.092,1.45474077063012,0.112681298759133,0.164997396535192,7.70592497882046,24.024,51.4490362495755,53.1216071352216
0.847026521650385,0.170896569314226,1.092,1.45569363409445,0.117398719972102,0.179517302196279,7.71837511710755,24.024,51.3116267518705,53.1564020895034
0.849954308152731,0.177598658382489,1.092,1.43707017166772,0.123583845718811,0.198088748615872,7.73089710259281,24.024,50.4112638567442,52.4763439825857
0.852882094655077,0.184020774956494,1.092,1.40855400465036,0.130645168271111,0.204660993231976,7.74348679412218,24.024,49.2694455245595,51.4350418812895
0.855809881157423,0.190155347395483,1.092,1.33956936668966,0.141952594709891,0.209197675289066,7.75609578111554,24.024,46.6711065205283,48.9159849399442
0.85873766765977,0.195897520615015,1.092,1.22250461695783,0.160242765464969,0.21060599792659,7.76875990800945,24.024,42.348606443927,44.6412249482079
0.861665454162116,0.201089591278344,1.092,1.11132897397155,0.180945153044747,0.21266719605526,7.78147979124982,24.024,38.2334175075209,40.5815127651468
0.864593240664462,0.205867203128815,1.092,1.09305743731755,0.18834070022343,0.215345204652204,7.79424549969724,24.024,37.5029565583625,39.9143056506653
0.867521027166809,0.210377179618999,1.092,1.08329289579759,0.194201568601726,0.218302691080848,7.80708646355648,24.024,37.0781790463334,39.5577416848022
0.870448813669155,0.214766344201465,1.092,1.07676593089349,0.199454995779125,0.221366540670433,7.81995606798241,24.024,36.7697379765271,39.3194017190699
0.873376600171501,0.219181520328785,1.092,1.07023896598938,0.204796804539969,0.224430390260017,7.83282567240834,24.024,36.4612969067208,39.0810617533375
0.876304386673847,0.223769531453529,1.092,1.07064556143964,0.209004304984592,0.22752885505419,7.84578557954045,24.024,36.4032592347278,39.095909074735
0.879232173176194,0.228677201028266,1.092,1.07567928512665,0.212588644394451,0.230650420388689,7.85880575040146,24.024,36.5123288746184,39.2797215432704
0.88215995967854,0.234051352505568,1.092,1.08071300881366,0.216571236393736,0.233771985723189,7.87182592126247,24.024,36.621398514509,39.4635340118058
0.885087746180886,0.240040726846859,1.092,1.08574673250067,0.221083536023178,0.236893551057688,7.88484609212348,24.024,36.7304681543996,39.6473464803412
0.888015532683233,0.246864396882094,1.092,1.10272243609526,0.223868118396358,0.242993738158421,7.89800435907361,24.024,37.2335428821516,40.2672346936931
0.890943319185579,0.254482688558536,1.092,1.1203260580868,0.227150557394978,0.249250543459742,7.91116988722126,24.024,37.7573346974447,40.9100521017641
0.893871105687925,0.262731316711968,1.092,1.13792968007835,0.230885371312117,0.255507348761062,7.92433541536891,24.024,38.2811265127379,41.5528695098352
0.896798892190271,0.27144599617817,1.092,1.14706526923312,0.236643897656886,0.261633186818521,7.93761110197172,24.024,38.4914529794334,41.8864665243866
0.899726678692618,0.280462441792927,1.092,1.15460185140552,0.242908359666593,0.267734294511628,7.95090758964395,24.024,38.6425882159109,42.1616738777431
