lambda_theta,sigma_theta_kPa,lambda_z,sigma_z_kPa,stress_ratio_sigmaTheta_over_sigmaZ,pressure_kPa,od_mm,length_mm,F_transducer_mN,F_vessel_mN
1.22014604283169,3.0289044082117,1.0717012987013,2.08717054906311,1.45120120134472,1.42211866857143,9.39324242424242,23.5774285714286,32.0230424590909,77.6591109711854
1.21946281673681,3.02910017647533,1.07254545454545,2.12183182915276,1.42758730209304,1.42272553428571,9.38860865800866,23.596,33.2866866231818,78.8866450893718
1.21877919420186,3.02928911871736,1.07338961038961,2.15654333326761,1.40469661424673,1.4233324,9.38397489177489,23.6145714285714,34.5503307872727,80.1141142335393
1.21809517569285,3.02947123331987,1.07423376623377,2.19130506084178,1.38249634314088,1.42393926571429,9.37934112554112,23.6331428571429,35.8139749513636,81.3415185358562
1.21741076167247,3.02964651867271,1.07507792207792,2.22611701131458,1.36095564755764,1.42454613142857,9.37470735930736,23.6517142857143,37.0776191154545,82.5688581282685
1.21672595260018,3.02981497317354,1.07592207792208,2.26097918413054,1.34004549641118,1.42515299714286,9.37007359307359,23.6702857142857,38.3412632795454,83.7961331425008
1.21604074893216,3.02997659522782,1.07676623376623,2.29589157873935,1.31973853786752,1.42575986285714,9.36543982683982,23.6888571428571,39.6049074436363,85.0233437100572
1.21535515112133,3.03013138324876,1.07761038961039,2.33085419459595,1.30000897965822,1.42636672857143,9.36080606060606,23.7074285714286,40.8685516077273,86.2504899622221
1.21466915961736,3.03027933565738,1.07845454545455,2.36586703116045,1.28083247948683,1.42697359428571,9.35617229437229,23.726,42.1321957718182,87.4775720300614
1.21398277486669,3.03042045088242,1.0792987012987,2.40093008789815,1.26218604454882,1.42758046,9.35153852813853,23.7445714285714,43.3958399359091,88.7045900444226
1.21329599731251,3.03055472736042,1.08014285714286,2.43604336427959,1.24404793929301,1.42818732571429,9.34690476190476,23.7631428571429,44.6594841,89.9315441359366
1.21289579895806,3.030388393527,1.081,2.41796796430668,1.25327896740597,1.42790164,9.34357142857143,23.782,43.9585421166667,89.1934745116948
1.21249521412123,3.03637526081395,1.08185714285714,2.40235208445344,1.26391767487519,1.43051725142857,9.34023809523809,23.8008571428571,43.2576001333333,88.5472287754473
1.21098335837617,3.03658542964693,1.08280952380952,2.44040313860422,1.24429664165393,1.43313286285714,9.33161904761904,23.8218095238095,44.63286605,89.8706207406634
1.20934179484845,3.02867163367598,1.08366666666667,2.47504602425973,1.22368295538336,1.43239008,9.32257142857143,23.8406666666667,46.0081319666667,91.0742907619299
1.2099219374694,3.03287066149578,1.08452380952381,2.49128659251122,1.21739131523951,1.43164729714286,9.3237619047619,23.8595238095238,46.4900587666667,91.599443105863
1.21071240882578,3.04038231932407,1.08547619047619,2.50911199786765,1.21173639196175,1.43178696571429,9.3257619047619,23.8804761904762,46.9719855666667,92.1739032509895
1.21146614322931,3.04741404665591,1.08633333333333,2.54494874644526,1.19743631415465,1.43192663428571,9.3277619047619,23.8993333333333,48.12683535,93.4166239761815
1.21344031021014,3.06314909720933,1.08728571428571,2.585017001667,1.18496284366176,1.43286622285714,9.33523809523809,23.9202857142857,49.2816851333333,94.8042824116123
1.21229434275979,3.06148841821304,1.08814285714286,2.59304788363784,1.1806524814027,1.43380581142857,9.32847619047618,23.9391428571429,49.5721487666666,95.0239007837285
1.20954819022757,3.04896663716754,1.089,2.59601643488924,1.17447894250239,1.43377406857143,9.31433333333333,23.958,49.8626124,95.0578070993761
1.20949937653693,3.05153154297144,1.08995238095238,2.60038874442913,1.17349052118027,1.43374232571429,9.31247619047619,23.9789523809524,49.9335938666666,95.1347073616226
