lambda_theta,sigma_theta_kPa,lambda_z,sigma_z_kPa,stress_ratio_sigmaTheta_over_sigmaZ,pressure_kPa,od_mm,length_mm,F_transducer_mN,F_vessel_mN
1.22463645852972,9.14429217664628,1.12829004329004,5.19098313766407,1.7615723137874,4.02811085714286,9.31961904761904,24.8223809523809,51.0369056712121,183.458186393562
1.22488094926635,9.15446316110922,1.12922770562771,5.2591906322294,1.74066007514708,4.02722973314286,9.31927619047619,24.8430095238095,53.2241324907575,185.714417979642
1.22512481779001,9.16462600755318,1.13016536796537,5.32749748485185,1.72024971079044,4.02634860914286,9.31893333333333,24.8636380952381,55.411359310303,187.970411374494
1.22536806609864,9.17478072145354,1.13110303030303,5.39590369619397,1.70032328929907,4.02546748514286,9.31859047619048,24.8842666666667,57.5985861298485,190.226167193843
1.22561069618127,9.18492730826468,1.13204069264069,5.46440926691826,1.68086372370946,4.02458636114286,9.31824761904762,24.9048952380952,59.7858129493939,192.481686051371
1.22585271001807,9.19506577342017,1.13297835497835,5.53301419768719,1.66185472237966,4.02370523714286,9.31790476190476,24.9255238095238,61.9730397689394,194.736968558729
1.22609410958043,9.20519612233277,1.13391601731602,5.60171848916315,1.64328074324705,4.02282411314286,9.3175619047619,24.9461523809524,64.1602665884848,196.992015325542
1.22633489683099,9.21531836039474,1.13485367965368,5.67052214200855,1.62512695120711,4.02194298914286,9.31721904761904,24.966780952381,66.3474934080303,199.246826959421
1.22657507372371,9.22543249297778,1.13579134199134,5.73942515688567,1.6073791783677,4.02106186514286,9.31687619047619,24.9874095238095,68.5347202275757,201.501404065966
1.22681464220389,9.2355385254333,1.136729004329,5.80842753445681,1.59002388695497,4.02018074114286,9.31653333333333,25.0080380952381,70.7219470471212,203.755747248777
1.22705360420823,9.24563646309252,1.13766666666667,5.87752927538419,1.57304813466678,4.01929961714286,9.31619047619047,25.0286666666667,72.9091738666666,206.009857109466
1.22784489562763,9.26825839136702,1.13852380952381,5.95855291054893,1.55545457605296,4.02025190285714,9.31857142857142,25.0475238095238,75.3141380333333,208.692535874771
1.22812994766273,9.28375073745413,1.13947619047619,6.04397514769111,1.53603390328312,4.02131846285714,9.31842857142857,25.0684761904762,77.9843487333333,211.507439822563
1.22886892715999,9.30273038221901,1.14033333333333,6.11694622446696,1.52081284367179,4.02103912571429,9.32057142857143,25.0873333333333,80.1544202833333,213.900143793859
1.22960702103054,9.32670756630981,1.14119047619048,6.21615047380882,1.5003992592533,4.02291195428571,9.32271428571429,25.1061904761905,83.1659958,217.205897912706
1.23035622427368,9.35166509888602,1.14223809523809,6.30207282478866,1.4839030520406,4.02438482285714,9.32461904761905,25.1292380952381,85.6760312166667,220.006245918843
1.23139657397457,9.37852703116632,1.14319047619048,6.40026446992444,1.46533429598684,4.02496254285714,9.32804761904762,25.1501904761905,88.5792666,223.247989200579
1.2314765059669,9.38986064517086,1.14423809523809,6.48443555857038,1.44806137101022,4.02527997142857,9.32680952380952,25.1732380952381,91.2420055666666,225.976880659508
1.23147422335431,9.39482004165345,1.14519047619048,6.57792910415548,1.42823370287139,4.02380710285714,9.32533333333333,25.1941904761905,94.3292323833333,229.044408576687
1.23147145208262,9.3993200580446,1.14614285714286,6.65465568885715,1.41244273145239,4.02214377714286,9.32385714285714,25.2151428571428,96.8345979666667,231.523495816488
1.23320540606538,9.4350444651133,1.14719047619048,6.75414499901151,1.3969265490294,4.02122323428571,9.33042857142857,25.2381904761905,99.5972713666667,234.770259756516
1.23491561163456,9.47416864738589,1.14804761904762,6.85245382513477,1.38259503663267,4.02260087428571,9.33719047619048,25.2570476190476,102.287095366667,238.00958603881
1.23479979773277,9.4876851147251,1.149,6.93358071361109,1.36836729917921,4.02555296,9.33519047619047,25.278,104.8078714,240.627788846604
1.23448145078566,9.49699848046202,1.14985714285714,7.0440448843673,1.34823082992252,4.02850504571428,9.33238095238095,25.2968571428571,108.421388433333,244.279184058601
1.2341627871128,9.4925459634803,1.15071428571429,7.18958817045756,1.32031845752803,4.02562279428571,9.32957142857143,25.3157142857143,113.44192625,249.140735851875
1.23397523939134,9.49110484399947,1.15166666666667,7.32411525579301,1.29587049254754,4.02274054285714,9.3272380952381,25.3366666666667,118.0132261,253.592617533616
1.23445209507865,9.50527546873269,1.15252380952381,7.4657432101274,1.2731854285905,4.02216282285714,9.32819047619048,25.3555238095238,122.58452595,258.304145007507
1.235442252371,9.52883824401637,1.15347619047619,7.59709343435884,1.25427419398595,4.02158510285714,9.33142857142857,25.3764761904762,126.625799716667,262.631652750269
1.23544437368659,9.54102348808413,1.15433333333333,7.72238633508316,1.23550196455969,4.02348967428571,9.33014285714285,25.3953333333333,130.667073483333,266.764798820958
1.23544610879123,9.55320957570435,1.15519047619048,7.84510726937852,1.21772835573492,4.02539424571428,9.32885714285714,25.4141904761905,134.613549633333,270.803030384625
1.23415902321735,9.54171581363696,1.1562380952381,7.95745799122487,1.19909094388675,4.02566088571429,9.32119047619047,25.4372380952381,138.560025783333,274.432355859341
1.23197447882641,9.51440581359346,1.15719047619048,8.06673839331862,1.1794613076177,4.02592752571428,9.30942857142857,25.4581904761905,142.669479116667,277.972194457691
1.23079672625255,9.50071271331743,1.1582380952381,8.18345527043508,1.16096592445997,4.02450544571428,9.30228571428571,25.4812380952381,146.77893245,281.739085999254
1.23012233105185,9.49454729741239,1.15919047619048,8.32603515463778,1.14034436812625,4.02308336571429,9.29766666666666,25.5021904761905,151.657507333333,286.41230297967
1.22944755117524,9.4916004789614,1.16014285714286,8.47017477689547,1.12059086488417,4.02303257714286,9.29304761904762,25.5231428571429,156.536082216667,291.131457637816
1.22962913771381,9.50375023075414,1.16119047619048,8.61528811370494,1.10312622228337,4.02298178857143,9.29233333333333,25.5461904761905,161.175561633333,295.852043953253
1.22980011669707,9.5146926302838,1.16204761904762,8.75922177225105,1.08624862775208,4.02320398857143,9.29185714285714,25.5650476190476,165.81504105,300.572906238569
1.22843904660984,9.50091117592392,1.163,8.88702367097233,1.06907683918484,4.02342618857143,9.284,25.586,170.291543283333,304.70870094789
1.22803504321676,9.50201920974206,1.16385714285714,9.02185590173988,1.05322223201432,4.02355316,9.28080952380952,25.6048571428571,174.768045516667,309.103870628502
1.22924257057182,9.52919714281227,1.16480952380952,9.17325983542566,1.0388016161945,4.02296909142857,9.28509523809524,25.6258095238095,179.35382185,314.034249269568
1.22900043017843,9.53245948467995,1.16577835497835,9.32173691959505,1.02260550441431,4.02244914342857,9.28250692640692,25.6471238095238,184.22632595,318.851957792828
1.22875788178493,9.53570789443907,1.16674718614719,9.47044406961514,1.00689131621962,4.02192919542857,9.27991861471861,25.6684380952381,189.09883005,323.669528276462
1.22851492648295,9.53894238446142,1.16771601731602,9.61938129095114,0.991637829496853,4.02140924742857,9.2773303030303,25.6897523809524,193.97133415,328.486961250686
1.22827156535987,9.54216296710933,1.16868484848485,9.76854858906671,0.976825050324185,4.02088929942857,9.27474199134199,25.7110666666667,198.84383825,333.304257243904
1.22802779949883,9.54536965473555,1.16965367965368,9.91794596942387,0.962434125388772,4.02036935142857,9.27215367965368,25.7323809523809,203.71634235,338.121416782712
1.22778362997873,9.5485624596834,1.17062251082251,10.0675734374831,0.948447261793259,4.01984940342857,9.26956536796537,25.7536952380952,208.58884645,342.938440391912
1.22753905787426,9.55174139428663,1.17159134199134,10.2174309987032,0.93484765353433,4.01932945542857,9.26697705627706,25.7750095238095,213.46135055,347.755328594513
1.22729408425595,9.55490647086967,1.17256017316017,10.3675186585415,0.921619414014525,4.01880950742857,9.26438874458874,25.7963238095238,218.33385465,352.572081911743
1.22704871019013,9.55805770174757,1.173529004329,10.5178364224536,0.90874751401751,4.01828955942857,9.26180043290043,25.8176380952381,223.20635875,357.388700863053
1.22680293673901,9.56119509922589,1.17449783549784,10.6683842958937,0.896217724637654,4.01776961142857,9.25921212121212,25.8389523809524,228.07886285,362.205185966128
