age,animal,subset,loss,aic,bic,rmse_theta,rmse_z,rmse_combined,r2_theta,r2_z,t_fit_s,n_terms_used,n_terms_missing,terms,missing,recruit_start_init,recruit_start_learn,recruit_ref_stretch,dispersion_init,dispersion_learn,lam_lb[d1],lam_ub[d1],lam_lb[d2],lam_ub[d2],lam_lb[theta],lam_ub[theta],lam_lb[z],lam_ub[z],kappa[d1],kappa[d2],w[I₈D1D2],w[b_θz <E_θ><E_z>],w[<E_θ>],w[<I₄D1-1>],w[<I₄D2-1>],w[<I₄z-1>],w[(<I₄θ-1>)³],w[<E_z>],w[<I₄θ-1>],w[b_z E_z²]
10weeks,Gus,proposed,2.4414356052184827,2622.596958805362,2973.028359184444,1.4451383884793385,0.5941469880103943,1.1048609879117108,0.9291024841224983,0.9890749424548426,597.5892248153687,10,0,I₈D1D2;b_θz <E_θ><E_z>;<E_θ>;<I₄D1-1>;<I₄D2-1>;<I₄z-1>;(<I₄θ-1>)³;<E_z>;<I₄θ-1>;b_z E_z²,,1.65,True,1.465309059059059,0.08,True,1.509778290277923,2.380299304632379,1.727435983277305,2.7915926990670723,1.7176050434813814,2.669434215649355,1.8265610328395667,2.258119998158824,0.31497329755502684,0.0013162449329799746,-57811335.85969975,0.18872137775704476,0.6325652310998676,3.059523215283173,4421.890955026358,11551.937656553759,6238.456672847561,0.35448022382957123,0.00026065267014907024,3.7748173535132907
