subset,n_animals,mean_rmse_theta,median_rmse_theta,mean_rmse_z,median_rmse_z,mean_rmse_combined,median_rmse_combined,mean_r2_theta,median_r2_theta,mean_r2_z,median_r2_z
proposed,1,1.4451383884793385,1.4451383884793385,0.5941469880103943,0.5941469880103943,1.1048609879117108,1.1048609879117108,0.9291024841224983,0.9291024841224983,0.9890749424548426,0.9890749424548426
