term_idx,term_name,w
0,I₁-3,0.0006800937236
1,I₂-3,0.0008956450234
4,<I₂-3>ln(1+<I₂-3>),0.0009301322555
13,(<I₄θ-1>)³,0.0342155884
35,<I₂-3>·<E_z>,0.007772674489
42,I₈D1D2,0.2111426014
