model,r2_circumferential,r2_axial,mse_circumferential,mse_axial,loss,aic,bic
"b: Quad+4Fib (no rec, no disp)",0.7667664883304055,0.7842154676872177,4.679726107470045,6.921344244222192,0.4608731528646438,10713.25159284553,11031.917733895358
