term_idx,term_name,w
0,I₁-3,0.006793215319
1,I₂-3,0.009864971268
2,<E_θ>,0.1771231524
3,<E_z>,0.01273756284
4,<I₂-3>ln(1+<I₂-3>),0.005488451993
5,<I₄θ-1>,0.1747637391
6,<I₄z-1>,0.01274615655
7,<I₄D1-1>,0.3371214389
8,<I₄D2-1>,0.3371214389
13,(<I₄θ-1>)³,0.001245383197
22,exp(<I₄z-1>)-1,0.007340145407
35,<I₂-3>·<E_z>,0.0194401134
42,I₈D1D2,0.3807081586
