model,r2_circumferential,r2_axial,mse_circumferential,mse_axial,loss,aic,bic
Base,0.9607454746983422,0.9805914717249596,3.294455398618621,0.9739333567512239,4.268388755369844,4144.242180381909,4452.6876694975335
Base + Tweak,0.9745424098999371,0.9778461903268153,2.13654080635208,1.1116934738209898,3.24823428017307,3563.8625560174105,4406.1560070639225
