model,r2_circumferential,r2_axial,mse_circumferential,mse_axial,loss,aic,bic
Base,0.9097778180280646,0.9748214250584268,2.657670788761118,0.8135705374841204,3.471241326245239,3596.101404071426,3904.956197625871
Base + Tweak,0.92715788002156,0.9750909986627135,2.145707078092515,0.8048600706431668,2.950567148735682,3320.084720344753,4163.495887358815
