subset,n_animals,mean_rmse_theta,median_rmse_theta,mean_rmse_z,median_rmse_z,mean_rmse_combined,median_rmse_combined,mean_r2_theta,median_r2_theta,mean_r2_z,median_r2_z
proposed,1,1.4762256204816002,1.4762256204816002,0.7963676658723456,0.7963676658723456,1.1860530219626046,1.1860530219626046,0.9260194390645923,0.9260194390645923,0.9803725820516005,0.9803725820516005
