age,animal,subset,loss,aic,bic,rmse_theta,rmse_z,rmse_combined,r2_theta,r2_z,t_fit_s,n_terms_used,n_terms_missing,terms,missing,recruit_start_init,recruit_start_learn,recruit_ref_stretch,dispersion_init,dispersion_learn,lam_lb[d1],lam_ub[d1],lam_lb[d2],lam_ub[d2],lam_lb[theta],lam_ub[theta],lam_lb[z],lam_ub[z],kappa[d1],kappa[d2],w[I₈D1D2],w[b_θz <E_θ><E_z>],w[<E_θ>],w[<I₄D1-1>],w[<I₄D2-1>],w[<I₄z-1>],w[(<I₄θ-1>)³],w[<E_z>]
10weeks,Gus,proposed,2.8134435418132537,3016.5521950056345,3355.1045648633917,1.4762256204816002,0.7963676658723456,1.1860530219626046,0.9260194390645923,0.9803725820516005,599.0032932758331,8,0,I₈D1D2;b_θz <E_θ><E_z>;<E_θ>;<I₄D1-1>;<I₄D2-1>;<I₄z-1>;(<I₄θ-1>)³;<E_z>,,1.65,True,1.465309059059059,0.08,True,1.5118806003382859,2.4820582057659797,1.7151578196388122,2.7981476249786112,1.7154965808982343,2.6628899174358835,2.097302352704584,2.796687753829378,0.33321125887601477,0.09241704703601604,-5610852.225694202,0.1154882097612566,0.6789099635166964,31392.32976122988,150341.7632427285,1656.1809891918947,4800.25667927381,-0.6876942704985566
