age,animal,bucket,name,idx,gate,eff_w_norm,coeff_raw,sigma,source,kind
3weeks,Rosie,iso_base,b_z E_z²,,,,0.048017581871964914,,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Rosie/runsfinal/Original_POLY_params.txt,base
3weeks,Rosie,iso_base,b_θz <E_θ><E_z>,,,,-1.0367062516914787,,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Rosie/runsfinal/Original_POLY_params.txt,base
3weeks,Rosie,aniso_base,k1₀ fiber(helical+α),,,,0.7454457141587726,,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Rosie/runsfinal/Original_POLY_params.txt,base
3weeks,Rosie,aniso_base,k1₁ fiber(helical-α),,,,0.7454457141587726,,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Rosie/runsfinal/Original_POLY_params.txt,base
3weeks,Rosie,aniso_base,k1₂ fiber(circumferential),,,,0.3627314910110785,,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Rosie/runsfinal/Original_POLY_params.txt,base
3weeks,Rosie,aniso_base,k1₃ fiber(axial),,,,0.9704696685145466,,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Rosie/runsfinal/Original_POLY_params.txt,base
8weeks,Martini,iso_base,b_th E_θ²,,,,0.00577473080262152,,/Users/marisabazzi/TEVG/VeinSDF/8weeks/Martini/runsfinal/Martini_POLY_params.txt,base
8weeks,Martini,iso_base,b_z E_z²,,,,2.689144758790298,,/Users/marisabazzi/TEVG/VeinSDF/8weeks/Martini/runsfinal/Martini_POLY_params.txt,base
8weeks,Martini,iso_base,b_θz <E_θ><E_z>,,,,-13.012938509748402,,/Users/marisabazzi/TEVG/VeinSDF/8weeks/Martini/runsfinal/Martini_POLY_params.txt,base
8weeks,Martini,aniso_base,k1₀ fiber(helical+α),,,,6.842880245350899,,/Users/marisabazzi/TEVG/VeinSDF/8weeks/Martini/runsfinal/Martini_POLY_params.txt,base
8weeks,Martini,aniso_base,k1₁ fiber(helical-α),,,,6.842880245350899,,/Users/marisabazzi/TEVG/VeinSDF/8weeks/Martini/runsfinal/Martini_POLY_params.txt,base
8weeks,Martini,aniso_base,k1₂ fiber(circumferential),,,,0.0018071013224933922,,/Users/marisabazzi/TEVG/VeinSDF/8weeks/Martini/runsfinal/Martini_POLY_params.txt,base
8weeks,Martini,aniso_base,k1₃ fiber(axial),,,,1.952846177862989,,/Users/marisabazzi/TEVG/VeinSDF/8weeks/Martini/runsfinal/Martini_POLY_params.txt,base
