term_idx,term_name,w
0,I₁-3,0.003213895988
1,I₂-3,0.003402662792
4,<I₂-3>ln(1+<I₂-3>),0.004259777323
13,(<I₄θ-1>)³,0.003766289666
35,<I₂-3>·<E_z>,0.08413170578
42,I₈D1D2,0.2412443192
