model,r2_circumferential,r2_axial,mse_circumferential,mse_axial,loss,aic,bic
Base,0.9351581697002032,0.9824492393920464,4.3368939152221175,0.8478598885856427,5.1847538038077605,4976.9839025246165,5288.634583585899
Base + Tweak,0.9634546278646701,0.9927909523468194,2.444307961549579,0.3482619629182587,2.792569924467838,3324.8353458539605,4175.881436444386
