lambda_z,sigma_z_kpa
1.301,8.696571717826883
1.301,8.664363576326366
1.303,8.630460738399483
1.303,8.625733827069428
1.303,8.62543980278891
1.305,8.612812492705359
1.305,8.601539525835319
1.307,8.643885350250978
1.307,8.682797891243967
1.307,8.705355580421068
1.309,8.7174678121987
1.309,8.733561202001221
1.311,8.74168715031654
1.311,8.730897133117807
1.311,8.72284262813963
1.311,8.745755583622497
1.311,8.766171374317388
1.313,8.794938184954493
1.313,8.815996525442587
1.313,8.825759086929848
1.315,8.840712194948255
1.315,8.847134365386287
1.317,8.856908087213293
1.317,8.867228381282338
1.317,8.874742957165717
1.319,8.911120826957346
1.319,8.951548076562899
1.321,9.000751483921551
1.321,9.048648128654257
1.321,9.077856619001437
1.323,9.10303033380485
1.323,9.136699324315904
1.325,9.170770528366008
1.325,9.204231361986691
1.325,9.240245165981074
1.327,9.311262208564205
1.327,9.360597910709233
1.329,9.42096486622106
1.329,9.479065333747085
1.329,9.504394105878713
1.331,9.514407321422047
1.331,9.53300073433697
1.333,9.58848481637147
1.333,9.641316903737973
1.333,9.67762628377553
1.335,9.760771226710665
1.335,9.860298035463348
1.337,9.95913366793593
1.337,10.00484450500888
1.337,10.053380868326183
1.339,10.11884634948264
1.339,10.180655389723581
1.341,10.262862195336975
1.341,10.347184877814854
1.341,10.453170829364968
1.343,10.557100301774835
1.343,10.616837581283638
1.345,10.676368022399055
1.345,10.742738401061597
1.345,10.80646494638176
1.347,10.887910898243824
1.347,10.971734593497406
1.349,11.06685829374997
1.349,11.158854692847498
1.349,11.251819673219758
1.351,11.347262341814403
1.351,11.414055877742747
1.353,11.477288417971788
1.353,11.546803279232027
1.353,11.60112073897912
1.355,11.672936287857997
1.355,11.750642437377994
1.357,11.822792897197019
1.359,11.878032784367177
1.363,11.949293940960601
1.363,12.05025497391433
1.366,12.097585286392567
1.366,12.146875384259033
1.366,12.187134756661607
1.368,12.225956812224288
1.37,12.28918019787168
1.37,12.351994315139041
1.372,12.443021435525004
1.372,12.53040868888071
