lambda_z,sigma_z_kpa
1.414,16.440331403002613
1.416,16.435862924445455
1.416,16.437710674112115
1.418,16.448295573628986
1.418,16.45927900625657
1.418,16.4921055488118
1.42,16.51696433780281
1.42,16.560188987466628
1.422,16.606330726000362
1.422,16.630000729187334
1.422,16.676117952644887
1.424,16.73962701539934
1.424,16.797634631976806
1.426,16.87749686232522
1.426,16.940119945682042
1.426,17.02348796917316
1.428,17.111017363715575
1.428,17.19759424493838
1.43,17.29840772603783
1.43,17.374786167264954
1.43,17.451411003912384
1.432,17.555062274914476
1.432,17.6552839298973
1.434,17.755908540350234
1.434,17.856084342203058
1.434,17.971356179271677
1.436,18.08403467627782
1.436,18.18710336279892
1.438,18.2913191969843
1.438,18.395191690035645
1.438,18.503321384082817
1.44,18.635022739940794
1.44,18.762215707006547
1.442,18.842912390945806
1.442,18.927081416992518
1.442,19.0592503088766
1.442,19.17592332253416
1.442,19.288556183198956
1.444,19.387991099587104
1.444,19.502851484829883
1.444,19.637860212207443
1.446,19.788550516747627
1.446,19.94380595947686
1.448,20.117140060793123
1.448,20.262364635841546
1.448,20.411610242111244
1.45,20.558290233733224
1.45,20.710473814764054
1.452,20.82439668102685
1.452,20.941152717066018
1.452,21.085470955763675
1.454,21.23398935213986
1.454,21.372605164319125
1.456,21.506332221166105
1.456,21.631513894280058
1.456,21.755124630940248
1.458,21.90173200484696
1.458,22.052755417929397
1.46,22.179640036708168
1.46,22.308745095342402
1.46,22.438725001727413
1.462,22.567944966570384
1.462,22.6947022339162
1.464,22.819222164328824
1.464,22.983539004723255
1.464,23.15466193897519
1.466,23.29279085812948
1.466,23.424914246363134
1.468,23.52691068932037
1.468,23.631632195710772
1.468,23.767023499677137
1.47,23.9013594530399
1.47,24.01422689150764
1.472,24.128252806500356
1.472,24.319731295712717
1.472,24.50782966040872
1.474,24.614780238522258
1.474,24.727568462100958
1.476,24.852464069852562
1.476,24.97521057903873
1.476,25.1016340152949
1.478,25.227355217482692
1.478,25.350076095391245
1.48,25.474913606835763
1.48,25.607370656932087
1.48,25.73421505611772
1.482,25.835911246217872
1.482,25.940555533042428
1.484,26.061486619471808
1.484,26.20698071231145
1.484,26.35557930183449
1.486,26.507481639585226
1.486,26.68903270655545
1.488,26.861190743704874
1.488,27.033026499502586
1.488,27.187923776390956
1.49,27.340925688640233
1.49,27.45329053895152
1.492,27.585849074521352
1.492,27.74311537003858
1.492,27.90196320009044
1.494,28.085476697927223
1.494,28.304522845470398
1.496,28.506344080098742
1.496,28.707643450429895
1.496,28.87230801558779
1.498,29.03075660842748
1.498,29.19220602102613
1.5,29.363910659802837
1.5,29.568950196907913
1.5,29.77172829855563
1.502,29.993544684513058
1.502,30.211597305381154
1.504,30.47328502196613
1.504,30.732966006745805
1.504,30.94134301336167
1.506,31.152808675139777
1.506,31.40077626260959
1.506,31.65203901536851
1.506,31.90518048946579
1.506,32.15337219697282
1.508,32.38853922266428
1.508,32.624613891415045
1.51,32.889261933365844
1.51,33.15120465796467
1.51,33.3700127105824
1.512,33.601564853294576
1.512,33.8737621125182
1.514,34.144816413246375
1.514,34.38976770798967
1.514,34.63529452633372
1.516,34.86735656639987
1.516,35.08864029384511
1.518,35.2772840427741
1.518,35.479457613055786
1.518,35.68292561345917
1.52,35.9006735805317
1.52,36.11904116332739
1.522,36.31183122034615
1.522,36.4809445831366
1.522,36.66400164164368
1.524,36.84440931019103
1.524,36.97726163243495
1.526,37.06770472794165
1.526,37.15540019986514
1.526,37.24348347050449
1.528,37.323336194048544
1.528,37.40563248886176
1.53,37.47928629486386
1.53,37.54688882415411
1.53,37.611289747907016
1.534,37.67749388499221
1.534,37.677017722980594
