lambda_z,sigma_z_kpa
1.301,7.716866171671586
1.303,7.716156903413984
1.303,7.736786856334755
1.303,7.759058551690809
1.305,7.766812314428007
1.305,7.772705509175335
1.307,7.797427813362747
1.307,7.82852833445126
1.307,7.842931812922919
1.309,7.851867993598733
1.309,7.864067637016112
1.311,7.87663045728364
1.311,7.895192851247426
1.311,7.916490904153319
1.313,7.945045575850941
1.313,7.973891261442821
1.315,8.010815997287573
1.315,8.045959628833678
1.315,8.070706686163161
1.317,8.09180685952015
1.317,8.103913987144105
1.319,8.117742404476392
1.319,8.126952819746926
1.319,8.148188657199894
1.321,8.196086791500196
1.321,8.234407930825338
1.323,8.270383807011727
1.323,8.29989069908163
1.323,8.321283795477337
1.325,8.354016022204267
1.325,8.382244175552577
1.327,8.42658467892268
1.327,8.470719095379494
1.327,8.500882952650505
1.329,8.536778118546133
1.329,8.593231875707898
1.331,8.645430378963463
1.331,8.694313848831639
1.331,8.746411677508268
1.333,8.803507763099368
1.333,8.859099381496458
1.335,8.911003462813586
1.335,8.966450904864036
1.335,9.00139340896517
1.337,9.035659632447281
1.337,9.100302360631693
1.339,9.161795856413875
1.339,9.22726259387962
1.339,9.28410732212627
1.341,9.369110166692362
1.341,9.455656857239045
1.343,9.534141512832477
1.343,9.611572720031699
1.343,9.667971672599782
1.345,9.72475050161512
1.345,9.805081874825577
1.347,9.885377834752601
1.347,9.967129246507392
1.347,10.028265898535167
1.349,10.107019263705647
1.349,10.182892295403127
1.351,10.258873974188395
1.351,10.335389537129739
1.351,10.414886592459796
1.353,10.518449674786211
1.355,10.60006616283957
1.355,10.678233455161081
1.359,10.758806445417521
1.359,10.813736414264767
1.363,10.87726512226292
1.363,10.919758897563
1.366,10.964605488345939
1.366,11.011817981053593
1.366,11.056881188390623
1.366,11.13407375402992
1.368,11.209155265113248
1.368,11.244714414033515
1.37,11.28225604158174
1.37,11.306453965026174
1.37,11.320412531626102
1.372,11.364136837200292
1.372,11.425074334330278
1.374,11.47213934564085
1.374,11.526439075725841
1.374,11.599530725779006
1.376,11.676116466436406
1.376,11.699192919432106
1.378,11.701631679670268
1.378,11.698293723329696
1.378,11.691786612386153
1.38,11.667209700553684
1.38,11.6642128873871
1.382,11.68484319883555
1.382,11.733740393625977
1.382,11.790395858742091
1.384,11.840066135511865
1.384,11.851006563972637
1.386,11.83718652537159
1.386,11.82338496719393
1.386,11.841122519355087
1.388,11.85642470393667
1.388,11.879209133302046
1.39,11.902652960389597
1.39,11.948369522528393
1.39,11.995451303887654
1.392,12.016966420205394
1.392,12.036081982132334
1.394,12.022438949032077
1.394,12.011131591015042
1.394,12.043489318033359
1.396,12.070927068310283
1.396,12.107233739420513
1.398,12.145999445133642
1.398,12.214981957338692
1.398,12.286175495223773
1.4,12.329713862145997
1.4,12.372423389900417
1.402,12.415164116126922
1.402,12.456228472139745
1.402,12.49541753011302
1.404,12.5466283893313
1.404,12.611048276608276
1.406,12.658710455313164
1.406,12.722143641250911
1.406,12.773855622206664
1.408,12.800592054355391
1.408,12.825371293694399
1.41,12.855618110369184
1.41,12.906536280910393
1.41,12.962355868154576
1.412,13.030754554097234
1.412,13.104715523756377
1.414,13.159407835781586
1.414,13.20887457011971
1.414,13.242745384845549
1.416,13.28352894830421
1.416,13.32691759578097
1.418,13.363935581060415
1.418,13.416971187428134
1.418,13.47124934750294
1.42,13.531242427223091
1.42,13.589565735135475
1.422,13.661341131161448
1.422,13.734584845298027
1.422,13.794220526341627
1.424,13.855490595340031
1.424,13.89002019777739
1.426,13.921615006133111
1.426,14.016729618519927
1.426,14.113735012757672
1.428,14.18027019125602
1.428,14.250930903783532
1.43,14.36519427702816
1.43,14.474267650214637
1.43,14.531047468085378
1.432,14.590241264055846
1.432,14.624231168411246
1.434,14.656348103722841
1.434,14.706332483728675
1.434,14.760750939333724
1.436,14.818251236349704
1.436,14.869715684104206
1.436,14.936207527417766
1.436,15.002316870985755
1.436,15.064199922758553
1.438,15.131940174482528
1.438,15.190785068654883
1.44,15.243732743351993
1.44,15.300974920779709
1.44,15.36439845630331
1.442,15.437339954110518
1.442,15.504622014975935
1.444,15.604632840897189
1.444,15.703717185890834
1.444,15.806313478961373
1.446,15.899771325266778
1.446,15.984723180549654
1.448,16.071475961559475
1.448,16.132283560439177
1.448,16.204469263883905
1.45,16.298819623165997
1.45,16.376715016160613
1.452,16.49245051553539
1.452,16.592353221605723
1.452,16.69138582929564
1.454,16.742695732817044
1.454,16.7948767470225
1.456,16.85758004812746
1.456,16.921213849987744
1.456,16.96697255218431
1.458,17.010129264190013
1.458,17.08471638809249
1.46,17.158126683163957
1.46,17.230963085274286
1.46,17.307814935621405
1.462,17.35026946996118
1.462,17.388297548726207
1.464,17.450569193705583
1.464,17.51607139370236
1.464,17.59557850080092
1.466,17.672804259552922
1.466,17.756431764698615
1.468,17.84127187708793
1.468,17.908954302531058
1.468,17.978984456617816
1.47,18.01148600712278
1.47,18.038526896069335
1.472,18.08154458150403
1.472,18.13085332544663
1.472,18.18220430946283
1.474,18.22994421644778
1.474,18.2959041545791
1.476,18.362010564874875
1.476,18.400793914277408
1.476,18.439724720188416
1.478,18.455828713400773
1.478,18.47385785013851
1.48,18.48878305037752
1.48,18.502245107616535
1.48,18.555650273352246
1.482,18.60628167802218
1.482,18.67177201710747
1.484,18.739330926974628
1.484,18.74125248828255
1.484,18.745126990013134
1.486,18.75121880293564
1.486,18.792700207865483
1.488,18.840783166355454
1.488,18.89997232747326
1.488,18.999699920849658
1.49,19.093641504296087
1.49,19.18476537296349
1.492,19.257407482630942
1.492,19.317626584222513
1.492,19.346930396201223
1.494,19.37591644537291
1.494,19.44755001115599
1.496,19.54042153465788
1.496,19.627306732548284
1.496,19.711204783953292
1.498,19.810602580818045
1.498,19.90947444196776
1.5,19.996717868907517
1.5,20.088125706845414
1.5,20.150625925156874
1.5,20.210618123703508
1.5,20.315605110986763
1.502,20.423047438868043
1.502,20.555547674672887
1.502,20.68573476129477
1.504,20.823040030880467
1.504,20.960768557290535
1.506,21.0715374169198
1.506,21.18624310114317
1.506,21.27495991928437
1.508,21.360549075957017
1.508,21.474257734369914
1.51,21.583400306509045
1.51,21.71739664530718
1.51,21.856356839788987
1.512,22.00607056234015
1.512,22.153137370738282
1.514,22.244229152507764
1.514,22.335556951506792
1.514,22.46967940049401
1.516,22.602726870710836
1.516,22.7584559852708
1.518,22.916145271544508
1.518,23.07650292238056
1.518,23.243317406954674
1.52,23.378926439149215
1.52,23.510790159508005
1.522,23.626881484786434
1.522,23.7410642950979
1.522,23.893341620760886
1.524,24.043639917153772
1.524,24.195513628756576
1.526,24.34994865650037
1.526,24.514664114245235
1.526,24.683829631875785
1.528,24.81339955655826
1.528,24.917845998275112
1.53,24.991940811373723
1.53,25.100038301663993
1.53,25.20920531202499
1.532,25.37740359691498
1.532,25.542208801731885
1.534,25.65815881152415
1.534,25.77051870584633
1.534,25.871230690370144
1.536,25.973986692616048
