lambda_z,sigma_z_kPa,lambda_theta,sigma_theta_kPa
1.347,24.986761690021996,1.685642931873812,49.675293350251636
1.349,24.98206003732613,1.6890663318875332,50.11690781165786
1.351,25.024030364707507,1.68828638684887,50.0629095058091
1.353,25.08179117931365,1.6863876436655134,49.84751998069387
1.355,25.16671873468545,1.68752469931043,49.881738529293045
1.357,25.274972116594963,1.6832685203129831,50.53317854745433
1.359,25.402361264899664,1.68664217731792,50.172631469787
1.361,25.559125473883604,1.6867397094136098,50.320385134841835
1.365,25.807771185963396,1.68549627247497,50.5704046617711
1.367,26.092952493220896,1.6863916981477367,50.81150458977633
1.369,26.43462479975086,1.6859290793523,50.5562696016051
1.371,26.798169842971284,1.6873028678360467,50.79173848691633
1.373,27.106963705370113,1.68516283444254,50.9335320761939
1.375,27.423422470974167,1.6806261607783668,50.34462204571023
1.377,27.751653218189347,1.68655147901109,51.1717825884543
1.381,28.08535201111404,1.6847053083207368,50.883258555222795
1.383,28.398478338691994,1.68384180326179,51.3729178797356
1.385,28.72223246323861,1.6846146898473133,50.7984687437776
1.387,29.05966732886925,1.68438936350998,51.311961255389406
1.389,29.43311464583227,1.68260711774397,51.18565453328876
1.391,29.82708415825972,1.68445679610405,51.4941627688446
1.395,30.20088039882184,1.6837250237976467,51.21875249510456
1.397,30.580913750234277,1.68341864937273,51.4208529159401
1.399,30.937989734580412,1.68426919936731,51.521768701345536
1.401,31.316365462219952,1.68420170158526,51.8239697740927
1.403,31.647868975637,1.6834157618775134,51.98231873853903
1.405,31.976197502733964,1.68510318423716,51.8394027097546
1.407,32.34399626099651,1.68112520357313,51.719394845309495
1.409,32.73433527454293,1.68097704571443,52.7937028189807
1.413,33.094886669188426,1.67976243591425,51.9803921579024
1.415,33.50227390704541,1.68112946322115,52.31529170155445
1.417,33.93082713180495,1.6791453948582766,52.13251854285357
1.419,34.31797561588402,1.68011296058073,51.9804093552469
1.421,34.75099823942455,1.6831539199737067,52.5284481975059
1.423,35.16841038320194,1.68172784285149,52.547306662832796
1.425,35.583121738301635,1.6806203568704967,52.84103971122659
1.427,36.01321070681004,1.67616300808405,52.33137500616675
1.431,36.494662100724206,1.6790922040383967,52.40659290444027
1.433,36.893455693521915,1.67941969061591,52.7497353358976
1.435,37.23921092303332,1.6804645487147933,52.80553420157626
1.437,37.53339112884324,1.68126982090393,53.4673906773847
1.439,37.753754243877005,1.67980245021748,53.060881212103
1.441,37.9821062967531,1.68036802773906,53.0549616608517
1.443,38.24694870475717,1.67734555493275,53.62060776914373
1.446,38.45260685629423,1.67843245381451,53.01417350318295
1.448,38.56945897150946,1.6752102912741067,52.77230067516766
1.45,38.65404009826296,1.67585473459055,52.8281376722456
1.452,38.69930668542181,1.6751834637457301,53.19532861479157
