lambda_theta,sigma_theta_kpa
0.6959107875980193,0.854441597604056
0.6983769259951385,0.8722391692732124
0.7008430643922576,0.8900367409423688
0.7009232279632034,0.890615263583608
0.7033092027893768,0.9212645096043649
0.705634241942017,0.951131001159704
0.705775341186496,0.9521876000689109
0.708241479583615,0.9706548792522286
0.7100424334786832,0.984141031698239
0.7107076179807342,0.992042389377196
0.7131737563778534,1.02133627926995
0.714146406517425,1.03288985068592
0.7156398947749726,1.0584861037047668
0.717944765002466,1.09798828339743
0.7181060331720918,1.1001591358797802
0.7205721715692109,1.1333561559341863
0.7214361128780284,1.1449857858804
0.7230383099663301,1.1506973633174042
0.7246190540883362,1.15633246434639
0.7255044483634492,1.1720764867161184
0.7274921925776119,1.20742242270501
0.7279705867605684,1.2141072180616521
0.7300541322900793,1.24322144222498
0.7304367251576875,1.2484586035383
0.7323034771699506,1.2740118279915
0.7329028635548067,1.2793407185483885
0.7342933067670634,1.29170256041015
0.7353690019519259,1.3487321293479504
0.7355979869196503,1.36087210560361
0.7367316709869471,1.3696957967837
0.7376723978298161,1.39947178339315
0.7378351403490451,1.411667849064318
0.7378685447786191,1.41417120601567
0.7380646917274221,1.43274359966703
0.738260838676225,1.43546103307417
0.7394568362400991,1.4678492023404
0.7403012787461642,1.472828269738918
0.7409818443047791,1.47684107316972
0.7411779912535821,1.49644136793119
0.7413741382023851,1.51566983187212
0.7415702851511881,1.54424227809499
0.741766432099991,1.54881776861188
0.741962579048794,1.68144719867836
0.742158725997597,1.68460089770682
0.7427674171432834,1.6948974405552073
0.743147180146067,1.70132146373692
0.7433433270948699,1.72678476665696
0.7452335555404026,1.7476613012640598
0.7467552421167882,1.76446749341938
0.7476996939375217,1.7734591458349989
0.7501658323346408,1.7969380134584276
0.75263197073176,1.8204168810818564
0.7529971955235828,1.82389400327014
0.7550981091288792,1.83419310384449
0.7575642475259984,1.846282609723345
0.7600303859231176,1.8583721156021997
0.7610378614333491,1.86331096295885
0.7624965243202367,1.8739507979513335
0.7649626627173558,1.8919393996014107
0.767428801114475,1.909928001251489
0.7697110162485696,1.92657502275481
0.7698949395115942,1.927102846036936
0.7723610779087133,1.934180174056997
0.7748272163058325,1.941257502077058
0.7772933547029517,1.9483348300971188
0.7797594931000709,1.95541215811718
0.7811808612368418,1.95949120272917
0.78222563149719,1.9626832668334278
0.7846917698943092,1.9702180064334547
