lambda_z,sigma_z_kPa,lambda_theta,sigma_theta_kPa
1.125,2.0377976619504796,0.9617927202669115,3.2417354491608563
1.127,2.0547261742403946,0.9682792168501714,3.236165171508977
1.129,2.073241724470425,0.999098363833852,3.7061304729160147
1.133,2.1094049538889488,1.0000858367369314,3.571856235982416
1.135,2.1545023621217942,0.968970985410305,3.26301459834213
1.137,2.18199185274248,0.942533024574889,3.0890877794320573
1.139,2.201560380425382,0.947966032912319,3.1939594240373452
1.141,2.1921501176948293,0.946230102122549,3.1260822504896333
1.143,2.1922217518045346,0.957347238592251,3.184576671445455
1.145,2.2021076033427263,0.9609094681011617,3.2846344466687967
1.149,2.2729913529499832,0.9489492036090246,3.24756560117875
1.151,2.357574335148508,0.9652963499837469,3.3234283930980966
1.153,2.4048616152381133,0.9645314705304511,3.3830842840550597
1.155,2.449517006161936,0.955795966065435,3.287275554427993
1.157,2.4879408399608183,0.9504286699915825,3.1872156836333447
1.159,2.534105124844332,0.9407244461219699,3.1263752065784067
1.161,2.5881625210672246,0.932210810359491,3.1484057798
1.163,2.627426939086785,0.9316124846609816,3.0962189195261636
1.167,2.6822433984594207,0.935793355830259,3.109571750206195
1.169,2.7238837253812083,0.932155696132297,2.99348307753365
1.171,2.7607202663912798,0.9472828801917734,3.249899165273335
1.173,2.812511254901235,0.943760510495562,3.1972044933371566
1.175,2.8492753760611356,0.916369455983595,3.05673076182869
1.177,2.8762520553940774,0.9018368115537417,2.8896258951249565
1.179,2.888043304202775,0.909171526769661,2.958752461751555
1.183,2.9266445860668053,0.9195069732864406,3.0392326151032467
1.185,2.9918981401772964,0.915465910002444,2.98746348835589
1.187,3.0875385296746094,0.9102599005287336,2.944045502848437
1.189,3.1689595883963886,0.9240689122177845,3.309052712902965
1.19,3.222385121769097,0.9283737722727364,3.0733888504913764
1.192,3.27184734289133,0.904962373170099,2.9604399835672552
1.194,3.307501019528918,0.9083918190049921,2.89652444962484
1.198,3.355297003971176,0.920759387610725,3.090833693681625
1.2,3.4339690305564865,0.8976539218507923,2.9030799818717834
1.202,3.464230426552438,0.8872706153591645,2.85467233443341
1.204,3.5097754523847473,0.9039153613835946,2.9655908230230565
1.206,3.582820275586738,0.9176076468114844,3.0718147094719352
1.208,3.676383058554363,0.9239677840579267,3.09334854754437
1.21,3.784606679664762,0.9127100331202824,3.00249296878263
1.214,3.850034401146224,0.9083851280769033,2.979942499430417
1.216,3.922711935910429,0.907967079620116,2.9617597230016504
1.218,3.991636716953451,0.896316133956922,2.8430369339411627
1.22,4.046291784351586,0.9073588303631714,2.946705088178695
1.222,4.095626030121333,0.913170727744569,3.1214568929218767
1.224,4.155730617075755,0.918387305711591,3.141591148228895
1.226,4.222293315567444,0.93689447598644,3.3340938790559798
1.23,4.266812666445474,0.9589501135745164,3.4994231614871802
1.232,4.300458133146759,0.9441046334083634,3.4690274332627364
1.234,4.3649364762730505,0.91719514293566,3.20520985144634
1.236,4.446555627269245,0.9110109490136583,3.0838559597015767
1.238,4.529058716667394,0.9336181708257545,3.3491697484223453
1.24,4.58748516192205,0.912875314889007,3.13607175647939
1.242,4.640758523930171,0.886973359191374,2.98900288009891
1.246,4.697125138878256,0.8872750098895418,2.897386486238123
1.248,4.742534203471535,0.900412172405263,3.129990928795735
1.25,4.813409069745171,0.8934730480803555,3.0392101203353197
1.252,4.853947468856833,0.8787939237017345,2.89298578228392
1.254,4.873881177245665,0.891211703880891,2.9662644753759366
1.256,4.90451670994642,0.9040220053110011,3.10118949287932
1.258,4.951685906077834,0.8913474184284259,2.9774112980636365
1.26,5.043354795012188,0.8978700000880739,3.17214116519534
1.264,5.098295444157125,0.8905668698820364,3.0629926353088166
1.266,5.158486645128217,0.8775483269264905,2.97227214445146
1.268,5.222071843343313,0.8967562392568299,3.0959528853249467
1.27,5.29114646525162,0.9185724769585955,3.189154456386775
1.272,5.372860930947003,0.934419293753688,3.50791295264135
1.274,5.448972382179833,0.9131396401371915,3.19461148763776
1.276,5.526467751478752,0.8997907049652173,3.1322839002388836
1.28,5.6114856127077255,0.9270392931603225,3.239621580531085
1.282,5.666935097935887,0.9314328734187973,3.6671063861036934
1.284,5.720694707521297,0.938269042221201,3.3789899225690503
1.286,5.7859981078998155,0.9320353684112473,3.3864748932628466
1.288,5.864570077133267,0.9311705414697831,3.53218738608639
1.29,5.938047659255901,0.926252610604224,3.4318369395237602
1.292,6.0127291021461655,0.9253756441346526,3.427114971225535
1.294,6.074659430522062,0.9269263683409891,3.3049089138938768
1.298,6.125632138832706,0.916716355099342,3.32691505305469
1.3,6.195397564989651,0.9350733798374447,3.4598820373131036
1.302,6.259701131031667,0.9269872691171215,3.3382179108561196
1.304,6.322612980041091,0.9128055932678274,3.2170491913151764
1.306,6.358111016423455,0.9116021547314594,3.27740620777597
1.308,6.386280526107651,0.917979540824433,3.4346013022590864
1.31,6.473888284772743,0.944759112201417,3.64699195089736
1.314,6.542697261762735,0.9249540287662456,3.3468640188521803
1.316,6.599057814261422,0.9116783560952975,3.240804233066045
1.317,6.653361370073392,0.907187206789292,3.22210429245551
1.319,6.675264565771123,0.902812638602722,3.178650331799735
1.321,6.712684122127621,0.9185581755490256,3.351699648027907
1.323,6.7500688863133975,0.910997790648648,3.34059772135743
1.325,6.785720369014704,0.936284101177633,3.59089356142586
1.329,6.796202611447038,0.943374912736897,3.66220108110742
1.331,6.839538214541424,0.9125150078753403,3.3048354675079197
1.333,6.876437695382957,0.9092234250594035,3.34366629354155
1.335,6.944068875413123,0.918614829948838,3.476138294480117
1.337,7.018543479199079,0.924950127379,3.3723292729204397
1.339,7.0518895011431315,0.9091316789282177,3.292667960617487
1.343,7.109260733131313,0.878276592052869,3.07765639271731
1.345,7.162842391441806,0.881004637139235,3.08669380723907
1.347,7.212877380011509,0.9018907115578415,3.305637410047275
1.349,7.281782628431544,0.9089087656176092,3.2940115868961235
1.351,7.332417536856239,0.897170470714399,3.28635428720164
1.353,7.395747656908915,0.9097561846156491,3.4446971041750465
1.355,7.462051764741213,0.907805541578371,3.435445699473875
1.359,7.500720285797976,0.8928176204499157,3.2533750638746266
1.361,7.597168792860021,0.8941546996921395,3.273230839545385
1.363,7.710203729990282,0.894603175487525,3.391525774899007
1.365,7.821196876680722,0.9021299549074385,3.455514908083435
1.367,7.907338773876363,0.9012943409015225,3.3299974176496066
1.369,7.989039831821685,0.9028669101557615,3.42161712106689
1.371,8.073385075809338,0.9178432458653084,3.4249959208246636
1.373,8.150495914936114,0.918414842770762,3.40253816038907
1.377,8.245284262183029,0.9193512056598471,3.603037383049097
1.379,8.327926672107054,0.9085984584496449,3.5146890326458
1.381,8.431401457810615,0.9036088574232816,3.4172829187312104
1.383,8.53833252799039,0.883749106837115,3.19536845752343
1.385,8.629318586607011,0.8885309033251533,3.46689793089211
1.387,8.721882096168216,0.9240988655869804,3.65910667118034
1.389,8.819594626841983,0.9333618450301633,3.6281477410649896
1.393,8.921868466923264,0.9362640331713019,3.77322242819666
1.395,9.02278442720256,0.9274024044558273,3.614157598208433
1.397,9.104884217625743,0.9247439361281975,3.567072982573695
1.399,9.192247815950598,0.9417750575182654,3.71747764431461
1.401,9.289341289353546,0.9294003085603795,3.65120346655677
1.403,9.388184971935624,0.9412167354234454,3.831707268762713
1.405,9.51907554485848,0.9305004033117634,3.758024198988915
1.407,9.599363178404992,0.9362765398138096,3.6837466795614167
1.411,9.65766985505069,0.9496426060726615,3.868528141884645
1.413,9.710778343602813,0.9227840646087513,3.6699271761471706
1.415,9.812852804915211,0.9278651821911,3.6761545481244298
1.417,9.9115919854143,0.951898816587068,4.007568765826897
1.419,10.009575901474875,0.9311394622156335,3.65188558044778
1.421,10.113652916603176,0.9019373259814967,3.494433510911293
1.423,10.215157550102914,0.901551072826541,3.61623430571756
1.425,10.315353525493778,0.9358795070241643,3.886898269879337
1.429,10.436265806282094,0.9332895814166465,3.83650166688221
1.431,10.528429343571498,0.9207737503798924,3.692090129261407
1.433,10.616314168972952,0.9259078206214625,3.71180287693406
1.435,10.72911595551559,0.9360742525147394,3.8623960855356536
1.437,10.837979234225886,0.929705896148264,3.8016831461404053
1.439,10.96747215957301,0.9251415106509541,3.857632067306317
1.441,11.10825176734947,0.8995576879574729,3.61555155338589
1.444,11.241836550717698,0.8976808905592657,3.5450066794866935
1.446,11.378707267880541,0.9269317104267275,4.042122472492785
1.448,11.513459065177942,0.942219142550595,3.9764953607070965
1.45,11.637414328751042,0.9411935285041639,3.98216930090555
1.452,11.777158111670381,0.9123247513065816,3.7587936247918403
1.454,11.922787188371123,0.903469406163879,3.6678856980386847
1.456,12.076958709089332,0.923273651566519,3.9104314660635566
1.458,12.244320127746137,0.9336568661866069,3.89080470682039
1.462,12.408896967582532,0.9542970163512318,4.172468796402557
1.464,12.59766579055515,0.9644366775020234,4.1769331351937655
1.466,12.787060815233817,0.9292999067291324,3.9020927463633903
1.468,12.981717700763113,0.89265982374945,3.49658678502422
1.47,13.203889252045988,0.928596878418522,3.79731195929112
1.472,13.437416961246836,0.9485699628945525,4.085047061592965
1.474,13.65035727140567,0.9336053557005549,3.9698446922060966
1.478,13.885869677546857,0.9219396940491624,3.76223556787052
1.48,14.110748339342548,0.9272289974777529,3.937902802426347
1.482,14.372627787952887,0.9174077748692411,3.9495016101538347
1.484,14.634017292932587,0.916071520281499,3.8601212018444735
1.486,14.9039030691092,0.9218856424751165,3.9100280599326753
1.488,15.149615854719954,0.954958662157621,4.237292409800267
1.49,15.408169633844023,0.947393248240911,4.08901160795099
1.492,15.655360677853132,0.9459549734446959,4.137818081011104
1.496,15.895651630269095,0.951428113323296,4.220042247352961
1.498,16.104159481008743,0.9094311721042967,3.8216074001976437
1.5,16.257219020209433,0.9048419936831225,3.72826340885704
1.502,16.377831103589088,0.927653811363428,3.8498397189317566
1.504,16.533646375359705,0.933662380595428,4.359188025987895
1.506,16.670010747454942,0.9348562536685799,4.067791847517183
1.508,16.777574470690773,0.9293612552025174,4.091225598629725
1.51,16.8319476646402,0.9045397381022533,3.8493873357392303
