lambda_z,sigma_z_kPa,lambda_theta,sigma_theta_kPa
1.077,1.4845388709117002,0.701143185162659,0.582378110588794
1.083,1.4911234408090965,0.692479267456943,0.571313479021168
1.085,1.4904214779571279,0.7057594564340213,0.6207086287338603
1.087,1.492177040746017,0.742906035816583,0.6597957270499115
1.091,1.5107352918140076,0.746565224895769,0.6595234774024971
1.093,1.5322623517074507,0.7326557286859074,0.6240299845198309
1.095,1.5626806962894668,0.7397172475351258,0.6382381479168203
1.097,1.595754375347277,0.7300839432474104,0.6741349128484035
1.099,1.6374388367719999,0.706229431213829,0.6338911759284657
1.101,1.6880728337778208,0.698387562637944,0.524789410899335
1.103,1.7342178182345436,0.6993082796605089,0.6368953778243337
1.107,1.76475698918302,0.696325387383615,0.5788450282647359
1.109,1.817984077262413,0.6988779311679286,0.5971671460404373
1.111,1.8723281470391293,0.6998692978601304,0.5831419314797305
1.113,1.924651295890776,0.6993869644158656,0.6174613757765727
1.115,1.965219855834225,0.712384738709211,0.5534076120018301
1.117,2.019417050770987,0.7154305812893703,0.6100181278612067
1.119,2.0690817095668192,0.700211590725899,0.5568269347652606
1.121,2.1268999622015037,0.7012681547630367,0.5164679908152804
1.125,2.1806439925494034,0.699529031175397,0.505017021734139
1.127,2.2449480395201067,0.7010994298170367,0.5349540167160464
1.129,2.3106984234901193,0.705115765852488,0.5900404542665756
1.131,2.3606107295566234,0.7069812165716459,0.5690099766547246
1.133,2.4153684324535143,0.708323620315099,0.657719649947061
1.135,2.4642210911064564,0.7065568880083947,0.5944232948077457
1.137,2.512409212620347,0.703747988311581,0.6105713410538269
1.139,2.561832382708193,0.7023400856143676,0.5940890191747957
1.143,2.612204982628696,0.7027119947089024,0.5591302211958524
1.145,2.6702901298621082,0.7035814823940226,0.620227820964574
1.147,2.736028541828675,0.7060514822012209,0.5979723055450195
1.149,2.802648062072094,0.7067580068507584,0.6318702235617574
1.151,2.872309269016376,0.705345744134718,0.5761434500657825
1.153,2.925067677665063,0.7068681802123483,0.6313784322863927
1.155,2.9758961420460173,0.7115805665159745,0.6108517058159325
1.159,3.0161222796597102,0.7092450141596963,0.580659898260731
1.161,3.058036005733011,0.7197489927609979,0.5621202295757874
1.163,3.1131597905929436,0.726432394962686,0.7070489733967112
1.165,3.146772872118544,0.7110848135537465,0.5940394643701365
1.167,3.18994550516608,0.7104133517745653,0.6113032452923179
1.169,3.224738884398436,0.7075912314432196,0.565286342044927
1.171,3.2537423209116056,0.706611683219711,0.5634196969296227
1.175,3.300051190255876,0.7095589583681075,0.617158636675474
1.177,3.3633059623426993,0.7126578203867636,0.6276427461045441
1.179,3.418669279498738,0.7111883655394575,0.610356280997831
1.181,3.460520169116483,0.7094694734107273,0.6412057724486327
1.183,3.513499915143121,0.709834954932113,0.610484987988229
