param,kind,n,n_ages,best_model,r2_age,aic_age,coeffs,per_age_json
base.aniso.quad_w[8.0],base_param,12,5,constant,,-826.928322584447,[0.09503800000000001],"[{""age_weeks"":3,""mean"":0.095038,""std"":0.0,""count"":2},{""age_weeks"":8,""mean"":0.095038,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.095038,""std"":0.0,""count"":3},{""age_weeks"":16,""mean"":0.095038,""std"":0.0,""count"":3},{""age_weeks"":28,""mean"":0.095038,""std"":0.0,""count"":3}]"
base.aniso.quad_w[9.0],base_param,12,5,constant,,-826.9213925731335,[0.09204500000000003],"[{""age_weeks"":3,""mean"":0.092045,""std"":0.0,""count"":2},{""age_weeks"":8,""mean"":0.092045,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.092045,""std"":0.0,""count"":3},{""age_weeks"":16,""mean"":0.092045,""std"":0.0,""count"":3},{""age_weeks"":28,""mean"":0.092045,""std"":0.0,""count"":3}]"
base.aniso.quad_x[0.0],base_param,12,5,constant,0.0,-826.9306244500633,[0.005299000000000001],"[{""age_weeks"":3,""mean"":0.005299,""std"":0.0,""count"":2},{""age_weeks"":8,""mean"":0.005299,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.005299,""std"":0.0,""count"":3},{""age_weeks"":16,""mean"":0.005299,""std"":0.0,""count"":3},{""age_weeks"":28,""mean"":0.005299,""std"":0.0,""count"":3}]"
base.aniso.quad_x[1.0],base_param,12,5,constant,-8.0,-826.9293335455558,[0.02771200000000001],"[{""age_weeks"":3,""mean"":0.027712,""std"":0.0,""count"":2},{""age_weeks"":8,""mean"":0.027712,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.027712,""std"":0.0,""count"":3},{""age_weeks"":16,""mean"":0.027712,""std"":0.0,""count"":3},{""age_weeks"":28,""mean"":0.027712,""std"":0.0,""count"":3}]"
base.aniso.quad_x[10.0],base_param,12,5,constant,,-826.7836262105203,[0.7267810000000001],"[{""age_weeks"":3,""mean"":0.726781,""std"":0.0,""count"":2},{""age_weeks"":8,""mean"":0.726781,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.726781,""std"":0.0,""count"":3},{""age_weeks"":16,""mean"":0.726781,""std"":0.0,""count"":3},{""age_weeks"":28,""mean"":0.726781,""std"":0.0,""count"":3}]"
base.aniso.quad_x[11.0],base_param,12,5,constant,,-826.7836262105203,[0.8077850000000001],"[{""age_weeks"":3,""mean"":0.807785,""std"":0.0,""count"":2},{""age_weeks"":8,""mean"":0.807785,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.807785,""std"":0.0,""count"":3},{""age_weeks"":16,""mean"":0.807785,""std"":0.0,""count"":3},{""age_weeks"":28,""mean"":0.807785,""std"":0.0,""count"":3}]"
base.aniso.quad_x[2.0],base_param,12,5,constant,1.0,-826.9306334778564,[0.067184],"[{""age_weeks"":3,""mean"":0.067184,""std"":0.0,""count"":2},{""age_weeks"":8,""mean"":0.067184,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.067184,""std"":0.0,""count"":3},{""age_weeks"":16,""mean"":0.067184,""std"":0.0,""count"":3},{""age_weeks"":28,""mean"":0.067184,""std"":0.0,""count"":3}]"
base.aniso.quad_x[3.0],base_param,12,5,constant,1.0,-826.9306334778564,[0.122299],"[{""age_weeks"":3,""mean"":0.122299,""std"":0.0,""count"":2},{""age_weeks"":8,""mean"":0.122299,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.122299,""std"":0.0,""count"":3},{""age_weeks"":16,""mean"":0.122299,""std"":0.0,""count"":3},{""age_weeks"":28,""mean"":0.122299,""std"":0.0,""count"":3}]"
base.aniso.quad_x[4.0],base_param,12,5,constant,,-826.8937124795586,[0.19106100000000006],"[{""age_weeks"":3,""mean"":0.191061,""std"":0.0,""count"":2},{""age_weeks"":8,""mean"":0.191061,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.191061,""std"":0.0,""count"":3},{""age_weeks"":16,""mean"":0.191061,""std"":0.0,""count"":3},{""age_weeks"":28,""mean"":0.191061,""std"":0.0,""count"":3}]"
base.aniso.quad_x[5.0],base_param,12,5,constant,,-826.9306334778564,[0.270991],"[{""age_weeks"":3,""mean"":0.270991,""std"":0.0,""count"":2},{""age_weeks"":8,""mean"":0.270991,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.270991,""std"":0.0,""count"":3},{""age_weeks"":16,""mean"":0.270991,""std"":0.0,""count"":3},{""age_weeks"":28,""mean"":0.270991,""std"":0.0,""count"":3}]"
base.aniso.quad_x[6.0],base_param,12,5,constant,0.0,-826.8937124795586,[0.3590090000000001],"[{""age_weeks"":3,""mean"":0.359009,""std"":0.0,""count"":2},{""age_weeks"":8,""mean"":0.359009,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.359009,""std"":0.0,""count"":3},{""age_weeks"":16,""mean"":0.359009,""std"":0.0,""count"":3},{""age_weeks"":28,""mean"":0.359009,""std"":0.0,""count"":3}]"
base.aniso.quad_x[7.0],base_param,12,5,constant,-3.0,-826.7836262105203,[0.45184600000000014],"[{""age_weeks"":3,""mean"":0.451846,""std"":0.0,""count"":2},{""age_weeks"":8,""mean"":0.451846,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.451846,""std"":0.0,""count"":3},{""age_weeks"":16,""mean"":0.451846,""std"":0.0,""count"":3},{""age_weeks"":28,""mean"":0.451846,""std"":0.0,""count"":3}]"
base.aniso.quad_x[8.0],base_param,12,5,constant,,-826.7836262105203,[0.5461560000000001],"[{""age_weeks"":3,""mean"":0.546156,""std"":0.0,""count"":2},{""age_weeks"":8,""mean"":0.546156,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.546156,""std"":0.0,""count"":3},{""age_weeks"":16,""mean"":0.546156,""std"":0.0,""count"":3},{""age_weeks"":28,""mean"":0.546156,""std"":0.0,""count"":3}]"
base.aniso.quad_x[9.0],base_param,12,5,constant,,-826.7836262105203,[0.6387560000000001],"[{""age_weeks"":3,""mean"":0.638756,""std"":0.0,""count"":2},{""age_weeks"":8,""mean"":0.638756,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.638756,""std"":0.0,""count"":3},{""age_weeks"":16,""mean"":0.638756,""std"":0.0,""count"":3},{""age_weeks"":28,""mean"":0.638756,""std"":0.0,""count"":3}]"
base.iso._bth,base_param,12,5,constant,-2.220446049250313e-16,21.17334284436617,[-6.298271947250002],"[{""age_weeks"":3,""mean"":-6.746944344,""std"":1.5128346262,""count"":2},{""age_weeks"":8,""mean"":-7.939528873,""std"":null,""count"":1},{""age_weeks"":10,""mean"":-4.204745647,""std"":1.5429310121,""count"":3},{""age_weeks"":16,""mean"":-8.3394524263,""std"":0.6045918708,""count"":3},{""age_weeks"":28,""mean"":-5.5044171953,""std"":3.2317745749,""count"":3}]"
base.iso._bz,base_param,12,5,quadratic,0.5708320037784762,22.915069078209285,"[0.02274247846338109, -0.9533071979614204, 6.36690554267411]","[{""age_weeks"":3,""mean"":2.720703916,""std"":0.8424291944,""count"":2},{""age_weeks"":8,""mean"":-0.0448929892,""std"":null,""count"":1},{""age_weeks"":10,""mean"":1.2150661363,""std"":1.0956359596,""count"":3},{""age_weeks"":16,""mean"":-4.7142647743,""std"":2.8342344737,""count"":3},{""age_weeks"":28,""mean"":-2.211319893,""std"":1.7609090986,""count"":3}]"
base.iso.bthz,base_param,12,5,constant,0.0,34.66762459136173,[1.4389348798166666],"[{""age_weeks"":3,""mean"":-0.7972649381,""std"":0.1729351532,""count"":2},{""age_weeks"":8,""mean"":0.6262364436,""std"":null,""count"":1},{""age_weeks"":10,""mean"":1.3887221578,""std"":0.7755924269,""count"":3},{""age_weeks"":16,""mean"":1.0989688447,""std"":8.2590022785,""count"":3},{""age_weeks"":28,""mean"":3.5908129943,""std"":3.1639198947,""count"":3}]"
w[(<I₄θ-1>)³],cross_weight,12,5,constant,0.0,-35.04977030427616,[0.08437581452078334],"[{""age_weeks"":3,""mean"":0.0977374866,""std"":0.1374743299,""count"":2},{""age_weeks"":8,""mean"":0.0043233177,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.0022835705,""std"":0.0030694528,""count"":3},{""age_weeks"":16,""mean"":0.0094279402,""std"":0.0072690533,""count"":3},{""age_weeks"":28,""mean"":0.2591923172,""std"":0.4432043115,""count"":3}]"
w[<I₂-3>ln(1+<I₂-3>)],cross_weight,12,5,constant,-2.220446049250313e-16,-48.465224672035006,[0.06222780022641669],"[{""age_weeks"":3,""mean"":0.0426615997,""std"":0.0594263754,""count"":2},{""age_weeks"":8,""mean"":0.185421361,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.1502917422,""std"":0.2408385166,""count"":3},{""age_weeks"":16,""mean"":0.0037631031,""std"":0.0019558955,""count"":3},{""age_weeks"":28,""mean"":0.0046081689,""std"":0.0013112361,""count"":3}]"
w[<I₂-3>·<E_z>],cross_weight,12,5,constant,0.0,-38.20578807081873,[0.07101480252111668],"[{""age_weeks"":3,""mean"":0.0030248608,""std"":0.0035809876,""count"":2},{""age_weeks"":8,""mean"":0.0028905004,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.2441132252,""std"":0.3858288761,""count"":3},{""age_weeks"":16,""mean"":0.0141863054,""std"":0.0153625485,""count"":3},{""age_weeks"":28,""mean"":0.0227796055,""std"":0.0328087737,""count"":3}]"
w[<I₄D1-1>],cross_weight,12,5,constant,0.0,-53.741649722783734,[0.06797578197140834],"[{""age_weeks"":3,""mean"":0.0276047078,""std"":0.0317446667,""count"":2},{""age_weeks"":8,""mean"":0.0100366136,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.0809184286,""std"":0.1210360108,""count"":3},{""age_weeks"":16,""mean"":0.1099567949,""std"":0.166420778,""count"":3},{""age_weeks"":28,""mean"":0.059279228,""std"":0.092104181,""count"":3}]"
w[<I₄D2-1>],cross_weight,12,5,constant,0.0,-53.741649722783734,[0.06797578197140834],"[{""age_weeks"":3,""mean"":0.0276047078,""std"":0.0317446667,""count"":2},{""age_weeks"":8,""mean"":0.0100366136,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.0809184286,""std"":0.1210360108,""count"":3},{""age_weeks"":16,""mean"":0.1099567949,""std"":0.166420778,""count"":3},{""age_weeks"":28,""mean"":0.059279228,""std"":0.092104181,""count"":3}]"
w[<I₄z-1>],cross_weight,12,5,constant,-2.220446049250313e-16,-6.390861226457332,[0.402340240939],"[{""age_weeks"":3,""mean"":0.1582298723,""std"":0.1630550922,""count"":2},{""age_weeks"":8,""mean"":0.2352571281,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.8923474463,""std"":1.4627032024,""count"":3},{""age_weeks"":16,""mean"":0.2093860382,""std"":0.1850584463,""count"":3},{""age_weeks"":28,""mean"":0.3237218551,""std"":0.5439796863,""count"":3}]"
w[<I₄θ-1>],cross_weight,12,5,constant,2.220446049250313e-16,-52.05372490211079,[0.06328097412348335],"[{""age_weeks"":3,""mean"":0.0140240321,""std"":0.0133485708,""count"":2},{""age_weeks"":8,""mean"":0.0075410854,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.0278980483,""std"":0.0260286865,""count"":3},{""age_weeks"":16,""mean"":0.1145179731,""std"":0.1627750909,""count"":3},{""age_weeks"":28,""mean"":0.0988448252,""std"":0.1655332264,""count"":3}]"
w[I₁-3],cross_weight,12,5,constant,-2.220446049250313e-16,-40.65502783299738,[0.08175220143566668],"[{""age_weeks"":3,""mean"":0.0489269444,""std"":0.0625529488,""count"":2},{""age_weeks"":8,""mean"":0.0040472034,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.2574088874,""std"":0.3221963338,""count"":3},{""age_weeks"":16,""mean"":0.0026969716,""std"":0.0003849119,""count"":3},{""age_weeks"":28,""mean"":0.0329359161,""std"":0.0496354921,""count"":3}]"
w[I₂-3],cross_weight,12,5,constant,0.0,-14.385188682543728,[0.2182684372118333],"[{""age_weeks"":3,""mean"":0.2496921599,""std"":0.3504842711,""count"":2},{""age_weeks"":8,""mean"":0.0099802436,""std"":null,""count"":1},{""age_weeks"":10,""mean"":0.6897499088,""std"":0.9897927617,""count"":3},{""age_weeks"":16,""mean"":0.0030099384,""std"":0.0008901172,""count"":3},{""age_weeks"":28,""mean"":0.0105257138,""std"":0.0122492908,""count"":3}]"
w[I₈D1D2],cross_weight,12,5,constant,2.220446049250313e-16,-3.727209030193574,[0.5790582120491669],"[{""age_weeks"":3,""mean"":0.1764267803,""std"":0.1185163581,""count"":2},{""age_weeks"":8,""mean"":0.0753514934,""std"":null,""count"":1},{""age_weeks"":10,""mean"":1.1513906555,""std"":1.6379073055,""count"":3},{""age_weeks"":16,""mean"":0.5318543481,""std"":0.0610174366,""count"":3},{""age_weeks"":28,""mean"":0.4902528266,""std"":0.4836135918,""count"":3}]"
