animal,age_weeks,param,index,value,kind
Oreon,16,base.aniso.quad_w,1.0,0.031126,base_param
Oreon,16,base.aniso.quad_w,2.0,0.047579,base_param
Oreon,16,base.aniso.quad_w,3.0,0.062314,base_param
Oreon,16,base.aniso.quad_w,4.0,0.074797,base_param
Oreon,16,base.aniso.quad_w,5.0,0.084578,base_param
Oreon,16,base.aniso.quad_w,6.0,0.091322,base_param
Oreon,16,base.aniso.quad_w,7.0,0.094827,base_param
Oreon,16,base.aniso.quad_w,8.0,0.095038,base_param
Oreon,16,base.aniso.quad_w,9.0,0.092045,base_param
Oreon,16,base.aniso.quad_w,10.0,0.086079,base_param
Oreon,16,base.aniso.quad_w,11.0,0.0775,base_param
Sagittarius,16,w[I₁-3],,0.002302102711,cross_weight
Sagittarius,16,w[I₂-3],,0.002529985301,cross_weight
Sagittarius,16,w[<I₂-3>ln(1+<I₂-3>)],,0.002789260252,cross_weight
Sagittarius,16,w[<I₄θ-1>],,0.001597618465,cross_weight
Sagittarius,16,w[<I₄z-1>],,0.4209963268,cross_weight
Sagittarius,16,w[<I₄D1-1>],,0.008860138933,cross_weight
Sagittarius,16,w[<I₄D2-1>],,0.008860138933,cross_weight
Sagittarius,16,w[(<I₄θ-1>)³],,0.01762072683,cross_weight
Sagittarius,16,w[<I₂-3>·<E_z>],,0.0313740874,cross_weight
Sagittarius,16,w[I₈D1D2],,0.5760548375,cross_weight
Sagittarius,16,base.iso._bth,,-8.993392985,base_param
Sagittarius,16,base.iso._bz,,-6.764487042,base_param
Sagittarius,16,base.iso.bthz,,7.811369915,base_param
Sagittarius,16,base.aniso._α,,-0.1659549336,base_param
Sagittarius,16,base.aniso._k1,0.0,3.722066994,base_param
Sagittarius,16,base.aniso._k1,1.0,3.722066994,base_param
Sagittarius,16,base.aniso._k1,2.0,-2.288311755,base_param
Sagittarius,16,base.aniso._k1,3.0,5.142980912,base_param
Sagittarius,16,base.aniso._k2,0.0,0.653414838,base_param
Sagittarius,16,base.aniso._k2,1.0,0.653414838,base_param
Sagittarius,16,base.aniso._k2,2.0,11.53044027,base_param
Sagittarius,16,base.aniso._k2,3.0,-8.579102585,base_param
Sagittarius,16,base.aniso._lam0_raw,0.0,-2.0,base_param
Sagittarius,16,base.aniso._lam0_raw,1.0,-2.0,base_param
Sagittarius,16,base.aniso._lam0_raw,2.0,-2.0,base_param
Sagittarius,16,base.aniso._lam0_raw,3.0,-2.0,base_param
Sagittarius,16,base.aniso._lam0h_raw,0.0,-2.8,base_param
Sagittarius,16,base.aniso._lam0h_raw,1.0,-2.8,base_param
Sagittarius,16,base.aniso._kappa,0.0,-1.658997438,base_param
Sagittarius,16,base.aniso._kappa,1.0,-1.658997438,base_param
Sagittarius,16,base.aniso._tau_raw,0.0,-3.986006898,base_param
Sagittarius,16,base.aniso._tau_raw,1.0,-3.986006898,base_param
Sagittarius,16,base.aniso._tau_raw,2.0,0.9984636171,base_param
Sagittarius,16,base.aniso._tau_raw,3.0,-2.056678868,base_param
Sagittarius,16,base.aniso._sigma_s_raw,0.0,-2.0,base_param
Sagittarius,16,base.aniso._sigma_s_raw,1.0,-2.0,base_param
Sagittarius,16,base.aniso._sigma_s_raw,2.0,-2.0,base_param
Sagittarius,16,base.aniso._sigma_s_raw,3.0,-2.0,base_param
Sagittarius,16,base.aniso._lambda_lb_raw,0.0,-1.164985338,base_param
Sagittarius,16,base.aniso._lambda_lb_raw,1.0,-1.164985338,base_param
Sagittarius,16,base.aniso._lambda_lb_raw,2.0,-1.035243631,base_param
Sagittarius,16,base.aniso._lambda_lb_raw,3.0,-1.025793709,base_param
Sagittarius,16,base.aniso._lambda_ub_raw,0.0,1.418182903,base_param
Sagittarius,16,base.aniso._lambda_ub_raw,1.0,1.418182903,base_param
Sagittarius,16,base.aniso._lambda_ub_raw,2.0,3.556637199,base_param
Sagittarius,16,base.aniso._lambda_ub_raw,3.0,0.6311081042,base_param
Sagittarius,16,base.aniso._logn_mu_raw,0.0,-3.986610188,base_param
Sagittarius,16,base.aniso._logn_mu_raw,1.0,-3.986610188,base_param
Sagittarius,16,base.aniso._logn_mu_raw,2.0,-2.385021589,base_param
Sagittarius,16,base.aniso._logn_mu_raw,3.0,-3.552844523,base_param
Sagittarius,16,base.aniso._logn_sig_raw,0.0,-4.690864031,base_param
Sagittarius,16,base.aniso._logn_sig_raw,1.0,-4.690864031,base_param
Sagittarius,16,base.aniso._logn_sig_raw,2.0,-6.783836752,base_param
Sagittarius,16,base.aniso._logn_sig_raw,3.0,-3.473552693,base_param
Sagittarius,16,base.aniso._beta_a_raw,0.0,0.2,base_param
Sagittarius,16,base.aniso._beta_a_raw,1.0,0.2,base_param
Sagittarius,16,base.aniso._beta_a_raw,2.0,0.2,base_param
Sagittarius,16,base.aniso._beta_a_raw,3.0,0.2,base_param
Sagittarius,16,base.aniso._beta_b_raw,0.0,0.2,base_param
Sagittarius,16,base.aniso._beta_b_raw,1.0,0.2,base_param
Sagittarius,16,base.aniso._beta_b_raw,2.0,0.2,base_param
Sagittarius,16,base.aniso._beta_b_raw,3.0,0.2,base_param
Sagittarius,16,base.aniso._recruit_ref_stretch,,1.397627628,base_param
Sagittarius,16,base.aniso.quad_x,0.0,0.005299,base_param
Sagittarius,16,base.aniso.quad_x,1.0,0.027712,base_param
Sagittarius,16,base.aniso.quad_x,2.0,0.067184,base_param
Sagittarius,16,base.aniso.quad_x,3.0,0.122299,base_param
Sagittarius,16,base.aniso.quad_x,4.0,0.191061,base_param
Sagittarius,16,base.aniso.quad_x,5.0,0.270991,base_param
Sagittarius,16,base.aniso.quad_x,6.0,0.359009,base_param
Sagittarius,16,base.aniso.quad_x,7.0,0.451846,base_param
Sagittarius,16,base.aniso.quad_x,8.0,0.546156,base_param
Sagittarius,16,base.aniso.quad_x,9.0,0.638756,base_param
Sagittarius,16,base.aniso.quad_x,10.0,0.726781,base_param
Sagittarius,16,base.aniso.quad_x,11.0,0.807785,base_param
Sagittarius,16,base.aniso.quad_w,0.0,0.013576,base_param
Sagittarius,16,base.aniso.quad_w,1.0,0.031126,base_param
Sagittarius,16,base.aniso.quad_w,2.0,0.047579,base_param
Sagittarius,16,base.aniso.quad_w,3.0,0.062314,base_param
Sagittarius,16,base.aniso.quad_w,4.0,0.074797,base_param
Sagittarius,16,base.aniso.quad_w,5.0,0.084578,base_param
Sagittarius,16,base.aniso.quad_w,6.0,0.091322,base_param
Sagittarius,16,base.aniso.quad_w,7.0,0.094827,base_param
Sagittarius,16,base.aniso.quad_w,8.0,0.095038,base_param
Sagittarius,16,base.aniso.quad_w,9.0,0.092045,base_param
Sagittarius,16,base.aniso.quad_w,10.0,0.086079,base_param
Sagittarius,16,base.aniso.quad_w,11.0,0.0775,base_param
Dodge,28,w[I₁-3],,0.004349616315,cross_weight
Dodge,28,w[I₂-3],,0.002401645686,cross_weight
Dodge,28,w[<I₂-3>ln(1+<I₂-3>)],,0.004822168795,cross_weight
Dodge,28,w[<I₄θ-1>],,0.001658330019,cross_weight
Dodge,28,w[<I₄z-1>],,0.9518321649,cross_weight
Dodge,28,w[<I₄D1-1>],,0.002082784851,cross_weight
Dodge,28,w[<I₄D2-1>],,0.002082784851,cross_weight
Dodge,28,w[(<I₄θ-1>)³],,0.7709567901,cross_weight
Dodge,28,w[<I₂-3>·<E_z>],,0.001513136385,cross_weight
Dodge,28,w[I₈D1D2],,1.047854358,cross_weight
Dodge,28,base.iso._bth,,-8.312027251,base_param
Dodge,28,base.iso._bz,,-0.3865997579,base_param
Dodge,28,base.iso.bthz,,7.105113951,base_param
Dodge,28,base.aniso._α,,-0.003742688908,base_param
Dodge,28,base.aniso._k1,0.0,16.57112271,base_param
Dodge,28,base.aniso._k1,1.0,16.57112271,base_param
Dodge,28,base.aniso._k1,2.0,8.032405512,base_param
Dodge,28,base.aniso._k1,3.0,3.471674458,base_param
Dodge,28,base.aniso._k2,0.0,0.04092425511,base_param
Dodge,28,base.aniso._k2,1.0,0.04092425511,base_param
Dodge,28,base.aniso._k2,2.0,1.000669088,base_param
Dodge,28,base.aniso._k2,3.0,-1.017160067,base_param
Dodge,28,base.aniso._lam0_raw,0.0,-2.0,base_param
Dodge,28,base.aniso._lam0_raw,1.0,-2.0,base_param
Dodge,28,base.aniso._lam0_raw,2.0,-2.0,base_param
Dodge,28,base.aniso._lam0_raw,3.0,-2.0,base_param
Dodge,28,base.aniso._lam0h_raw,0.0,-2.8,base_param
Dodge,28,base.aniso._lam0h_raw,1.0,-2.8,base_param
Dodge,28,base.aniso._kappa,0.0,-2.213025048,base_param
Dodge,28,base.aniso._kappa,1.0,-2.213025048,base_param
Dodge,28,base.aniso._tau_raw,0.0,10.22110188,base_param
Dodge,28,base.aniso._tau_raw,1.0,10.22110188,base_param
Dodge,28,base.aniso._tau_raw,2.0,1.337741249,base_param
Dodge,28,base.aniso._tau_raw,3.0,-1.735307999,base_param
Dodge,28,base.aniso._sigma_s_raw,0.0,-2.0,base_param
Dodge,28,base.aniso._sigma_s_raw,1.0,-2.0,base_param
Dodge,28,base.aniso._sigma_s_raw,2.0,-2.0,base_param
Dodge,28,base.aniso._sigma_s_raw,3.0,-2.0,base_param
Dodge,28,base.aniso._lambda_lb_raw,0.0,-0.7440508018,base_param
Dodge,28,base.aniso._lambda_lb_raw,1.0,-0.7440508018,base_param
Dodge,28,base.aniso._lambda_lb_raw,2.0,0.05915479418,base_param
Dodge,28,base.aniso._lambda_lb_raw,3.0,-1.025374718,base_param
Dodge,28,base.aniso._lambda_ub_raw,0.0,-0.8660973254,base_param
Dodge,28,base.aniso._lambda_ub_raw,1.0,-0.8660973254,base_param
Dodge,28,base.aniso._lambda_ub_raw,2.0,-0.3242490987,base_param
Dodge,28,base.aniso._lambda_ub_raw,3.0,1.906062512,base_param
Dodge,28,base.aniso._logn_mu_raw,0.0,-3.712916727,base_param
Dodge,28,base.aniso._logn_mu_raw,1.0,-3.712916727,base_param
Dodge,28,base.aniso._logn_mu_raw,2.0,-2.523183275,base_param
Dodge,28,base.aniso._logn_mu_raw,3.0,-3.322753721,base_param
Dodge,28,base.aniso._logn_sig_raw,0.0,-9.536269615,base_param
Dodge,28,base.aniso._logn_sig_raw,1.0,-9.536269615,base_param
Dodge,28,base.aniso._logn_sig_raw,2.0,-5.509112275,base_param
Dodge,28,base.aniso._logn_sig_raw,3.0,-1.78526723,base_param
Dodge,28,base.aniso._beta_a_raw,0.0,0.2,base_param
Dodge,28,base.aniso._beta_a_raw,1.0,0.2,base_param
Dodge,28,base.aniso._beta_a_raw,2.0,0.2,base_param
Dodge,28,base.aniso._beta_a_raw,3.0,0.2,base_param
Dodge,28,base.aniso._beta_b_raw,0.0,0.2,base_param
Dodge,28,base.aniso._beta_b_raw,1.0,0.2,base_param
Dodge,28,base.aniso._beta_b_raw,2.0,0.2,base_param
Dodge,28,base.aniso._beta_b_raw,3.0,0.2,base_param
Dodge,28,base.aniso._recruit_ref_stretch,,1.535645145,base_param
Dodge,28,base.aniso.quad_x,0.0,0.005299,base_param
Dodge,28,base.aniso.quad_x,1.0,0.027712,base_param
Dodge,28,base.aniso.quad_x,2.0,0.067184,base_param
Dodge,28,base.aniso.quad_x,3.0,0.122299,base_param
Dodge,28,base.aniso.quad_x,4.0,0.191061,base_param
Dodge,28,base.aniso.quad_x,5.0,0.270991,base_param
Dodge,28,base.aniso.quad_x,6.0,0.359009,base_param
Dodge,28,base.aniso.quad_x,7.0,0.451846,base_param
Dodge,28,base.aniso.quad_x,8.0,0.546156,base_param
Dodge,28,base.aniso.quad_x,9.0,0.638756,base_param
Dodge,28,base.aniso.quad_x,10.0,0.726781,base_param
Dodge,28,base.aniso.quad_x,11.0,0.807785,base_param
Dodge,28,base.aniso.quad_w,0.0,0.013576,base_param
Dodge,28,base.aniso.quad_w,1.0,0.031126,base_param
Dodge,28,base.aniso.quad_w,2.0,0.047579,base_param
Dodge,28,base.aniso.quad_w,3.0,0.062314,base_param
Dodge,28,base.aniso.quad_w,4.0,0.074797,base_param
Dodge,28,base.aniso.quad_w,5.0,0.084578,base_param
Dodge,28,base.aniso.quad_w,6.0,0.091322,base_param
Dodge,28,base.aniso.quad_w,7.0,0.094827,base_param
Dodge,28,base.aniso.quad_w,8.0,0.095038,base_param
Dodge,28,base.aniso.quad_w,9.0,0.092045,base_param
Dodge,28,base.aniso.quad_w,10.0,0.086079,base_param
Dodge,28,base.aniso.quad_w,11.0,0.0775,base_param
Lexus,28,w[I₁-3],,0.09024998735,cross_weight
Lexus,28,w[I₂-3],,0.02461494909,cross_weight
Lexus,28,w[<I₂-3>ln(1+<I₂-3>)],,0.00320309606,cross_weight
Lexus,28,w[<I₄θ-1>],,0.2899769724,cross_weight
Lexus,28,w[<I₄z-1>],,0.01435478135,cross_weight
Lexus,28,w[<I₄D1-1>],,0.1655279829,cross_weight
Lexus,28,w[<I₄D2-1>],,0.1655279829,cross_weight
Lexus,28,w[(<I₄θ-1>)³],,0.001605687148,cross_weight
Lexus,28,w[<I₂-3>·<E_z>],,0.006261070382,cross_weight
Lexus,28,w[I₈D1D2],,0.2377675565,cross_weight
Lexus,28,base.iso._bth,,-1.971677872,base_param
Lexus,28,base.iso._bz,,-2.346764151,base_param
Lexus,28,base.iso.bthz,,2.698333372,base_param
Lexus,28,base.aniso._α,,0.6691129824,base_param
Lexus,28,base.aniso._k1,0.0,-4.863784615,base_param
Lexus,28,base.aniso._k1,1.0,-4.863784615,base_param
Lexus,28,base.aniso._k1,2.0,-17.06862657,base_param
Lexus,28,base.aniso._k1,3.0,6.886714767,base_param
Lexus,28,base.aniso._k2,0.0,6.15352455,base_param
Lexus,28,base.aniso._k2,1.0,6.15352455,base_param
Lexus,28,base.aniso._k2,2.0,4.322166142,base_param
Lexus,28,base.aniso._k2,3.0,1.361186495,base_param
Lexus,28,base.aniso._lam0_raw,0.0,-2.0,base_param
Lexus,28,base.aniso._lam0_raw,1.0,-2.0,base_param
Lexus,28,base.aniso._lam0_raw,2.0,-2.0,base_param
Lexus,28,base.aniso._lam0_raw,3.0,-2.0,base_param
Lexus,28,base.aniso._lam0h_raw,0.0,-2.8,base_param
Lexus,28,base.aniso._lam0h_raw,1.0,-2.8,base_param
Lexus,28,base.aniso._kappa,0.0,1.977961948,base_param
Lexus,28,base.aniso._kappa,1.0,1.977961948,base_param
Lexus,28,base.aniso._tau_raw,0.0,-1.50009985,base_param
Lexus,28,base.aniso._tau_raw,1.0,-1.50009985,base_param
Lexus,28,base.aniso._tau_raw,2.0,-0.1754035023,base_param
Lexus,28,base.aniso._tau_raw,3.0,-2.172559303,base_param
Lexus,28,base.aniso._sigma_s_raw,0.0,-2.0,base_param
Lexus,28,base.aniso._sigma_s_raw,1.0,-2.0,base_param
Lexus,28,base.aniso._sigma_s_raw,2.0,-2.0,base_param
Lexus,28,base.aniso._sigma_s_raw,3.0,-2.0,base_param
Lexus,28,base.aniso._lambda_lb_raw,0.0,-1.124257744,base_param
Lexus,28,base.aniso._lambda_lb_raw,1.0,-1.124257744,base_param
Lexus,28,base.aniso._lambda_lb_raw,2.0,-0.936582095,base_param
Lexus,28,base.aniso._lambda_lb_raw,3.0,-1.022914688,base_param
Lexus,28,base.aniso._lambda_ub_raw,0.0,1.895225518,base_param
Lexus,28,base.aniso._lambda_ub_raw,1.0,1.895225518,base_param
Lexus,28,base.aniso._lambda_ub_raw,2.0,2.140827855,base_param
Lexus,28,base.aniso._lambda_ub_raw,3.0,-2.246031388,base_param
Lexus,28,base.aniso._logn_mu_raw,0.0,-3.565710858,base_param
Lexus,28,base.aniso._logn_mu_raw,1.0,-3.565710858,base_param
Lexus,28,base.aniso._logn_mu_raw,2.0,-2.296960317,base_param
Lexus,28,base.aniso._logn_mu_raw,3.0,-2.034060913,base_param
Lexus,28,base.aniso._logn_sig_raw,0.0,-2.290257934,base_param
Lexus,28,base.aniso._logn_sig_raw,1.0,-2.290257934,base_param
Lexus,28,base.aniso._logn_sig_raw,2.0,-1.697358692,base_param
Lexus,28,base.aniso._logn_sig_raw,3.0,-4.486771915,base_param
Lexus,28,base.aniso._beta_a_raw,0.0,-0.87183897,base_param
Lexus,28,base.aniso._beta_a_raw,1.0,-0.87183897,base_param
Lexus,28,base.aniso._beta_a_raw,2.0,-0.87183897,base_param
Lexus,28,base.aniso._beta_a_raw,3.0,-0.81093022,base_param
Lexus,28,base.aniso._beta_b_raw,0.0,-0.5798185,base_param
Lexus,28,base.aniso._beta_b_raw,1.0,-0.47000363,base_param
Lexus,28,base.aniso._beta_b_raw,2.0,-0.05129329,base_param
Lexus,28,base.aniso._beta_b_raw,3.0,-1.2039728,base_param
Lexus,28,base.aniso._recruit_ref_stretch,,1.330496997,base_param
Lexus,28,base.aniso.quad_x,0.0,0.005299,base_param
Lexus,28,base.aniso.quad_x,1.0,0.027712,base_param
Lexus,28,base.aniso.quad_x,2.0,0.067184,base_param
Lexus,28,base.aniso.quad_x,3.0,0.122299,base_param
Lexus,28,base.aniso.quad_x,4.0,0.191061,base_param
Lexus,28,base.aniso.quad_x,5.0,0.270991,base_param
Lexus,28,base.aniso.quad_x,6.0,0.359009,base_param
Lexus,28,base.aniso.quad_x,7.0,0.451846,base_param
Lexus,28,base.aniso.quad_x,8.0,0.546156,base_param
Lexus,28,base.aniso.quad_x,9.0,0.638756,base_param
Lexus,28,base.aniso.quad_x,10.0,0.726781,base_param
Lexus,28,base.aniso.quad_x,11.0,0.807785,base_param
Lexus,28,base.aniso.quad_w,0.0,0.013576,base_param
Lexus,28,base.aniso.quad_w,1.0,0.031126,base_param
Lexus,28,base.aniso.quad_w,2.0,0.047579,base_param
Lexus,28,base.aniso.quad_w,3.0,0.062314,base_param
Lexus,28,base.aniso.quad_w,4.0,0.074797,base_param
Lexus,28,base.aniso.quad_w,5.0,0.084578,base_param
Lexus,28,base.aniso.quad_w,6.0,0.091322,base_param
Lexus,28,base.aniso.quad_w,7.0,0.094827,base_param
Lexus,28,base.aniso.quad_w,8.0,0.095038,base_param
Lexus,28,base.aniso.quad_w,9.0,0.092045,base_param
Lexus,28,base.aniso.quad_w,10.0,0.086079,base_param
Lexus,28,base.aniso.quad_w,11.0,0.0775,base_param
Mercedes,28,w[I₁-3],,0.004208144603,cross_weight
Mercedes,28,w[I₂-3],,0.004560546692,cross_weight
Mercedes,28,w[<I₂-3>ln(1+<I₂-3>)],,0.005799241805,cross_weight
Mercedes,28,w[<I₄θ-1>],,0.004899173271,cross_weight
Mercedes,28,w[<I₄z-1>],,0.004978618978,cross_weight
Mercedes,28,w[<I₄D1-1>],,0.01022691632,cross_weight
Mercedes,28,w[<I₄D2-1>],,0.01022691632,cross_weight
Mercedes,28,w[(<I₄θ-1>)³],,0.005014474247,cross_weight
Mercedes,28,w[<I₂-3>·<E_z>],,0.06056460976,cross_weight
Mercedes,28,w[I₈D1D2],,0.1851365652,cross_weight
Mercedes,28,base.iso._bth,,-6.229546463,base_param
Mercedes,28,base.iso._bz,,-3.90059577,base_param
Mercedes,28,base.iso.bthz,,0.9689916599,base_param
Mercedes,28,base.aniso._α,,-0.08439961798,base_param
Mercedes,28,base.aniso._k1,0.0,4.527753832,base_param
Mercedes,28,base.aniso._k1,1.0,4.527753832,base_param
Mercedes,28,base.aniso._k1,2.0,-3.699038275,base_param
Mercedes,28,base.aniso._k1,3.0,-0.9824478901,base_param
Mercedes,28,base.aniso._k2,0.0,-4.025384233,base_param
Mercedes,28,base.aniso._k2,1.0,-4.025384233,base_param
Mercedes,28,base.aniso._k2,2.0,12.71513071,base_param
Mercedes,28,base.aniso._k2,3.0,2.384802993,base_param
Mercedes,28,base.aniso._lam0_raw,0.0,-2.0,base_param
Mercedes,28,base.aniso._lam0_raw,1.0,-2.0,base_param
Mercedes,28,base.aniso._lam0_raw,2.0,-2.0,base_param
Mercedes,28,base.aniso._lam0_raw,3.0,-2.0,base_param
Mercedes,28,base.aniso._lam0h_raw,0.0,-2.8,base_param
Mercedes,28,base.aniso._lam0h_raw,1.0,-2.8,base_param
Mercedes,28,base.aniso._kappa,0.0,-0.9392136636,base_param
Mercedes,28,base.aniso._kappa,1.0,-0.9392136636,base_param
Mercedes,28,base.aniso._tau_raw,0.0,-6.028850572,base_param
Mercedes,28,base.aniso._tau_raw,1.0,-6.028850572,base_param
Mercedes,28,base.aniso._tau_raw,2.0,-2.702300294,base_param
Mercedes,28,base.aniso._tau_raw,3.0,0.7963404062,base_param
Mercedes,28,base.aniso._sigma_s_raw,0.0,-2.0,base_param
Mercedes,28,base.aniso._sigma_s_raw,1.0,-2.0,base_param
Mercedes,28,base.aniso._sigma_s_raw,2.0,-2.0,base_param
Mercedes,28,base.aniso._sigma_s_raw,3.0,-2.0,base_param
Mercedes,28,base.aniso._lambda_lb_raw,0.0,-1.095942198,base_param
Mercedes,28,base.aniso._lambda_lb_raw,1.0,-1.095942198,base_param
Mercedes,28,base.aniso._lambda_lb_raw,2.0,-1.063108767,base_param
Mercedes,28,base.aniso._lambda_lb_raw,3.0,-1.024920307,base_param
Mercedes,28,base.aniso._lambda_ub_raw,0.0,2.110999661,base_param
Mercedes,28,base.aniso._lambda_ub_raw,1.0,2.110999661,base_param
Mercedes,28,base.aniso._lambda_ub_raw,2.0,2.953214267,base_param
Mercedes,28,base.aniso._lambda_ub_raw,3.0,1.668912485,base_param
Mercedes,28,base.aniso._logn_mu_raw,0.0,-3.709870317,base_param
Mercedes,28,base.aniso._logn_mu_raw,1.0,-3.709870317,base_param
Mercedes,28,base.aniso._logn_mu_raw,2.0,-4.976443146,base_param
Mercedes,28,base.aniso._logn_mu_raw,3.0,-2.962589085,base_param
Mercedes,28,base.aniso._logn_sig_raw,0.0,-3.86692773,base_param
Mercedes,28,base.aniso._logn_sig_raw,1.0,-3.86692773,base_param
Mercedes,28,base.aniso._logn_sig_raw,2.0,-6.638471036,base_param
Mercedes,28,base.aniso._logn_sig_raw,3.0,-1.091269399,base_param
Mercedes,28,base.aniso._beta_a_raw,0.0,0.2,base_param
Mercedes,28,base.aniso._beta_a_raw,1.0,0.2,base_param
Mercedes,28,base.aniso._beta_a_raw,2.0,0.2,base_param
Mercedes,28,base.aniso._beta_a_raw,3.0,0.2,base_param
Mercedes,28,base.aniso._beta_b_raw,0.0,0.2,base_param
Mercedes,28,base.aniso._beta_b_raw,1.0,0.2,base_param
Mercedes,28,base.aniso._beta_b_raw,2.0,0.2,base_param
Mercedes,28,base.aniso._beta_b_raw,3.0,0.2,base_param
Mercedes,28,base.aniso._recruit_ref_stretch,,1.418008008,base_param
Mercedes,28,base.aniso.quad_x,0.0,0.005299,base_param
Mercedes,28,base.aniso.quad_x,1.0,0.027712,base_param
Mercedes,28,base.aniso.quad_x,2.0,0.067184,base_param
Mercedes,28,base.aniso.quad_x,3.0,0.122299,base_param
Mercedes,28,base.aniso.quad_x,4.0,0.191061,base_param
Mercedes,28,base.aniso.quad_x,5.0,0.270991,base_param
Mercedes,28,base.aniso.quad_x,6.0,0.359009,base_param
Mercedes,28,base.aniso.quad_x,7.0,0.451846,base_param
Mercedes,28,base.aniso.quad_x,8.0,0.546156,base_param
Mercedes,28,base.aniso.quad_x,9.0,0.638756,base_param
Mercedes,28,base.aniso.quad_x,10.0,0.726781,base_param
Mercedes,28,base.aniso.quad_x,11.0,0.807785,base_param
Mercedes,28,base.aniso.quad_w,0.0,0.013576,base_param
Mercedes,28,base.aniso.quad_w,1.0,0.031126,base_param
Mercedes,28,base.aniso.quad_w,2.0,0.047579,base_param
Mercedes,28,base.aniso.quad_w,3.0,0.062314,base_param
Mercedes,28,base.aniso.quad_w,4.0,0.074797,base_param
Mercedes,28,base.aniso.quad_w,5.0,0.084578,base_param
Mercedes,28,base.aniso.quad_w,6.0,0.091322,base_param
Mercedes,28,base.aniso.quad_w,7.0,0.094827,base_param
Mercedes,28,base.aniso.quad_w,8.0,0.095038,base_param
Mercedes,28,base.aniso.quad_w,9.0,0.092045,base_param
Mercedes,28,base.aniso.quad_w,10.0,0.086079,base_param
Mercedes,28,base.aniso.quad_w,11.0,0.0775,base_param
Lucid,3,w[I₁-3],,0.004695330151,cross_weight
Lucid,3,w[I₂-3],,0.001862355147,cross_weight
Lucid,3,w[<I₂-3>ln(1+<I₂-3>)],,0.000640806648,cross_weight
Lucid,3,w[<I₄θ-1>],,0.0234628971,cross_weight
Lucid,3,w[<I₄z-1>],,0.2735272337,cross_weight
Lucid,3,w[<I₄D1-1>],,0.05005157686,cross_weight
Lucid,3,w[<I₄D2-1>],,0.05005157686,cross_weight
Lucid,3,w[(<I₄θ-1>)³],,0.0005284556822,cross_weight
Lucid,3,w[<I₂-3>·<E_z>],,0.0004927201814,cross_weight
Lucid,3,w[I₈D1D2],,0.2602305008,cross_weight
Lucid,3,base.iso._bth,,-7.816679967,base_param
Lucid,3,base.iso._bz,,3.316391312,base_param
Lucid,3,base.iso.bthz,,-0.9195485576,base_param
Lucid,3,base.aniso._α,,-0.3954690283,base_param
Lucid,3,base.aniso._k1,0.0,3.983682431,base_param
Lucid,3,base.aniso._k1,1.0,3.983682431,base_param
Lucid,3,base.aniso._k1,2.0,-10.80801679,base_param
Lucid,3,base.aniso._k1,3.0,25.11624976,base_param
Lucid,3,base.aniso._k2,0.0,10.91721634,base_param
Lucid,3,base.aniso._k2,1.0,10.91721634,base_param
Lucid,3,base.aniso._k2,2.0,7.860057504,base_param
Lucid,3,base.aniso._k2,3.0,26.19899373,base_param
Lucid,3,base.aniso._lam0_raw,0.0,-2.0,base_param
Lucid,3,base.aniso._lam0_raw,1.0,-2.0,base_param
Lucid,3,base.aniso._lam0_raw,2.0,-2.0,base_param
Lucid,3,base.aniso._lam0_raw,3.0,-2.0,base_param
Lucid,3,base.aniso._lam0h_raw,0.0,-2.8,base_param
Lucid,3,base.aniso._lam0h_raw,1.0,-2.8,base_param
Lucid,3,base.aniso._kappa,0.0,-1.29730326,base_param
Lucid,3,base.aniso._kappa,1.0,-1.29730326,base_param
Lucid,3,base.aniso._tau_raw,0.0,0.4753354795,base_param
Lucid,3,base.aniso._tau_raw,1.0,0.4753354795,base_param
Lucid,3,base.aniso._tau_raw,2.0,-1.047131508,base_param
Lucid,3,base.aniso._tau_raw,3.0,-7.321911377,base_param
Lucid,3,base.aniso._sigma_s_raw,0.0,-2.0,base_param
Lucid,3,base.aniso._sigma_s_raw,1.0,-2.0,base_param
Lucid,3,base.aniso._sigma_s_raw,2.0,-2.0,base_param
Lucid,3,base.aniso._sigma_s_raw,3.0,-2.0,base_param
Lucid,3,base.aniso._lambda_lb_raw,0.0,-0.8414910775,base_param
Lucid,3,base.aniso._lambda_lb_raw,1.0,-0.8414910775,base_param
Lucid,3,base.aniso._lambda_lb_raw,2.0,-0.2550030895,base_param
Lucid,3,base.aniso._lambda_lb_raw,3.0,0.03389393693,base_param
Lucid,3,base.aniso._lambda_ub_raw,0.0,-3.548920602,base_param
Lucid,3,base.aniso._lambda_ub_raw,1.0,-3.548920602,base_param
Lucid,3,base.aniso._lambda_ub_raw,2.0,1.524360426,base_param
Lucid,3,base.aniso._lambda_ub_raw,3.0,-0.323880027,base_param
Lucid,3,base.aniso._logn_mu_raw,0.0,-1.506181297,base_param
Lucid,3,base.aniso._logn_mu_raw,1.0,-1.506181297,base_param
Lucid,3,base.aniso._logn_mu_raw,2.0,-3.344902932,base_param
Lucid,3,base.aniso._logn_mu_raw,3.0,-1.059396034,base_param
Lucid,3,base.aniso._logn_sig_raw,0.0,-3.930538109,base_param
Lucid,3,base.aniso._logn_sig_raw,1.0,-3.930538109,base_param
Lucid,3,base.aniso._logn_sig_raw,2.0,-2.315773585,base_param
Lucid,3,base.aniso._logn_sig_raw,3.0,-8.718859326,base_param
Lucid,3,base.aniso._beta_a_raw,0.0,-0.87183897,base_param
