term_idx,term_name,w
0,I₁-3,0.002184748213
1,I₂-3,0.001793278793
2,<E_θ>,0.233843817
3,<E_z>,0.01392731916
4,<I₂-3>ln(1+<I₂-3>),0.004815123266
5,<I₄θ-1>,0.2081514731
6,<I₄z-1>,0.01393954952
7,<I₄D1-1>,0.6611504084
8,<I₄D2-1>,0.6611504084
13,(<I₄θ-1>)³,0.001369435264
22,exp(<I₄z-1>)-1,0.00615698912
35,<I₂-3>·<E_z>,0.001859291194
42,I₈D1D2,0.5333230847
