term_idx,term_name,w
0,I₁-3,0.0468285703
1,I₂-3,0.001697639087
2,<E_θ>,0.1013606716
3,<E_z>,0.0209591328
4,<I₂-3>ln(1+<I₂-3>),0.002764501122
5,<I₄θ-1>,0.1003376875
6,<I₄z-1>,0.02096639156
7,<I₄D1-1>,0.4429047402
8,<I₄D2-1>,0.4429047402
13,(<I₄θ-1>)³,0.001672458602
22,exp(<I₄z-1>)-1,0.01414003018
35,<I₂-3>·<E_z>,0.003565569862
42,I₈D1D2,1.006806704
