term_idx,term_name,w
0,I₁-3,0.04075044631
1,I₂-3,0.003820933639
4,<I₂-3>ln(1+<I₂-3>),2.838576606
13,(<I₄θ-1>)³,7.904014114e-05
35,<I₂-3>·<E_z>,0.0007439175022
42,I₈D1D2,0.3184288712
