term_idx,term_name,w
0,I₁-3,0.1973760456
1,I₂-3,0.0004665375922
4,<I₂-3>ln(1+<I₂-3>),0.0001052184474
13,(<I₄θ-1>)³,8.599285351e-05
35,<I₂-3>·<E_z>,6.198150526e-05
42,I₈D1D2,0.286429756
