lambda_theta,sigma_theta_kpa
0.5764568504633578,0.4259289720925085
0.5780720294204128,0.4286719681188953
0.5796872083774678,0.4565151697467203
0.5800157532962458,0.42671336156826
0.5813023873345228,0.4852181084938969
0.5824309732492756,0.433776235516571
0.5829175662915778,0.514351224248359
0.5838597199008434,0.436858612092795
0.5845327452486327,0.5448624990792126
0.5848141973792337,0.442309814152602
0.5854942109093656,0.442575321864986
0.5858634602891444,0.572651028447099
0.5859910940339046,0.65429670900662
0.5861187277786648,0.674774939236329
0.5861479242056877,0.5770482295914587
0.586246361523425,0.678060129544923
0.5874545471092106,0.682524455345206
0.5877631031627427,0.6110417682857954
0.5893782821197977,0.6471180006840463
0.5893830724348316,0.687147141422707
0.5909934610768527,0.6854394213885439
0.5914105772975722,0.702748802263494
0.5926086400339077,0.7293576883451476
0.5942238189909625,0.7487812628233915
0.594365757978332,0.733991903264365
0.5958389979480175,0.7681110553030878
0.5967198807418578,0.767820040285124
0.5974541769050725,0.7885317945392887
0.5974552737215789,0.779736570338815
0.5981177940021634,0.810254627246287
0.5990693558621275,0.8091034974764797
0.5993980252654535,0.844847769603788
0.6006845348191825,0.829173169856828
0.6022997137762375,0.848421074632716
0.6023166430031488,0.857304452331624
0.6039148927332925,0.8664487979748571
0.6055300716903474,0.8837448059085898
0.6061938420489579,0.890340061251259
0.6071452506474024,0.8965146478621473
0.6087604296044574,0.9088808980969364
0.6099842775195986,0.913057325588036
0.6103756085615124,0.9231406527784412
0.6119907875185674,0.9390970285685046
0.6130567978359001,0.947243890569356
0.6136059664756224,0.9555104846619528
0.6152211454326774,0.9743073698686656
0.6157393494631378,0.965080444734129
0.6168363243897323,0.9958194698569576
0.6173502112077847,0.995168484552917
0.6176882038369798,1.00099242721023
0.6184515033467873,1.0190996190672812
0.6186423578233974,1.01791453595302
0.6196856290111002,1.02541682613068
0.6200666823038423,1.0469840528565157
0.6211289917754598,1.05188877518238
0.6216210432574167,1.06355759734632
0.6216818612608973,1.0751762377331404
0.6229164408050496,1.09884076342047
0.6232970402179523,1.1039130363569858
0.6244508483018839,1.10081847920291
0.6249122191750073,1.1372718421791939
0.625805803802788,1.17751120443009
0.6265273981320623,1.175128763284647
0.6273986049654204,1.19700544327953
0.6281425770891171,1.2201757417928696
0.6286562733929313,1.20988618903504
0.6297577560461721,1.2797284614730218
0.6299658486439023,1.22222700837002
0.6310157125840522,1.26286137659749
0.6313729350032271,1.3426622450044814
0.6318979384895985,1.3195106200149
0.6323137557589033,1.32963475280673
0.6329881139602821,1.4057834462795196
0.6331511112861093,1.36143143993299
0.6336233342807981,1.36484551038232
0.6339046927139426,1.3818820143124
0.6346032929173371,1.4655577957640464
0.634713634714828,1.44666488033488
0.6348412684595882,1.48530053010992
0.6349689022043484,1.51086908383638
0.6350965359491086,1.54287510357816
0.6362184718743921,1.5265550355728659
0.6372603089052414,1.65533888278276
0.637833650831447,1.588213519968751
0.639448829788502,1.6441831147996173
0.641064008745557,1.694029426675753
0.642679187702612,1.7362920552692158
0.6434631763724574,1.76781636907198
0.644294366659667,1.7619961204253807
0.645909545616722,1.782120898343476
0.647524724573777,1.800584001028074
0.649139903530832,1.8180194317697016
0.6507550824878869,1.8344724645537764
0.6523702614449419,1.8507982172039592
0.6539854404019969,1.8678032471300856
0.654093092447986,1.86214688101636
0.6556006193590519,1.885487554332156
0.6572157983161069,1.9038511388101704
0.6588309772731619,1.9225618716718065
0.6604461562302169,1.9397119480429565
0.6620613351872717,1.955301367923621
0.6636765141443268,1.9686961280232742
0.6650522004851497,2.00087917871355
0.6652916931013817,1.9798509543564977
0.6669068720584367,1.9887658469232914
0.6685220510154917,1.9954408057236557
0.6701372299725467,1.9998758307575903
0.6717524089296016,2.002070922025095
0.6733675878866566,2.004062914129044
0.6749827668437116,2.008408489378917
0.6765979458007666,2.015107647774715
0.6782131247578216,2.0241603893164375
0.6786584258644082,2.00329927179357
0.6798283037148766,2.0355667140040854
0.6814434826719316,2.0493266218376576
0.6830586616289865,2.0654401128171544
0.6846738405860415,2.0839071869425765
0.6862890195430965,2.1044611887335507
0.6879041985001515,2.1251968001291197
0.6895193774572065,2.1454651436939094
0.6911345564142615,2.1652662194279197
0.6918280020691077,2.17835397527679
0.6927497353713165,2.1846000273311503
0.6943649143283714,2.2034665674036016
0.6959800932854263,2.2218658396452735
0.6975952722424814,2.2397978440561657
0.6992104511995363,2.2575304182782316
0.7008256301565913,2.275669618035637
0.7024408091136463,2.294416055678788
0.7040559880707012,2.3137697312076857
0.7049587514599133,2.3187042985161
0.7056711670277562,2.33373064462233
0.7072863459848112,2.3542987959227206
0.7089015249418662,2.3754741851088577
0.7105167038989212,2.397256812180741
0.7121318828559762,2.4196466771383704
0.7137470618130312,2.4423759423397935
0.7153622407700861,2.4647233498912757
0.7169774197271411,2.4863789299954338
0.7185925986841961,2.507342682652268
0.7202077776412511,2.5276146078617785
0.7209314504240973,2.54347673574584
0.7218229565983061,2.5471947056239657
0.7234381355553611,2.5660829759388286
0.7250533145124161,2.584279418806368
0.726668493469471,2.6017840342265837
0.728283672426526,2.6187397167737143
0.7298988513835809,2.6361259349198587
0.731514030340636,2.6542526584624
0.7331292092976909,2.6731198874013384
0.7344327088118816,2.6814235628395
0.734744388254746,2.6927276217366733
