lambda_z,sigma_z_kpa
1.489,23.140198361170313
1.4893358395989975,23.20744527054352
1.4896716791979951,23.247649126363697
1.4900075187969926,23.29135520083757
1.49034335839599,23.338563493965136
1.4906791979949876,23.389274005746394
1.491,23.466998267019815
1.491015037593985,23.436762045244027
1.4913508771929826,23.481027612458025
1.49168671679198,23.52207905802631
1.4920225563909775,23.56000128010099
1.492358395989975,23.594794278682066
1.4926942355889725,23.62660234357327
1.493,23.654706732473688
1.49303007518797,23.658503657254496
1.4933659147869676,23.690498219725747
1.493701754385965,23.722596991199286
1.4940375939849626,23.754870604154103
1.49437343358396,23.787319058590217
1.4947092731829574,23.819934003869708
1.495,23.847413054718114
1.495045112781955,23.85263054184047
1.4953809523809525,23.8854086725025
1.4957167919799499,23.91828509713162
1.4960526315789475,23.95133636324203
1.496388471177945,23.984562470833733
1.4967243107769423,24.017952459694463
1.497,24.04449250165427
1.49706015037594,24.051435697345216
1.4973959899749374,24.08501218378599
1.497731829573935,24.11870018603722
1.4980676691729324,24.152563029769738
1.4984035087719298,24.18660071498355
1.4987393483709275,24.220796540402826
1.499,24.24656980538097
1.499075187969925,24.25507395851337
1.4994110275689223,24.289432969315182
1.49974686716792,24.323898624722005
1.5000827067669174,24.358539121610118
1.500418546365915,24.39335445997952
1.5007543859649124,24.428326372809778
1.501,24.453020233799407
1.5010902255639098,24.46339153443006
1.5014260651629074,24.498549944840356
1.5017619047619049,24.533827177869284
1.5020977443609023,24.5692792523795
1.5024335839599,24.604906168371002
1.5027694235588973,24.640682873930068
1.503,24.66446851900839
1.5031052631578947,24.676541172180393
1.5034411027568924,24.71248106312199
1.5037769423558898,24.747798040311714
1.5041127819548874,24.781229863038934
1.5044486215538848,24.81277653130365
1.5047844611528822,24.842412471277264
1.505,24.880289928909107
1.5051203007518799,24.870081664097103
1.5054561403508773,24.895784109763174
1.5057919799498747,24.91951980827547
1.5061278195488723,24.941288759634
1.5064636591478697,24.961090963838757
1.5067994987468674,24.979630927332884
1.5071353383458648,24.99817089082701
1.5074711779448622,25.016710854321136
1.5078070175438598,25.036209738099625
1.5081428571428572,25.05785021051317
1.5084786967418546,25.081632271561777
1.5088145363408523,25.107555921245442
1.509,25.101109195600372
1.5091503759398497,25.135621159564174
1.509486215538847,25.16582798651796
1.5098220551378447,25.19822233061533
1.5101578947368421,25.232851512137785
1.5104937343358398,25.269715531085314
1.5108295739348372,25.307855467173574
1.511,25.32630158698337
1.5111654135338346,25.346088652051858
1.5115012531328322,25.384415085720153
1.5118370927318296,25.42287860902752
1.512172932330827,25.461516973816174
1.5125087719298247,25.500330180086117
1.512844611528822,25.539272299328832
1.513,25.55649183515692
1.5131804511278197,25.578296011262815
1.5135162907268171,25.617401315888067
1.5138521303258146,25.65664249235102
1.5141879699248122,25.69605851029526
1.5145238095238096,25.735649369720782
1.514859649122807,25.775371229778568
1.515,25.791055208022193
1.5151954887218047,25.81518633862637
1.515531328320802,25.855094696264196
1.5158671679197995,25.895147450349256
1.516203007518797,25.935375045915606
1.5165388471177945,25.975777482963245
1.5168746867167922,26.016300482345745
1.517,26.03061643767802
1.5172105263157896,26.05690507441951
1.517546365914787,26.09759125918455
1.5178822055137846,26.1384216664252
1.518218045112782,26.179426915147136
1.5185538847117794,26.220607005350363
1.518889724310777,26.26191078937767
1.519,26.27455079202558
1.5192255639097745,26.303307822194995
1.5195614035087721,26.344798103802344
1.5198972431077695,26.3864400886651
1.520233082706767,26.428256915009147
1.5205689223057646,26.470248582834483
1.520904761904762,26.512352462356766
1.521,26.523483003163687
1.5212406015037594,26.554537934570316
1.521576441102757,26.596804999475136
1.5219122807017544,26.639224637493484
1.5222481203007519,26.68181911699312
1.5225839598997495,26.724588437974038
1.522919799498747,26.767474145970866
1.523,26.776788338993523
1.5232556390977445,26.810453102757716
1.523591478696742,26.853525308334586
1.5239273182957394,26.896684620102075
1.524263157894737,26.93992955928624
1.5245989974937344,26.983260125887092
1.5249348370927318,27.026605339482366
1.525,27.03509153161391
1.5252706766917294,27.0699429317043
1.5256065162907269,27.1132729025529
1.5259423558897245,27.15647608369857
1.526278195488722,27.199531568416834
1.5266140350877193,27.242439356707685
1.526949874686717,27.285205591170534
1.527,27.29298624137367
1.5272857142857144,27.327831750579307
1.5276215538847118,27.37031783493401
1.5279573934837094,27.413552165671106
1.5282932330827068,27.457638380291506
1.5286290726817042,27.502576478795223
1.5289649122807019,27.54848562951183
1.529,27.543373346369673
1.5293007518796993,27.595386739165825
1.529636591478697,27.643279807757196
1.5299724310776943,27.692380272877042
1.5303082706766917,27.74270181310257
1.5306441102756894,27.794244428433778
1.5309799498746868,27.846119797434213
1.531,27.846926489337903
1.5313157894736842,27.898224282602943
1.5316516290726818,27.950557883939965
1.5319874686716792,28.002771143679826
1.5323233082706769,28.05485876700788
1.5326591478696743,28.106820753924133
1.5329949874686717,28.158441666837493
1.533,28.162759574998187
1.5333308270676693,28.209707827170757
1.5336666666666667,28.26059863538802
1.5340025062656641,28.310444606572958
1.5343383458646618,28.359245740725576
1.5346741854636592,28.407002037845878
1.535,28.459578981327866
1.5350100250626566,28.45406295569933
1.5353458646616542,28.500433789100562
1.5356817042606516,28.546131803687697
1.5360175438596493,28.591371093373457
