age,animal,subset,loss,aic,bic,rmse_theta,rmse_z,rmse_combined,r2_theta,r2_z,t_fit_s,n_terms_used,n_terms_missing,terms,missing,recruit_start_init,recruit_start_learn,recruit_ref_stretch,dispersion_init,dispersion_learn,lam_lb[d1],lam_ub[d1],lam_lb[d2],lam_ub[d2],lam_lb[theta],lam_ub[theta],lam_lb[z],lam_ub[z],kappa[d1],kappa[d2],w[I₈D1D2],w[b_θz <E_θ><E_z>],w[<E_θ>],w[<I₄D1-1>],w[<I₄D2-1>]
10weeks,Gus,proposed,5.712991476613666,4998.136262603545,5318.870086679315,2.0916327931278,1.1567470489809184,1.6901170782838781,0.8514806542414095,0.958589284537401,371.75037384033203,5,0,I₈D1D2;b_θz <E_θ><E_z>;<E_θ>;<I₄D1-1>;<I₄D2-1>,,1.65,True,1.465309059059059,0.08,True,1.5670400519917422,2.6353644841616948,2.0224622622250794,2.646133584395275,1.2,1.9749999999999999,1.2,1.9749999999999999,0.33322586487566813,2.2728585933803897e-06,19400361.967103112,-0.044837455160262434,0.7333430858652813,1257421.620658924,198.21623792975282
