term_idx,term_name,w
0,I₁-3,0.001620651084
1,I₂-3,0.00222478248
4,<I₂-3>ln(1+<I₂-3>),0.003289033603
13,(<I₄θ-1>)³,0.001755758778
35,<I₂-3>·<E_z>,0.00739317109
42,I₈D1D2,1.14382666
