lambda_z,sigma_z_kPa,lambda_theta,sigma_theta_kPa
1.405,15.852141466791336,1.1079650122860758,26.074451112008983
1.407,15.868085418317996,1.12116234583369,26.649604291990432
1.409,15.903951965817475,1.11286495502197,26.112002762653752
1.411,15.955114285566285,1.1187248346100434,26.5740565258365
1.413,16.057548996406645,1.11670208612585,26.30881714228
1.415,16.142671099322794,1.124344357355768,26.74915959180338
1.417,16.27862445207843,1.10331470926788,25.60768365083523
1.419,16.463200621532767,1.11167131896679,26.0085358241007
1.421,16.64443485850991,1.1115069824656567,26.345763882217668
1.423,16.86979154415497,1.11503117938872,26.3009434673291
1.425,17.112495149150924,1.10909750868789,26.073850798952503
1.427,17.473593485141368,1.11942592601761,26.4735348351963
1.429,17.77062529075991,1.1143450554624699,26.62289193014356
1.431,18.054455364456736,1.09733822607827,25.893731838504532
1.433,18.378596433363274,1.1069236277231,26.5195301635239
1.435,18.669730835526533,1.10306799982939,26.120795979821064
1.437,18.91292953486142,1.11934907415651,27.0821652859573
1.439,19.187064841766535,1.1096402483107,26.7991603036994
1.441,19.462949000769342,1.12137367853629,27.54778729923415
1.443,19.695841145666456,1.113142351087788,26.877613496642745
1.445,19.906232455617207,1.10772092572161,26.942876794077133
1.447,20.113627065240905,1.11029377866697,26.988422706235802
1.449,20.252019117237637,1.11513110218366,27.163277005200367
1.451,20.364847518851892,1.10976821850403,26.8550608656486
1.453,20.456069596629217,1.10978841560447,27.095420029676202
1.455,20.49570663075302,1.10876927191365,26.905221728422198
1.457,20.55366979190018,1.11643572460308,27.2732441313665
