lambda_theta,sigma_theta_kPa,lambda_z,sigma_z_kPa
0.6229555671072438,1.79989765594095,1.463,7.066385083780765
0.6404275144843835,1.9257000076484523,1.463,7.29995446139942
0.6556565611940853,2.0515023593559545,1.463,7.4192349957837385
0.6688341329039882,2.177304711063457,1.463,7.362305085582555
0.6820088871881572,2.303107062770959,1.463,7.36460852835298
0.6956545280779988,2.4289094144784613,1.463,7.527944502552206
0.7092036689110472,2.5547117661859637,1.463,7.663505637684512
0.7235282838426768,2.680514117893466,1.463,7.554701928015873
0.7361925912348415,2.806316469600968,1.463,7.445898218347233
0.7445897268355964,2.93211882130847,1.463,7.4854458323476525
0.7509361475377483,3.0579211730159725,1.463,7.559550644578915
0.7565067254325619,3.183723524723475,1.463,7.633655456810178
0.7625128034429011,3.3095258764309774,1.463,7.70776026904144
0.7701800941000723,3.4353282281384794,1.463,7.774903516551964
0.7806113822784988,3.561130579845982,1.463,7.807064138536833
0.7923584906039611,3.686932931553484,1.463,7.839224760521702
0.8033630054624633,3.812735283260986,1.463,7.886801376942116
0.813812943438471,3.9385376349684886,1.463,7.962391843471034
0.8240358290468786,4.064339986675991,1.463,8.037982309999952
0.834027590231571,4.1901423383834935,1.463,8.12524118620024
0.8438392977304219,4.315944690090995,1.463,8.232397927496482
0.8534118863283501,4.441747041798497,1.463,8.339554668792724
0.8626518745259394,4.567549393506,1.463,8.43772872167199
0.8714110107302645,4.693351745213501,1.463,8.503038524985858
0.8799252461844236,4.819154096921004,1.463,8.568348328299725
0.8885554828566438,4.944956448628506,1.463,8.633658131613595
0.8976816148486076,5.070758800336009,1.463,8.722695486476987
0.9072678946080134,5.196561152043511,1.463,8.82596065247264
0.9166437033029775,5.3223635037510135,1.463,8.929225818468293
0.9253434097121429,5.448165855458516,1.463,9.00819397414156
0.9337957346417486,5.573968207166018,1.463,9.068941308253146
0.9415519298005239,5.69977055887352,1.463,9.129688642364732
0.9480257159081003,5.825572910581022,1.463,9.197022318686463
0.9529961552068603,5.951375262288525,1.463,9.27655217879564
0.9572462036674555,6.077177613996027,1.463,9.35608203890482
0.9616919685384144,6.202979965703529,1.463,9.435611899013999
0.9672495570682655,6.328782317411031,1.463,9.515141759123178
0.9762031040765738,6.454584669118534,1.463,9.623007348189057
0.9888652457086374,6.580387020826036,1.463,9.749892095683773
0.995129371560751,6.706189372533538,1.463,9.846267272743116
0.9988884547803213,6.83199172424104,1.463,9.920698649218123
1.0015928547373434,6.957794075948542,1.463,9.995130025693129
1.003728452507016,7.083596427656045,1.463,10.069561402168135
1.0057811291645398,7.209398779363547,1.463,10.14399277864314
1.0082367657851135,7.33520113107105,1.463,10.218424155118147
1.0115812434439369,7.461003482778552,1.463,10.292855531593153
1.0165278882380182,7.586805834486054,1.463,10.360543799408736
1.0272103492069924,7.712608186193556,1.463,10.40349066614422
1.03630679456261,7.8384105379010585,1.463,10.448635279071448
1.0403990730008477,7.964212889608561,1.463,10.544228561590513
1.0432734065577798,8.090015241316063,1.463,10.639821844109578
1.0454581883052456,8.215817593023566,1.463,10.735415126628642
1.0474818113150846,8.341619944731068,1.463,10.831008409147707
1.0498726686591362,8.46742229643857,1.463,10.926601691666772
1.05315915340924,8.593224648146073,1.463,11.022194974185837
1.0585168641986855,8.719026999853575,1.463,11.257903578206205
1.067773490963083,8.844829351561078,1.463,11.648824585721378
1.0750502171586263,8.970631703268579,1.463,11.844094566068765
1.0809508528599623,9.096434054976081,1.463,11.770048530405152
1.0855413529152438,9.222236406683583,1.463,11.696002494741537
1.0881912668637819,9.348038758391086,1.463,11.702818906442447
1.090148324813181,9.473841110098588,1.463,11.793004403937697
1.0917593979380027,9.599643461806089,1.463,11.883189901432944
1.0931057272485192,9.725445813513591,1.463,11.973375398928194
1.0942685537550036,9.851248165221094,1.463,12.063560896423443
1.0953291184677278,9.977050516928596,1.463,12.153746393918693
1.096368662396964,10.102852868636099,1.463,12.243931891413942
1.097468426552984,10.228655220343601,1.463,12.33411738890919
1.0987096519460604,10.354457572051103,1.463,12.42430288640444
1.1001083495989132,10.480259923758606,1.463,12.523966666205375
1.1015331937454331,10.606062275466108,1.463,12.627060790266727
1.102969425628192,10.73186462717361,1.463,12.730154914328077
1.1044097889492082,10.857666978881113,1.463,12.833249038389427
1.1058470274105003,10.983469330588616,1.463,12.936343162450777
1.1072738847140875,11.109271682296118,1.463,13.039437286512127
1.1086092737294,11.23507403400362,1.463,13.133534159862094
1.1097965374655892,11.360876385711123,1.463,13.225650481131353
1.1109924927285897,11.486678737418625,1.463,13.317766802400612
1.112358448361348,11.612481089126128,1.463,13.40988312366987
1.1140557132068099,11.73828344083363,1.463,13.501999444939129
1.1169715657510109,11.864085792541129,1.463,13.577379308724682
1.1200129165209938,11.989888144248631,1.463,13.643270824906224
1.1206106550585602,12.115690495956134,1.463,13.729522470286668
1.1211071007460043,12.241492847663636,1.463,13.81577411566711
1.1215121261976508,12.367295199371139,1.463,13.902025761047554
1.1218356040278257,12.493097551078641,1.463,13.988277406427995
1.1220874068508544,12.618899902786143,1.463,14.074529051808438
1.1222774072810626,12.744702254493646,1.463,14.160780697188882
1.1224154779327753,12.870504606201148,1.463,14.247032342569325
1.1225114914203183,12.99630695790865,1.463,14.333283987949768
1.122575320350905,13.122109309616153,1.463,14.419578578323703
1.12261644646584,13.247911661323656,1.463,14.517732452042187
1.122644992161243,13.373714013031158,1.463,14.615886325760671
1.122671779245324,13.49951636473866,1.463,14.714040199479156
1.1226996068053121,13.625318716446163,1.463,14.793624691393875
1.1227248434251997,13.751121068153665,1.463,14.870694480481808
1.122754884921594,13.876923419861168,1.463,14.947764269569738
1.1228041237674693,14.00272577156867,1.463,15.014431035517845
1.1228736280082179,14.128528123276173,1.463,15.069068265081077
1.1229021719169188,14.254330474983675,1.463,15.182565280027235
1.1229222718924432,14.380132826691177,1.463,15.29984696502644
1.1229378108070216,14.50593517839868,1.463,15.417128650025642
1.1229524861654179,14.631737530106179,1.463,15.534410335024841
1.1229699954723964,14.757539881813681,1.463,15.651692020024043
1.1229913906377098,14.883342233521184,1.463,15.721730086090425
1.1230130062293389,15.009144585228686,1.463,15.772771373250423
1.1230380426720696,15.134946936936188,1.463,15.823812660410422
1.1230701271840835,15.26074928864369,1.463,15.874853947570422
1.1231232582424835,15.386551640351193,1.463,15.948778426536057
1.1231895198654105,15.512353992058696,1.463,16.031430734043912
1.1232498199709193,15.638156343766198,1.463,16.12975804427899
1.1233409544822894,15.7639586954737,1.463,16.09216514453701
1.1234154780116157,15.889761047181203,1.463,16.13512784049723
1.1234661987272299,16.015563398888705,1.463,16.278532903618242
1.1235252569829317,16.141365750596208,1.463,16.305911699308837
1.1235828407083457,16.26716810230371,1.463,16.31609975697572
1.1236240752903486,16.392970454011213,1.463,16.427429408068143
1.1236787329789604,16.518772805718715,1.463,16.530298914759282
1.123809702201555,16.644575157426218,1.463,16.210684857254744
1.1238935087257629,16.77037750913372,1.463,16.416086544169218
1.1239249866857084,16.896179860841222,1.463,16.515128768025715
1.1239455085816652,17.021982212548725,1.463,16.61417099188221
1.1239658299004753,17.147784564256227,1.463,16.713213215738705
1.1239944540274438,17.273586915963726,1.463,16.781911477506164
1.1240266877766878,17.39938926767123,1.463,16.82370634864514
1.1240630261340923,17.52519161937873,1.463,16.865501219784118
1.1241069744853216,17.650993971086233,1.463,16.944804869298938
1.124159951364389,17.776796322793736,1.463,17.047776582200335
1.12421459784651,17.902598674501238,1.463,17.02846666956333
1.1242679697417481,18.02840102620874,1.463,16.9407525905553
1.124298573708521,18.154203377916243,1.463,16.96531058081847
1.1243152204075062,18.280005729623745,1.463,17.03427542289197
1.1243306968562752,18.405808081331248,1.463,17.103240264965468
1.1243573267935822,18.53161043303875,1.463,17.172205107038963
1.1244450669019332,18.657412784746253,1.463,17.484885830155424
1.1246309185957246,18.783215136453755,1.463,17.620810244228874
1.1246864999270996,18.909017488161258,1.463,17.73399543760836
1.124730750464989,19.03481983986876,1.463,17.82066472474661
1.124776030816043,19.160622191576262,1.463,17.90733401188486
1.124849821740875,19.28642454328376,1.463,17.91253805285717
1.124915710687676,19.412226894991264,1.463,17.741235368422572
1.1249689165454706,19.538029246698766,1.463,17.44685759368851
1.125013103545966,19.66383159840627,1.463,17.594846506598504
1.125051447160027,19.78963395011377,1.463,17.888962811352997
1.1250883573361854,19.915436301821273,1.463,18.14452538179585
1.1251208675629132,20.041238653528776,1.463,18.25003272238939
1.1251553477910772,20.16704100523628,1.463,18.35554006298293
1.1252072540595974,20.29284335694378,1.463,18.382884090309425
1.125280637721511,20.418645708651283,1.463,18.299177585822648
1.1253274676119274,20.544448060358786,1.463,18.45711311396625
1.1253653874419451,20.670250412066288,1.463,18.61841347768911
1.1253988027379884,20.79605276377379,1.463,18.71063382553216
1.1254272679694346,20.921855115481293,1.463,18.74213063695924
1.125454332022944,21.047657467188795,1.463,18.773627448386314
1.1254842693252636,21.173459818896298,1.463,18.800610270939934
1.125516289046208,21.2992621706038,1.463,18.772398785014474
1.1255519699084504,21.425064522311303,1.463,18.74418729908901
1.1255982697364935,21.550866874018805,1.463,18.723915483097517
1.1256650947743883,21.676669225726307,1.463,18.72182763163071
1.1257207424226876,21.80247157743381,1.463,18.936064805874096
1.1258105647603585,21.92827392914131,1.463,19.020476917155964
1.1260391318929233,22.05407628084881,1.463,19.08516429011737
1.1260702282321653,22.179878632556314,1.463,19.17151451094013
1.12609689911944,22.305680984263816,1.463,19.229692790001064
1.1261172844680087,22.43148333597132,1.463,19.256541709662216
1.1261345919135108,22.55728568767882,1.463,19.283390629323364
1.1261590955113505,22.683088039386323,1.463,19.310239548984516
1.1262079330517647,22.808890391093826,1.463,19.418846597119604
1.126368762916976,22.934692742801328,1.463,19.706226968461145
1.1264378590105981,23.06049509450883,1.463,19.692804284104795
1.1264758235084258,23.186297446216333,1.463,19.63957772916101
1.12653841272562,23.312099797923835,1.463,19.7216916836054
1.12662807895921,23.437902149631338,1.463,19.74477054836645
1.1267118776625693,23.56370450133884,1.463,19.702522095179123
1.1267572193668212,23.689506853046343,1.463,19.728639311849665
1.1267976768060652,23.815309204753845,1.463,19.78478343464727
1.1268376674368872,23.941111556461347,1.463,19.908190157652214
1.1268735223237503,24.06691390816885,1.463,20.031596880657162
1.126900852328869,24.192716259876352,1.463,20.085633120596373
1.126916857817419,24.318518611583855,1.463,20.100285380935247
1.1269347582032625,24.444320963291357,1.463,20.11493764127412
1.1269688498437067,24.57012331499886,1.463,20.12958990161299
1.1271337289825851,24.69592566670636,1.463,20.35925907449303
1.1272570219289024,24.82172801841386,1.463,20.124658826431034
1.1273953302204756,24.947530370121363,1.463,20.28304053756226
1.1274308017760386,25.073332721828866,1.463,20.313617848457163
1.1274506012379577,25.199135073536368,1.463,20.34419515935207
1.127464949519613,25.32493742524387,1.463,20.374772470246974
1.1274840675343838,25.450739776951373,1.463,20.40534978114188
1.127510516295085,25.576542128658875,1.463,20.528497553396804
1.1275386436261665,25.702344480366378,1.463,20.66114417038037
1.1275703706776488,25.82814683207388,1.463,20.793790787363935
1.1276082540884087,25.953949183781383,1.463,20.830753639897953
1.1276551521511138,26.079751535488885,1.463,20.786552774529493
1.1277114478646297,26.205553887196388,1.463,20.835151045416694
1.1277780276706504,26.33135623890389,1.463,21.02642051402429
1.1278181872800859,26.457158590611392,1.463,21.04699717764383
1.127852684922312,26.582960942318895,1.463,21.025209778329486
1.1278775147053368,26.708763294026397,1.463,21.003422379015145
1.1278873757469647,26.8345656457339,1.463,20.9816349797008
