lambda_z,sigma_z_kPa,lambda_theta,sigma_theta_kPa
1.288,5.450996080349643,1.072307133680245,6.90558333716163
1.29,5.46107074356304,1.07082905275097,6.975380832199794
1.292,5.453076295295229,1.0713175578874101,7.078816052437045
1.294,5.4654377269298715,1.07544891237585,7.09266408901023
1.296,5.486239707438133,1.070610109523305,7.03610225895265
1.298,5.50907761383594,1.0664472628125,6.737573391504917
1.3,5.553563691139849,1.0655430900376799,7.035378276116606
1.302,5.573760750791367,1.067469260147305,6.876626177142461
1.304,5.5978146538064095,1.0672519363057567,6.727733287598703
1.306,5.6486174572595385,1.0684406363514851,6.89603586443735
1.308,5.691907026528165,1.0659518427944967,6.820197708128177
1.31,5.743218361703604,1.06490282290278,6.851570890827045
1.312,5.788039244757574,1.0644601328879266,6.943622808157527
1.314,5.865311956430557,1.064442034603206,6.880076977872022
1.316,5.902458566892472,1.064772107273075,6.767881699826175
1.318,5.951310126611664,1.06953614856583,7.028765009941927
1.32,6.021192906713408,1.066455259456165,7.047186801478585
1.322,6.078587672937593,1.0590276363946833,6.895535117120843
1.324,6.144198220705766,1.0596543369807998,6.638199963131755
1.326,6.1958207922531825,1.0595451333558434,7.024025456038246
1.328,6.243182542049292,1.0567813036270581,6.876815952950139
1.33,6.305760698041565,1.061290312863965,6.82559692868317
1.332,6.3409620184065085,1.06397492011769,6.895705566283083
1.334,6.38911570330103,1.05975730564065,7.11047501600095
1.336,6.429093980054432,1.0540056928527533,6.963854857933074
1.338,6.47908049065437,1.05429419906854,6.942959946037934
1.34,6.516609684169224,1.05279146164142,7.018214939598187
1.342,6.552626132457697,1.057791974222048,7.06243436153906
1.344,6.608755194878222,1.0553481970722949,7.03204172202512
1.346,6.6543238740087265,1.0551393979040167,6.991874114781614
1.348,6.704935800371452,1.054291009365735,7.0810133825561845
1.35,6.7457024086345125,1.0493186330506266,6.96169840163011
1.352,6.796613024982427,1.04579943759648,6.74625122295182
1.354,6.847088667142374,1.0457660286696535,6.76533043960601
1.356,6.879658172356694,1.0505809166979962,6.985236449465548
1.358,6.940134778018654,1.051545993506235,6.935778018356835
1.36,6.96840992531225,1.0480445266494833,6.916277573377994
1.362,7.000596748740878,1.0468903450827,6.964352807441784
1.364,7.0331477046275195,1.0439134904108633,6.957727006244333
1.366,7.056632420210548,1.044437178469225,7.004972215857135
1.368,7.103188481938185,1.0416414343598681,6.967790298307992
1.37,7.135882367542888,1.04369315513743,6.845321059633047
1.372,7.176806135225601,1.04389591418501,7.01993390992609
1.374,7.238122176589238,1.0432034369611467,6.901782838472883
1.376,7.292070315789738,1.038656601093635,7.27605515319194
1.377,7.356650709896908,1.03608879096611,6.90524955402883
1.379,7.406940565710008,1.037666672757715,6.870396435806384
1.381,7.465076042376386,1.035635914542634,6.857613220394202
1.383,7.499417978803608,1.0372705263159767,6.764233121250907
1.385,7.5313399241205135,1.03664039925502,6.888189604968231
1.387,7.5848040233668845,1.0353704012835234,6.983184280575153
1.389,7.629569775916738,1.0338922385642202,6.988104075113204
1.391,7.69408001279596,1.0322538572080466,7.08457730936862
1.393,7.736553044107848,1.0307588100130198,6.85837132952222
1.395,7.793457932804217,1.030798996701472,6.985034760275615
1.397,7.854477882375827,1.0336836796516233,7.13104331788139
1.399,7.904281629525372,1.0331792816245802,7.294518559294945
1.401,7.9780403293912,1.0305652405635433,6.917930631683304
1.403,8.02550500226299,1.027549264472035,6.9192563931503095
1.405,8.093968040107095,1.02379753481124,6.841032232575547
1.407,8.165483651214904,1.024719296674394,6.925967923994394
1.409,8.22059458505838,1.0262736168256499,6.922569774568735
1.411,8.283261697909111,1.0262792392981968,7.0284669116782865
1.413,8.343134470766465,1.024429554915895,7.115952907448645
1.415,8.409424424395587,1.0209160472853034,6.829052089122097
1.417,8.478769214628528,1.019081334333425,6.874154861671055
1.419,8.5266542085584,1.0182704016772133,7.03165720160759
1.421,8.59688369180641,1.017782315598914,7.027158834180206
1.423,8.655749466311823,1.01755956963108,6.911744840776359
1.425,8.739497322493905,1.0218965687699935,6.979983132289424
1.427,8.822630684926878,1.0219962044923,6.860947816272089
1.429,8.896991352258311,1.0147700937422066,6.78484703013028
1.431,8.981555338722739,1.011893686481925,6.6905248176323
1.433,9.047067343578044,1.0121531905995966,7.102975972469726
1.435,9.137919573751851,1.0120601128954942,6.944652870513326
1.437,9.200190833538631,1.01387069377029,6.99555265359535
1.439,9.273616807246292,1.01241680481741,6.95663476913641
1.441,9.360956750394779,1.0114430497135452,6.92135240063765
1.443,9.448348715931038,1.0069143541434,6.8247676255104635
1.445,9.557854068407664,1.00613256902046,6.838348503710505
1.447,9.659054528539233,1.0041642667840767,7.08948330898977
1.449,9.765786096981444,1.004806147646892,6.8835291792524345
1.451,9.878518344019438,1.00642426077673,6.944884189506515
1.453,9.983852473872641,1.00506470040213,6.8025685973124626
1.455,10.097531362021249,1.004376696410985,6.7861941649650355
1.457,10.204058047621464,1.0005500481122593,6.719640528014167
1.459,10.336020028081137,0.9984844318384896,6.89234918352383
1.461,10.47673925397937,0.996802391126619,6.712704213393686
1.463,10.593952520794492,1.0000361885658235,6.870590207533492
1.465,10.737795597749415,1.0024690743368474,6.695998598216265
1.467,10.866197183562956,1.0045148895252065,7.177137329104787
1.469,11.001132346259151,0.9997413993984905,6.794857158286245
1.471,11.122873055465663,0.9915439740271134,6.791265964312803
1.473,11.23733218804374,0.9903888675423425,6.71260638357474
1.475,11.343461588095034,0.989393776187052,6.9152594705237895
1.477,11.429814716496395,0.9901808158911191,6.808362766384718
1.479,11.537555824196176,0.9897108698955905,6.896236905237445
1.481,11.595822970188257,0.9910863635990936,6.865623722304534
1.483,11.641202258808477,0.986545727940387,6.834455029730865
1.485,11.662989673131277,0.980499708501328,6.675056135832013
1.487,11.684007782864638,0.9789567659958515,6.728185836551445
1.489,11.689693910174451,0.977638562703334,6.86817334840496
