lambda_z,sigma_z_kPa,lambda_theta,sigma_theta_kPa
1.342,8.843902856536932,1.1151231393133267,12.145127733263365
1.344,8.848172037419612,1.11869454001406,12.49252645132646
1.346,8.870652269473476,1.12753447118985,12.64893485791545
1.348,8.880902472057398,1.1281711656462068,12.547869336752798
1.35,8.903539210052404,1.119026204802565,12.4785635460366
1.352,8.94724135744768,1.1173085142718966,12.328155905602967
1.354,8.998128248192124,1.11872100272041,12.28833199552055
1.356,9.06541582422573,1.11959390560761,12.524699164447698
1.358,9.120629331254634,1.12932133219596,12.75367879635872
1.36,9.188316947258013,1.13241878873222,12.74439080047255
1.362,9.261019406352224,1.13456478087945,12.800213406022332
1.364,9.353704319969387,1.12382678715534,12.5771821723492
1.366,9.443497488965953,1.1237812972813834,12.786756031868201
1.368,9.532783137422859,1.11830366616893,12.5374576352835
1.37,9.614884764966906,1.117455800556434,12.57215241688496
1.372,9.724207735805475,1.1227126193151233,12.811421423745335
1.374,9.820535085392603,1.126169188588125,12.88788036758665
1.376,9.905063394817958,1.12719448137344,12.757037850461366
1.377,10.006680653133591,1.1238493496079398,12.67006437373345
1.379,10.103520195649438,1.12097819025148,12.832104139573367
1.381,10.220035388240596,1.11818312844116,12.831773775052302
1.383,10.305331908939818,1.123352040790546,12.75574738957546
1.385,10.405248094451574,1.1333662564099865,12.829114935456268
1.387,10.507734396749585,1.128305770131295,12.9805294375505
1.389,10.611853243341944,1.1268379730179199,13.0876376252415
1.391,10.723694337250118,1.130349145043825,13.09882408186875
1.393,10.82340964557017,1.1264843796562634,13.1816117007376
1.395,10.949643812692633,1.1223213171904,13.124663781087449
1.397,11.060197793751202,1.1283051535596378,13.13385532106688
1.399,11.19022596759882,1.1344412172705933,13.557478240991335
1.401,11.311999667974328,1.1336491871556902,13.233959117069102
1.403,11.421609282584333,1.1304613562862,13.0220231684336
1.405,11.535905041533017,1.122270063227125,13.5493632750927
1.407,11.648302697223368,1.1245336324331967,13.292232806024233
1.409,11.789958004178093,1.127141554343765,13.266900751424
1.411,11.929228126248914,1.128810244657002,13.346749786805361
1.413,12.054835871751845,1.1321612925767999,13.619625223799966
1.415,12.192990858672218,1.14216857883265,13.726895474415251
1.417,12.350562367250498,1.1417984043192602,13.704769387084966
1.419,12.501770103541444,1.13556689446463,13.684076334894598
1.421,12.6395521585699,1.1288287439971967,13.467672417330567
1.423,12.784493775582025,1.122779504049345,13.4442921890957
1.425,12.959881587356529,1.124596191283958,13.38634458170064
1.427,13.113462650507463,1.1298726287225533,13.608388573044365
1.429,13.278920133012386,1.128275318876475,13.6888723973777
1.431,13.45077570463181,1.1300106189213934,13.2854384435915
1.433,13.608693442663103,1.1351063053913149,13.52839374450765
1.435,13.744654366603566,1.1367759324825233,13.725325713667466
1.437,13.853038772561755,1.133045832381044,13.62746083053386
1.439,13.963572382061912,1.1296538841652901,13.635811633776349
1.441,14.03239988071245,1.1289823974702966,13.681500920433566
1.443,14.11138044592264,1.137647122530765,13.99027132809745
1.445,14.182384838757578,1.1441176501551433,14.084715357055302
1.447,14.233864131710735,1.132416981169255,14.11890624316535
1.449,14.257201787845363,1.1295623473197065,13.856511511622267
1.451,14.254653935409637,1.1300047900299126,13.737269786087099
