term_idx,term_name,w
0,I₁-3,0.1337120952
1,I₂-3,0.3773850491
2,<E_θ>,0.0004642498348
3,<E_z>,0.09691256704
4,<I₂-3>ln(1+<I₂-3>),4.57463191
5,<I₄θ-1>,0.0004625679048
6,<I₄z-1>,0.09962608732
7,<I₄D1-1>,0.006980424783
8,<I₄D2-1>,0.006980424783
13,(<I₄θ-1>)³,0.002086331079
22,exp(<I₄z-1>)-1,0.002864552729
35,<I₂-3>·<E_z>,0.04296227612
42,I₈D1D2,0.5020904043
