term_idx,term_name,w
0,I₁-3,0.002751498425
1,I₂-3,0.002435304787
2,<E_θ>,0.01998504194
3,<E_z>,0.07902025145
4,<I₂-3>ln(1+<I₂-3>),0.002473967327
5,<I₄θ-1>,0.02468365493
6,<I₄z-1>,0.07908255681
7,<I₄D1-1>,0.01929564285
8,<I₄D2-1>,0.01929564285
13,(<I₄θ-1>)³,0.003986483303
22,exp(<I₄z-1>)-1,0.006287682163
35,<I₂-3>·<E_z>,0.001824259001
42,I₈D1D2,0.4641387956
